msgid,openatv,openhdf,openpli,openvix,APPEARANCES,UNIQUES,DUPLICATES,EMPTIES
Lithuanian,ภาษาลิธูเนี่ยน,ภาษาลิธูเนี่ยน,ภาษาลิธูเนี่ยน,ภาษาลิธูเนี่ยน,4,1,3,0
Load,โหลด,โหลด,โหลด,โหลด,4,1,3,0
Location,สถานที่,สถานที่,สถานที่,สถานที่,4,1,3,0
Lock:,,,'',,1,0,0,1
Longitude,ลองจิจูด,ลองจิจูด,ลองจิจูด,ลองจิจูด,4,1,3,0
MORE,,,เพิ่ม,,1,1,0,0
Main menu,เมนูหลัก,เมนูหลัก,เมนูหลัก,เมนูหลัก,4,1,3,0
Make this mark an 'in' point,สร้างตัวคั่นสำหรับจุด 'in',สร้างตัวคั่นสำหรับจุด 'in',สร้างตัวคั่นสำหรับจุด 'in',สร้างตัวคั่นสำหรับจุด 'in',4,1,3,0
Make this mark an 'out' point,สร้างตัวคั่นสำหรับจุด 'out',สร้างตัวคั่นสำหรับจุด 'out',สร้างตัวคั่นสำหรับจุด 'out',สร้างตัวคั่นสำหรับจุด 'out',4,1,3,0
Make this mark just a mark,ทำเป็นแค่ตัวคั่น,ทำเป็นแค่ตัวคั่น,ทำเป็นแค่ตัวคั่น,ทำเป็นแค่ตัวคั่น,4,1,3,0
Manage your receiver's software,,,จัดการซอพท์แวร์เครื่องรับของท่าน,,1,1,0,0
Manual Scan,ค้นหาเอง,ค้นหาเอง,ค้นหาเอง,ค้นหาเอง,4,1,3,0
Manual transponder,ป้อนทรานสปอนเดอร์เอง,ป้อนทรานสปอนเดอร์เอง,ป้อนทรานสปอนเดอร์เอง,ป้อนทรานสปอนเดอร์เอง,4,1,3,0
Manufacturer,ผู้ผลิต,ผู้ผลิต,ผู้ผลิต,ผู้ผลิต,4,1,3,0
Media player,เล่นไฟล์,เล่นไฟล์,เล่นไฟล์,เล่นไฟล์,4,1,3,0
Medium is not a writeable DVD!,แผ่นดีวีดีนี้เขียนไม่ได้,แผ่นดีวีดีนี้เขียนไม่ได้,แผ่นดีวีดีนี้เขียนไม่ได้,แผ่นดีวีดีนี้เขียนไม่ได้,4,1,3,0
Medium is not empty!,มีข้อมูลในสื่อบันทึก!,มีข้อมูลในสื่อบันทึก!,มีข้อมูลในสื่อบันทึก!,มีข้อมูลในสื่อบันทึก!,4,1,3,0
Menu,เมนู,เมนู,เมนู,เมนู,4,1,3,0
Message,,,ข้อความ,,1,1,0,0
Message...,,,ข้อความ...,,1,1,0,0
Model: ,รุ่น:,รุ่น:,รุ่น:,รุ่น:,4,1,3,0
Modulation,,'','','',3,0,0,3
Modulator,,'','','',3,0,0,3
Mon,จัน.,จัน.,จัน.,จัน.,4,1,3,0
Mon-Fri,จันทร์-ศุกร์,จันทร์-ศุกร์,จันทร์-ศุกร์,จันทร์-ศุกร์,4,1,3,0
Monday,วันจันทร์,วันจันทร์,วันจันทร์,วันจันทร์,4,1,3,0
Mosquito noise reduction,,'','','',3,0,0,3
Move Picture in Picture,,ย้ายภาพซ้อนภาพ,ย้ายภาพซ้อนภาพ,ย้ายภาพซ้อนภาพ,3,1,2,0
Move east,เคลื่อนไปทางทิศตะวันออก,เคลื่อนไปทางทิศตะวันออก,เคลื่อนไปทางทิศตะวันออก,เคลื่อนไปทางทิศตะวันออก,4,1,3,0
Move west,เคลื่อนไปทางทิศตะวันตก,เคลื่อนไปทางทิศตะวันตก,เคลื่อนไปทางทิศตะวันตก,เคลื่อนไปทางทิศตะวันตก,4,1,3,0
Movielist menu,,,เมนูรายการภาพยนต์,,1,1,0,0
Multi EPG,ผังรายการแบบหลากหลาย,ผังรายการแบบหลากหลาย,ผังรายการแบบหลากหลาย,ผังรายการแบบหลากหลาย,4,1,3,0
Multimedia,มัลติมีเดีย,มัลติมีเดีย,มัลติมีเดีย,มัลติมีเดีย,4,1,3,0
Multiple service support,รองรับ Multiple service,รองรับ Multiple service,รองรับ Multiple service,รองรับ Multiple service,4,1,3,0
Multisat,,'','','',3,0,0,3
Mute,,,ปิดเสียง,,1,1,0,0
N/A,ไม่ทราบ,ไม่ทราบ,ไม่ทราบ,ไม่ทราบ,4,1,3,0
NEXT,,,ต่อไป,,1,1,0,0
NOW,,,ตอนนี้,,1,1,0,0
NTSC,,'','','',3,0,0,3
Name,ชื่อ,ชื่อ,ชื่อ,ชื่อ,4,1,3,0
Nameserver,,'','','',3,0,0,3
Nameserver %d,,'','','',3,0,0,3
Nameserver settings,ตั้งค่า Nameserver,ตั้งค่า Nameserver,ตั้งค่า Nameserver,ตั้งค่า Nameserver,4,1,3,0
Netmask,,'','','',3,0,0,3
Network,เครือข่าย,เครือข่าย,เครือข่าย,เครือข่าย,4,1,3,0
Network scan,ค้นหาเครือข่าย,ค้นหาเครือข่าย,ค้นหาเครือข่าย,ค้นหาเครือข่าย,4,1,3,0
Network setup,ตั้งค่าเครือข่าย,ตั้งค่าเครือข่าย,ตั้งค่าเครือข่าย,,3,1,2,0
Network test,ทดสอบเครือข่าย,ทดสอบเครือข่าย,ทดสอบเครือข่าย,ทดสอบเครือข่าย,4,1,3,0
Network test...,,,ทดสอบเครือข่าย...,,1,1,0,0
Network:,เครือข่าย:,เครือข่าย:,เครือข่าย:,เครือข่าย:,4,1,3,0
New,ใหม่,ใหม่,ใหม่,ใหม่,4,1,3,0
No,ไม่,ไม่,ไม่,ไม่,4,1,3,0
No (supported) DVDROM found!,ไม่พบดีวีดีรอมที่ใช้งานได้!,ไม่พบดีวีดีรอมที่ใช้งานได้!,ไม่พบดีวีดีรอมที่ใช้งานได้!,ไม่พบดีวีดีรอมที่ใช้งานได้!,4,1,3,0
No Connection,ไม่พบการเชื่อมต่อ,ไม่พบการเชื่อมต่อ,ไม่พบการเชื่อมต่อ,ไม่พบการเชื่อมต่อ,4,1,3,0
No HDD found or HDD not initialized!,ไม่พบฮาร์ดดิสก์ (HDD) หรือยังไม่ได้เตรียมเพื่อให้ใช้งานได้,ไม่พบฮาร์ดดิสก์ (HDD) หรือยังไม่ได้เตรียมเพื่อให้ใช้งานได้,ไม่พบฮาร์ดดิสก์ (HDD) หรือยังไม่ได้เตรียมเพื่อให้ใช้งานได้,ไม่พบฮาร์ดดิสก์ (HDD) หรือยังไม่ได้เตรียมเพื่อให้ใช้งานได้,4,1,3,0
No data on transponder!\n(Timeout reading PAT),ไม่พบข้อมูลในทรานสปอนเดอร์!\n(Timeout reading PAT),ไม่พบข้อมูลในทรานสปอนเดอร์!\n(Timeout reading PAT),ไม่พบข้อมูลในทรานสปอนเดอร์!\n(Timeout reading PAT),ไม่พบข้อมูลในทรานสปอนเดอร์!\n(Timeout reading PAT),4,1,3,0
No description available.,ไม่มีรายละเอียดเพิ่มเติม,ไม่มีรายละเอียดเพิ่มเติม,ไม่มีรายละเอียดเพิ่มเติม,ไม่มีรายละเอียดเพิ่มเติม,4,1,3,0
No displayable files on this medium found!,ไม่พบชนิดไฟล์ที่สามารถเล่นได้ในสื่อบันทีกนี้!,ไม่พบชนิดไฟล์ที่สามารถเล่นได้ในสื่อบันทีกนี้!,ไม่พบชนิดไฟล์ที่สามารถเล่นได้ในสื่อบันทีกนี้!,ไม่พบชนิดไฟล์ที่สามารถเล่นได้ในสื่อบันทีกนี้!,4,1,3,0
"No event info found, recording indefinitely.",ไม่พบข้อมูลเวลากำกับ บันทึกรายโดยไม่มีข้อกำหนด,ไม่พบข้อมูลเวลากำกับ บันทึกรายโดยไม่มีข้อกำหนด,ไม่พบข้อมูลเวลากำกับ บันทึกรายโดยไม่มีข้อกำหนด,ไม่พบข้อมูลเวลากำกับ บันทึกรายโดยไม่มีข้อกำหนด,4,1,3,0
No free tuner!,ไม่มี Tuner ว่างที่จะใช้งานได้,ไม่มี Tuner ว่างที่จะใช้งานได้,ไม่มี Tuner ว่างที่จะใช้งานได้,ไม่มี Tuner ว่างที่จะใช้งานได้,4,1,3,0
No networks found,ไม่พบเครือข่าย,ไม่พบเครือข่าย,ไม่พบเครือข่าย,ไม่พบเครือข่าย,4,1,3,0
No positioner capable frontend found.,ไม่พบตัวขับจานที่ใช้ได้,ไม่พบตัวขับจานที่ใช้ได้,ไม่พบตัวขับจานที่ใช้ได้,ไม่พบตัวขับจานที่ใช้ได้,4,1,3,0
No tags are set on these movies.,ไม่พบป้ายใดๆ กับภาพยนต์ชุดนี้,ไม่พบป้ายใดๆ กับภาพยนต์ชุดนี้,ไม่พบป้ายใดๆ กับภาพยนต์ชุดนี้,ไม่พบป้ายใดๆ กับภาพยนต์ชุดนี้,4,1,3,0
No tuner is configured for use with a diseqc positioner!,ไม่พบ Tuner ใดๆ ที่ใช้กับตัวขับจาน!,ไม่พบ Tuner ใดๆ ที่ใช้กับตัวขับจาน!,ไม่พบ Tuner ใดๆ ที่ใช้กับตัวขับจาน!,ไม่พบ Tuner ใดๆ ที่ใช้กับตัวขับจาน!,4,1,3,0
No tuner is enabled!\nPlease setup your tuner settings before you start a service scan.,ไม่มี Tuner ใดๆ สำหรับใช้งาน!\nกรุณาตั้งค่า Tuner แล้วทำการค้นหารายการที่ให้บริการก่อน,ไม่มี Tuner ใดๆ สำหรับใช้งาน!\nกรุณาตั้งค่า Tuner แล้วทำการค้นหารายการที่ให้บริการก่อน,ไม่มี Tuner ใดๆ สำหรับใช้งาน!\nกรุณาตั้งค่า Tuner แล้วทำการค้นหารายการที่ให้บริการก่อน,ไม่มี Tuner ใดๆ สำหรับใช้งาน!\nกรุณาตั้งค่า Tuner แล้วทำการค้นหารายการที่ให้บริการก่อน,4,1,3,0
No working local network adapter found.\nPlease verify that you have attached a network cable and your network is configured correctly.,ไม่พบอุปกรณ์เครือข่าย\nกรุณตรวจสอบว่าท่านได้เชื่อมต่ออุปกรณ์และตั้งค่าที่ถูกต้อง,ไม่พบอุปกรณ์เครือข่าย\nกรุณตรวจสอบว่าท่านได้เชื่อมต่ออุปกรณ์และตั้งค่าที่ถูกต้อง,ไม่พบอุปกรณ์เครือข่าย\nกรุณตรวจสอบว่าท่านได้เชื่อมต่ออุปกรณ์และตั้งค่าที่ถูกต้อง,ไม่พบอุปกรณ์เครือข่าย\nกรุณตรวจสอบว่าท่านได้เชื่อมต่ออุปกรณ์และตั้งค่าที่ถูกต้อง,4,1,3,0
No working wireless network adapter found.\nPlease verify that you have attached a compatible WLAN device and your network is configured correctly.,ไม่พบอุปกรณ์ไร้สาย\nกรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายที่ใช้ WLAN และได้ตั้งค่าอุปกรณ์อย่างถูกต้อง,ไม่พบอุปกรณ์ไร้สาย\nกรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายที่ใช้ WLAN และได้ตั้งค่าอุปกรณ์อย่างถูกต้อง,ไม่พบอุปกรณ์ไร้สาย\nกรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายที่ใช้ WLAN และได้ตั้งค่าอุปกรณ์อย่างถูกต้อง,ไม่พบอุปกรณ์ไร้สาย\nกรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายที่ใช้ WLAN และได้ตั้งค่าอุปกรณ์อย่างถูกต้อง,4,1,3,0
No working wireless network interface found.\n Please verify that you have attached a compatible WLAN device or enable your local network interface.,ไม่พบอุปกรณ์ไร้สาย\n กรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายและทำให้ระบบ WLAN พร้อมใช้งานแล้ว,ไม่พบอุปกรณ์ไร้สาย\n กรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายและทำให้ระบบ WLAN พร้อมใช้งานแล้ว,ไม่พบอุปกรณ์ไร้สาย\n กรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายและทำให้ระบบ WLAN พร้อมใช้งานแล้ว,ไม่พบอุปกรณ์ไร้สาย\n กรุณาตรวจสอบว่า ได้ต่ออุปกรณ์ไร้สายและทำให้ระบบ WLAN พร้อมใช้งานแล้ว,4,1,3,0
"No, but restart from begin",ไม่ - กลับไปเริ่มต้นใหม่,ไม่ - กลับไปเริ่มต้นใหม่,ไม่ - กลับไปเริ่มต้นใหม่,,3,1,2,0
None,ไม่มี,ไม่มี,ไม่มี,ไม่มี,4,1,3,0
Nonlinear,,,ไม่เป็นเส้นตรง,,1,1,0,0
North,เหนือ,เหนือ,เหนือ,เหนือ,4,1,3,0
Norwegian,ภาษานอร์เว,ภาษานอร์เว,ภาษานอร์เว,ภาษานอร์เว,4,1,3,0
Nothing to scan!\nPlease setup your tuner settings before you start a service scan.,ไม่มีรายการให้ค้นหา\nกรุณาตั้งค่า Tuner ก่อนการค้นหาช่องรายการใหม่,ไม่มีรายการให้ค้นหา\nกรุณาตั้งค่า Tuner ก่อนการค้นหาช่องรายการใหม่,ไม่มีรายการให้ค้นหา\nกรุณาตั้งค่า Tuner ก่อนการค้นหาช่องรายการใหม่,ไม่มีรายการให้ค้นหา\nกรุณาตั้งค่า Tuner ก่อนการค้นหาช่องรายการใหม่,4,1,3,0
"Now, use the contrast setting to turn up the brightness of the background as much as possible, but make sure that you can still see the difference between the two brightest levels of shades.If you have done that, press OK.",,,ตอนนี้.. ให้ปรับความชัดของหน้าจอโดยการเพิ่มความสว่างให้มากที่สุด แต่ต้องแน่ใจว่าเห็นความแตกต่างของสีที่สว่างที่สุด หากจบกระบวนการแล้วให้กดปุ่ม OK,,1,1,0,0
OK,ตกลง,ตกลง,ตกลง,ตกลง,4,1,3,0
Off,ปิด,ปิด,ปิด,ปิด,4,1,3,0
On,เปิด,เปิด,เปิด,เปิด,4,1,3,0
One,หนึ่ง,หนึ่ง,หนึ่ง,หนึ่ง,4,1,3,0
PAL,,'','','',3,0,0,3
Package list update,ปรับปรุงรายการของส่วนประกอบ,ปรับปรุงรายการของส่วนประกอบ,ปรับปรุงรายการของส่วนประกอบ,ปรับปรุงรายการของส่วนประกอบ,4,1,3,0
Packet management,จัดการส่วนประกอบ,จัดการส่วนประกอบ,จัดการส่วนประกอบ,จัดการส่วนประกอบ,4,1,3,0
Packet manager,ตัวจัดการส่วนประกอบ,ตัวจัดการส่วนประกอบ,ตัวจัดการส่วนประกอบ,ตัวจัดการส่วนประกอบ,4,1,3,0
Parental control,ควบคุมอายุ,ควบคุมอายุ,ควบคุมอายุ,ควบคุมอายุ,4,1,3,0
Parental control setup,ตั้งค่าการควบคุมอายุ,ตั้งค่าการควบคุมอายุ,ตั้งค่าการควบคุมอายุ,,3,1,2,0
Pause movie at end,หยุดการเล่นชั่วคราว (Pause) เมื่อเล่นจบ,หยุดการเล่นชั่วคราว (Pause) เมื่อเล่นจบ,หยุดการเล่นชั่วคราว (Pause) เมื่อเล่นจบ,หยุดการเล่นชั่วคราว (Pause) เมื่อเล่นจบ,4,1,3,0
Pillarbox,,'','','',3,0,0,3
Pilot,,'','','',3,0,0,3
Play,,เล่น,เล่น,เล่น,3,1,2,0
Play DVD,เล่นดีวีดี,เล่นดีวีดี,เล่นดีวีดี,เล่นดีวีดี,4,1,3,0
Play recorded movies...,เล่นภาพยนต์ที่ได้บันทึกไว้...,เล่นภาพยนต์ที่ได้บันทึกไว้...,เล่นภาพยนต์ที่ได้บันทึกไว้...,เล่นภาพยนต์ที่ได้บันทึกไว้...,4,1,3,0
Please change recording endtime,กรุณาเปลี่ยนเวลาสิ้นสุดการบันทึกรายการ,กรุณาเปลี่ยนเวลาสิ้นสุดการบันทึกรายการ,กรุณาเปลี่ยนเวลาสิ้นสุดการบันทึกรายการ,,3,1,2,0
Please choose an extension...,กรุณาเลือกส่วนเพิ่มเติม...,กรุณาเลือกส่วนเพิ่มเติม...,กรุณาเลือกส่วนเพิ่มเติม...,กรุณาเลือกส่วนเพิ่มเติม...,4,1,3,0
Please configure or verify your Nameservers by filling out the required values.\nWhen you are ready press OK to continue.,กรุณาป้อนค่าที่จำเป็น และตรวจสอบความถูกต้องของ Nameserver\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,กรุณาป้อนค่าที่จำเป็น และตรวจสอบความถูกต้องของ Nameserver\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,กรุณาป้อนค่าที่จำเป็น และตรวจสอบความถูกต้องของ Nameserver\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,กรุณาป้อนค่าที่จำเป็น และตรวจสอบความถูกต้องของ Nameserver\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,4,1,3,0
Please configure your internet connection by filling out the required values.\nWhen you are ready press OK to continue.,กรุณาตั้งค่าอินเตอร์เน็ตโดยการป้อนข้อมูลที่จำเป็น\nหากป้อนแล้วให้กดปุ่ม OK เพื่อทำงานต่อ,กรุณาตั้งค่าอินเตอร์เน็ตโดยการป้อนข้อมูลที่จำเป็น\nหากป้อนแล้วให้กดปุ่ม OK เพื่อทำงานต่อ,กรุณาตั้งค่าอินเตอร์เน็ตโดยการป้อนข้อมูลที่จำเป็น\nหากป้อนแล้วให้กดปุ่ม OK เพื่อทำงานต่อ,กรุณาตั้งค่าอินเตอร์เน็ตโดยการป้อนข้อมูลที่จำเป็น\nหากป้อนแล้วให้กดปุ่ม OK เพื่อทำงานต่อ,4,1,3,0
Please do not change any values unless you know what you are doing!,ห้ามเปลี่ยนค่าใดๆ หากท่านไม่ทราบความหมาย!,ห้ามเปลี่ยนค่าใดๆ หากท่านไม่ทราบความหมาย!,ห้ามเปลี่ยนค่าใดๆ หากท่านไม่ทราบความหมาย!,ห้ามเปลี่ยนค่าใดๆ หากท่านไม่ทราบความหมาย!,4,1,3,0
Please enter a name for the new bouquet,กรุณาป้อนชื่อกลุ่มรายการใหม่,กรุณาป้อนชื่อกลุ่มรายการใหม่,กรุณาป้อนชื่อกลุ่มรายการใหม่,กรุณาป้อนชื่อกลุ่มรายการใหม่,4,1,3,0
Please enter a name for the new marker,กรุณาป้อนชื่อตัวคั่นใหม่,กรุณาป้อนชื่อตัวคั่นใหม่,กรุณาป้อนชื่อตัวคั่นใหม่,กรุณาป้อนชื่อตัวคั่นใหม่,4,1,3,0
Please enter a new filename,กรุณป้อนชื่อไฟล์ใหม่,กรุณป้อนชื่อไฟล์ใหม่,กรุณป้อนชื่อไฟล์ใหม่,กรุณป้อนชื่อไฟล์ใหม่,4,1,3,0
Please enter filename (empty = use current date),กรุณาป้อนชื่อไฟล์ (เป็นช่องว่าง = ใช้วันที่ปัจจุบันแทน),กรุณาป้อนชื่อไฟล์ (เป็นช่องว่าง = ใช้วันที่ปัจจุบันแทน),กรุณาป้อนชื่อไฟล์ (เป็นช่องว่าง = ใช้วันที่ปัจจุบันแทน),กรุณาป้อนชื่อไฟล์ (เป็นช่องว่าง = ใช้วันที่ปัจจุบันแทน),4,1,3,0
Please enter name of the new directory,กรุณาป้อนชื่อโฟล์เดอร์ใหม่,กรุณาป้อนชื่อโฟล์เดอร์ใหม่,กรุณาป้อนชื่อโฟล์เดอร์ใหม่,,3,1,2,0
Please enter the correct pin code,กรุณาป้อนรหัสที่ถูกต้องด้วย,กรุณาป้อนรหัสที่ถูกต้องด้วย,กรุณาป้อนรหัสที่ถูกต้องด้วย,กรุณาป้อนรหัสที่ถูกต้องด้วย,4,1,3,0
Please follow the instructions on the TV,กรุณาทำตามขั้นตอนที่ปรากฏบนจอโทรทัศน์,กรุณาทำตามขั้นตอนที่ปรากฏบนจอโทรทัศน์,กรุณาทำตามขั้นตอนที่ปรากฏบนจอโทรทัศน์,กรุณาทำตามขั้นตอนที่ปรากฏบนจอโทรทัศน์,4,1,3,0
Please note that the previously selected media could not be accessed and therefore the default directory is being used instead.,เนื่องจากไม่สามารถเข้าถึงสื่อบันทึกข้อมูลที่ท่านเลือกได้ โฟล์เดอร์เริ่มต้นจะถูกเรียกใช้งาน,เนื่องจากไม่สามารถเข้าถึงสื่อบันทึกข้อมูลที่ท่านเลือกได้ โฟล์เดอร์เริ่มต้นจะถูกเรียกใช้งาน,เนื่องจากไม่สามารถเข้าถึงสื่อบันทึกข้อมูลที่ท่านเลือกได้ โฟล์เดอร์เริ่มต้นจะถูกเรียกใช้งาน,เนื่องจากไม่สามารถเข้าถึงสื่อบันทึกข้อมูลที่ท่านเลือกได้ โฟล์เดอร์เริ่มต้นจะถูกเรียกใช้งาน,4,1,3,0
Please press OK to continue.,กรุณากดปุ่ม OK เพื่อทำงานต่อ,กรุณากดปุ่ม OK เพื่อทำงานต่อ,กรุณากดปุ่ม OK เพื่อทำงานต่อ,กรุณากดปุ่ม OK เพื่อทำงานต่อ,4,1,3,0
Please select a playlist to delete...,กรุณาเลือกสารบัญรายการที่จะลบ...,กรุณาเลือกสารบัญรายการที่จะลบ...,กรุณาเลือกสารบัญรายการที่จะลบ...,กรุณาเลือกสารบัญรายการที่จะลบ...,4,1,3,0
Please select a playlist...,กรุณาเลือกสารบัญรายการ...,กรุณาเลือกสารบัญรายการ...,กรุณาเลือกสารบัญรายการ...,กรุณาเลือกสารบัญรายการ...,4,1,3,0
Please select a subservice to record...,กรุณาเลือกบริการย่อยที่ต้องการบันทึก...,กรุณาเลือกบริการย่อยที่ต้องการบันทึก...,กรุณาเลือกบริการย่อยที่ต้องการบันทึก...,กรุณาเลือกบริการย่อยที่ต้องการบันทึก...,4,1,3,0
Please select a subservice...,กรุณาเลือกบริการย่อย...,กรุณาเลือกบริการย่อย...,กรุณาเลือกบริการย่อย...,กรุณาเลือกบริการย่อย...,4,1,3,0
Please select medium to use as backup location,กรุณาเลือกสื่อบันทึกปลายทางที่จะสำรองข้อมูล,กรุณาเลือกสื่อบันทึกปลายทางที่จะสำรองข้อมูล,กรุณาเลือกสื่อบันทึกปลายทางที่จะสำรองข้อมูล,กรุณาเลือกสื่อบันทึกปลายทางที่จะสำรองข้อมูล,4,1,3,0
Please select tag to filter...,กรุณาเลือกป้ายที่จะกรอง...,กรุณาเลือกป้ายที่จะกรอง...,กรุณาเลือกป้ายที่จะกรอง...,,3,1,2,0
Please select the movie path...,กรุณาเลือกตำแหน่งของภาพยนต์,กรุณาเลือกตำแหน่งของภาพยนต์,กรุณาเลือกตำแหน่งของภาพยนต์,กรุณาเลือกตำแหน่งของภาพยนต์,4,1,3,0
Please select the network interface that you want to use for your internet connection.\n\nPlease press OK to continue.,เลือกอุปกรณ์เครือข่ายที่ต้องกใช้เชื่อมต่ออินเตอร์เน็ต\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,เลือกอุปกรณ์เครือข่ายที่ต้องกใช้เชื่อมต่ออินเตอร์เน็ต\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,เลือกอุปกรณ์เครือข่ายที่ต้องกใช้เชื่อมต่ออินเตอร์เน็ต\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,เลือกอุปกรณ์เครือข่ายที่ต้องกใช้เชื่อมต่ออินเตอร์เน็ต\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,4,1,3,0
Please select the wireless network that you want to connect to.\n\nPlease press OK to continue.,กรุณาเลือกเครือข่ายไร้สายที่ต้องการเชื่อมต่อ\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,กรุณาเลือกเครือข่ายไร้สายที่ต้องการเชื่อมต่อ\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,กรุณาเลือกเครือข่ายไร้สายที่ต้องการเชื่อมต่อ\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,กรุณาเลือกเครือข่ายไร้สายที่ต้องการเชื่อมต่อ\n\nจากนั้นกดปุ่ม OK เพื่อทำงานต่อ,4,1,3,0
Please set up tuner B,กรุณาตั้งค่า Tuner B,กรุณาตั้งค่า Tuner B,กรุณาตั้งค่า Tuner B,กรุณาตั้งค่า Tuner B,4,1,3,0
Please set up tuner C,กรุณาตั้งค่า Tuner C,กรุณาตั้งค่า Tuner C,กรุณาตั้งค่า Tuner C,กรุณาตั้งค่า Tuner C,4,1,3,0
Please set up tuner D,กรุณาตั้งค่า Tuner D,กรุณาตั้งค่า Tuner D,กรุณาตั้งค่า Tuner D,กรุณาตั้งค่า Tuner D,4,1,3,0
Please use direction keys to move the PiP window.\nPress Bouquet +/- to resize the window.\nPress OK to go back to the TV mode or EXIT to cancel the moving.,ใช้ปุ่มกำหนดทิศทางเพื่อเลื่อนหน้าต่าง PiP \nกดปุ่ม Bouquet +/- เพื่อเปลี่ยนขนาดหน้าต่าง\nกดปุ่ม OK เพื่อดูรายการโทรทัศน์ หรือกด EXIT เพื่อยกเลิกการย้ายหน้าต่าง,ใช้ปุ่มกำหนดทิศทางเพื่อเลื่อนหน้าต่าง PiP \nกดปุ่ม Bouquet +/- เพื่อเปลี่ยนขนาดหน้าต่าง\nกดปุ่ม OK เพื่อดูรายการโทรทัศน์ หรือกด EXIT เพื่อยกเลิกการย้ายหน้าต่าง,ใช้ปุ่มกำหนดทิศทางเพื่อเลื่อนหน้าต่าง PiP \nกดปุ่ม Bouquet +/- เพื่อเปลี่ยนขนาดหน้าต่าง\nกดปุ่ม OK เพื่อดูรายการโทรทัศน์ หรือกด EXIT เพื่อยกเลิกการย้ายหน้าต่าง,,3,1,2,0
Please use the UP and DOWN keys to select your language. Afterwards press the OK button.,ใช้ปุ่มขึ้นหรือลงเพื่อเลือกภาษาที่ต้องการ จากนั้นให้กดปุ่ม OK เพื่อเลือก,ใช้ปุ่มขึ้นหรือลงเพื่อเลือกภาษาที่ต้องการ จากนั้นให้กดปุ่ม OK เพื่อเลือก,ใช้ปุ่มขึ้นหรือลงเพื่อเลือกภาษาที่ต้องการ จากนั้นให้กดปุ่ม OK เพื่อเลือก,,3,1,2,0
Please wait for activation of your network configuration...,กำลังเริ่มใช้งานเครือข่ายที่ตั้ง... กรุณารอสักครู่,กำลังเริ่มใช้งานเครือข่ายที่ตั้ง... กรุณารอสักครู่,กำลังเริ่มใช้งานเครือข่ายที่ตั้ง... กรุณารอสักครู่,,3,1,2,0
Please wait while scanning is in progress...,กำลังค้นหา... รอสักครู่,กำลังค้นหา... รอสักครู่,กำลังค้นหา... รอสักครู่,กำลังค้นหา... รอสักครู่,4,1,3,0
Please wait while we configure your network...,กรุณารอสักครู่... กำลังตั้งค่าเครือข่ายของท่าน,กรุณารอสักครู่... กำลังตั้งค่าเครือข่ายของท่าน,กรุณารอสักครู่... กำลังตั้งค่าเครือข่ายของท่าน,กรุณารอสักครู่... กำลังตั้งค่าเครือข่ายของท่าน,4,1,3,0
Please wait while we prepare your network interfaces...,กรุณารอสักครู่.. กำลังเตรียมระบบเครือข่าย,กรุณารอสักครู่.. กำลังเตรียมระบบเครือข่าย,กรุณารอสักครู่.. กำลังเตรียมระบบเครือข่าย,กรุณารอสักครู่.. กำลังเตรียมระบบเครือข่าย,4,1,3,0
Please wait while we test your network...,กรุณารอสักครู่... กำลังตรวจสอบเครือข่าย,กรุณารอสักครู่... กำลังตรวจสอบเครือข่าย,กรุณารอสักครู่... กำลังตรวจสอบเครือข่าย,กรุณารอสักครู่... กำลังตรวจสอบเครือข่าย,4,1,3,0
Please wait while your network is restarting...,กรุณารอสักครู่... กำลังเริ่มระบบเครือข่าย...,กรุณารอสักครู่... กำลังเริ่มระบบเครือข่าย...,กรุณารอสักครู่... กำลังเริ่มระบบเครือข่าย...,,3,1,2,0
Please wait...,กรุณารอสักครู่...,กรุณารอสักครู่...,กรุณารอสักครู่...,กรุณารอสักครู่...,4,1,3,0
Please wait... Loading list...,กำลังโหลด... รอสักครู่...,กำลังโหลด... รอสักครู่...,กำลังโหลด... รอสักครู่...,กำลังโหลด... รอสักครู่...,4,1,3,0
Plugin browser,,,แสดงปลั๊กอิน,,1,1,0,0
