msgid,openatv,openhdf,openpli,openvix,STATUS
Select the satellite you want to configure. Once that satellite is configured you can select and configure other satellites that will be accessed using this same tuner.,"Виберіть супутник, який потрібно налаштувати. Після його налаштування Ви можете вибрати і налаштувати інші супутники, які будуть доступні за допомогою цього ж тюнера.",,'','',INCOMPLETE (SOME)
Select the satellite your dish receives from. If you are unsure select 'automatic' and the receiver will attempt to determine this for you.,"Виберіть супутник на який налаштована Ваша антена. Якщо Ви не впевнені, виберіть 'автоматичний' і приймач спробує визначити це сам.",,'','',INCOMPLETE (SOME)
Select the shifted character set for the next character only,'',,'','',EMPTY (SOME)
Select the tuner that controls the motorised dish.,"Виберіть тюнер, який керує моторизованою антеною.",,'','',INCOMPLETE (SOME)
Select the tuner that this loopthrough depends on.,"Виберіть тюнер, від якого залежить цей цикл.",,'','',INCOMPLETE (SOME)
Select the tuner to which the signal cable of the SCR device is connected.,"Виберіть тюнер, до якого підключено сигнальний кабель пристрою SCR.",,'','',INCOMPLETE (SOME)
Select the type of LNB/device being used (normally 'Universal'). If your LNB type is not available select 'user defined'.,"Виберіть тип LNB/пристрій (зазвичай 'Universal'). Якщо тип LNB недоступний, виберіть 'визначено користувачем'.",,'','',INCOMPLETE (SOME)
Select the type of Single Cable Reception device you are using.,"Виберіть тип пристрою прийому, який ви використовуєте.",,'','',INCOMPLETE (SOME)
Select update source,,,Вибір джерела оновлення,,SOLITARY
Select update source to edit,,,Вибір джерела оновлення для редагування,,SOLITARY
Select video input with up/down buttons,Виберіть відео вхід кнопками вверх/вниз,Виберіть відео вхід кнопками вверх/вниз,Виберіть відеовхід кнопками вгору/вниз,Виберіть відео вхід кнопками вверх/вниз,MISMATCH (ALL)
Select video mode,Виберіть режим відео,Виберіть режим відео,Виберіть відеорежим,Виберіть режим відео,MISMATCH (ALL)
Select whether your SCR device is externally powered.,,,'','',EMPTY (SOME)
Select wireless network,Виберіть бездротову мережу,'',Виберіть бездротову мережу,'',INCOMPLETE (ALL)
Select your backup device.\nCurrent device: ,,,Виберіть пристрій для резервного копіювання.\nПоточний пристрій: ,,SOLITARY
Select your country. If not available select 'all'.,"Виберіть свою країну. Якщо недомступно, виберіть 'всі'.",,'','',INCOMPLETE (SOME)
Select your provider and region. If not present in this list you will need to select one of the other 'service scan types'.,"Виберіть свого постачальника та регіон. Якщо його немає в списку, Вам потрібно буде вибрати один з інших 'тип сканування каналів'.",,'','',INCOMPLETE (SOME)
"Select your provider, and press OK to start the scan",Виберіть провайдера і натисніть ОК для початку сканування,'',Виберіть провайдера і натисніть ОК для сканування,'',MISMATCH (ALL)
Select your region. If not available change 'Country' to 'all' and select one of the default alternatives.,"Виберіть свій регіон. Якщо недоступно, змініть 'Країна' на 'всі' і виберіть один із варіантів за замовчуванням.",,'','',INCOMPLETE (SOME)
Selecting satellites 1 (USALS),Вибір супутників 1 (USALS),,Вибір супутника 1 (USALS),,MISMATCH (SOME)
Selecting satellites 2 (USALS),Вибір супутників 2 (USALS),,Вибір супутника 2 (USALS),,MISMATCH (SOME)
Selecting this option allows you to configure a group of satellites in one block.,Вибір цього параметра дозволяє налаштувати групу супутників в одному блоці.,,'','',INCOMPLETE (SOME)
Selects the mode how live tv should be shown on the LCD.,,,'',,SOLITARY
Selects video source displayed on the LCD.,,,'',,SOLITARY
Send 'sourceactive' before zap timers,,,'','',EMPTY (SOME)
Send DiSEqC,Надіслати DiSEqC,Надіслати DiSEqC,Надіслати DiSEqC,Надіслати DiSEqC,CONSISTENT (ALL)
Send DiSEqC only on satellite change,Надіслати DiSEqC тільки при зміні супутників,Посилати DiSEqC тільки при зміні супутників,Надіслати DiSEqC тільки при зміні супутника,Посилати DiSEqC тільки при зміні супутників,MISMATCH (ALL)
Senegal,Сенегал,,'','',INCOMPLETE (SOME)
Separate titles with a main menu,,,Окремі розділи в головному меню,,SOLITARY
Sequence repeat,Послідовність повторення,Повторення послідовності,Послідовність повторення,Повторення послідовності,MISMATCH (ALL)
Serbian,Сербська,Сербська,Сербський,Сербська,MISMATCH (ALL)
Service,Канал,Інформація каналу,Сервіс,Інформація каналу,MISMATCH (ALL)
Service & PIDs,,,Сервіси і PIDи,,SOLITARY
Service ID,,,Сервіс ID,,SOLITARY
Service belongs to a parental protected bouquet,,,Обслуговування в букеті батьківського захисту,,SOLITARY
Service has been added to the favourites.,Канал додано до фаворитів.,Канал додано до фаворитів.,Сервіс був доданий в фаворити.,,MISMATCH (SOME)
Service has been added to the selected bouquet.,Канал додано до вибраного списку.,Канал додано до вибраного списку.,Сервіс був доданий в обраний пакет.,,MISMATCH (SOME)
Service info,Інформація каналу,,Інформація про сервіс,,MISMATCH (SOME)
Service info - service & PIDs,,,Службова інформація - послуги та PIDи,,SOLITARY
Service info - tuner live values,,,Службова інформація - тюнер живі значення,,SOLITARY
Service info - tuner setting values,,,Службова інформація - значення настройки тюнера,,SOLITARY
Service invalid!\n(Timeout reading PMT),Канал недійсний!\n(Кінець часу читання PMT),Канал несправний!\n(Кінець часу читання PMT),Недійсний сервіс!\n(Тайм-аут читання PMT),Канал несправний!\n(Кінець часу читання PMT),MISMATCH (ALL)
Service name,Назва каналу,,Назва сервісу,,MISMATCH (SOME)
Service not found!\n(SID not found in PAT),Канал не знайдено!\n(SID не знайдено в PAT),Канал не знайдено!\n(SID не знайдено в PAT),Сервіс не знайдений!\n(SID не знайдено в PAT),Канал не знайдено!\n(SID не знайдено в PAT),MISMATCH (ALL)
Service reference,Референс Каналу,'',Референс,'',MISMATCH (ALL)
Service scan,Пошук каналів,Пошук каналів,Сканування сервісів,Пошук каналів,MISMATCH (ALL)
Service title mode,,,Режим назви сервісу,,SOLITARY
Service unavailable!\nCheck tuner configuration!,Канал недоступний!\nПеревірте налаштування тюнера!,Канал не доступний!\nПеревірте налаштування тюнера!,Сервіс не доступний!\nПеревірте налаштування тюнера!,Канал не доступний!\nПеревірте налаштування тюнера!,MISMATCH (ALL)
Servicename,,,Назва сервісу,,SOLITARY
Services,Канали,Канали,Сервіси,Канали,MISMATCH (ALL)
Set CI assignment for detection of available services.,Встановити призначення CI для виявлення доступних каналів.,,'','',INCOMPLETE (SOME)
Set PIN,,,Встановити PIN,,SOLITARY
Set all hotkey to default?,,,Встановіть всі гарячі клавіші за замовчуванням?,,SOLITARY
Set alternative fallback tuners for DVB-T/C or ATSC,,,'',,SOLITARY
Set as startup service,,,Зробити сервіс стартовим,,SOLITARY
Set blocktimes by weekday,,,Встановити блокування по буднях,,SOLITARY
Set default,Встановити за замовчуванням,,Встановити за замовчуванням,'',INCOMPLETE (SOME)
Set end time,Встановити час закінчення,,Встановити час закінчення,,CONSISTENT (SOME)
Set fixed,Зафіксувати,'',Фіксувати,'',MISMATCH (ALL)
Set fps for external subtitles,Вибір fps для зовнішніх субтитрів,'',Набір кадрів в секунду для зовнішніх субтитрів,'',MISMATCH (ALL)
"Set if You want see status icons, progress bars or nothing.",,,'',,SOLITARY
Set interface as default Interface,,Встановити інтерфейс як Інтерфейс за замовчуванням,Встановити інтерфейс як дефолтний,,MISMATCH (SOME)
Set limits,Встановити обмеження,'',Набір обмежень,'',MISMATCH (ALL)
Set pin code persistent,Встановити надійний пін-код,,Встановити пін-код наполегливо,'',MISMATCH (SOME)
"Set sequence repeats if your aerial system requires this. Normally if the aerial system has been configured correctly sequence repeats will not be necessary. If yours does, recheck you have command order set correctly.","Встановіть повторення послідовності, якщо це вимагає антена. Якщо антенна система правильно налаштована, повторень не потрібно. Якщо у вас є, перевірте, чи правильно встановлено порядок команд.",,'','',INCOMPLETE (SOME)
Set startup service,Призначити стартовим каналом,,Встановити службу запуску ,,MISMATCH (SOME)
Set the User ID of the OpenWebif from your fallback tuner,,,'',,SOLITARY
Set the password of the OpenWebif from your fallback tuner,,,'',,SOLITARY
Set the port of the OpenWebif from your fallback tuner,,,'',,SOLITARY
Set the type of the progress indication in the channel selection screen.,Встановіть тип відображення прогресу в меню вибору каналів.,'',Встановіть тип відображення прогресу в меню вибору каналів.,'',INCOMPLETE (ALL)
Set time window to 1 hour,Встановіть час вікна на 1 годину,,Установка часу вікна на 1 годину,,MISMATCH (SOME)
Set time window to 2 hours,Встановіть час вікна на 2 години,,Установка часу вікна на 2 години,,MISMATCH (SOME)
Set time window to 3 hours,Встановіть час вікна на 3 години,,Установка часу вікна на 3 години,,MISMATCH (SOME)
Set time window to 4 hours,Встановіть час вікна на 4години,,Установка часу вікна на4 години,,MISMATCH (SOME)
Set time window to 5 hours,Встановіть час вікна на 5 годин,,Установка часу вікна на 5 годин,,MISMATCH (SOME)
Set time window to 6 hours,Встановіть час вікна на 6 годин,,Установка часу вікна на 6 годин,,MISMATCH (SOME)
Set voltage and 22KHz,Встановити напругу і 22KГц,'',Встановити напругу и 22КГц,'',MISMATCH (ALL)
Settings,Налаштування,Параметри,Налаштування,Параметри,MISMATCH (ALL)
Settings can be different for each directory separately (for non removeable devices only).,,,'',,SOLITARY
Setup,Налаштування,Налаштування,Налаштування,Налаштування,CONSISTENT (ALL)
Setup menu,Налаштування меню,'',Меню налаштувань,'',MISMATCH (ALL)
Setup mode,Режим Налаштування,'',Режим налаштувань,'',MISMATCH (ALL)
Setup your positioner,Налаштування Вашого позиционера,,Налаштування вашого позиціонера,,MISMATCH (SOME)
Setup your satellite equipment,Налаштування Вашого супутникового обладнання,,Налаштування супутникового обладнання,,MISMATCH (SOME)
Seychelles,Сейшели,,'','',INCOMPLETE (SOME)
Sharpness,Чіткість,'',Різкість,'',MISMATCH (ALL)
Shellscript,Скрипт Shell,,Наступний скрипт,,MISMATCH (SOME)
Shift,Шифт,,'','',INCOMPLETE (SOME)
Short filenames,Короткі назви файлів,'',Коротка назва,'',MISMATCH (ALL)
Show Audioselection,Показати вибір аудіо,,Показувати вибір Аудіо,,MISMATCH (SOME)
Show CI messages,Показати повідомлення СІ,,Показати повідомлення CI,,MISMATCH (SOME)
Show EIT now/next in infobar,Показати EIT зараз/наст. в Інфобарі,'',Показати EIT зараз/далі в інфобарі,'',MISMATCH (ALL)
Show EPG for current channel...,Показати ЕПГ поточного каналу...,'',Показати EPG поточного каналу...,,MISMATCH (SOME)
Show EPG...,,,Показати EPG...,'',INCOMPLETE (SOME)
Show Games show,,'',Показ ігрових шоу,,INCOMPLETE (SOME)
Show InfoBar,,,Показати Інфобар,,SOLITARY
Show PiP,,,Показати PiP,,SOLITARY
Show SNR percentage instead of dB value,,,Показати відсотки SNR замість значення dB в інфобарі,,SOLITARY
Show True/False as graphical switch,"Показати Так/Ні, як графічний перемикач",,'','',INCOMPLETE (SOME)
Show VCR scart on main menu,Показати Scart в головному меню,,Показати 'VCR scart' в головному меню,,MISMATCH (SOME)
Show WLAN status,Показати статус Wi-Fi мережі,,Показати стан WLAN,,MISMATCH (SOME)
Show alternatives,,,Показати альтернативу,,SOLITARY
Show animation while busy,Показувати анімацію під час зайнятості,'',"Показувати анімацію (спінер), коли система зайнята",'',MISMATCH (ALL)
Show background behind subtitles,,,Показати фон за субтитрами,,SOLITARY
Show background in radio mode,,,Показати фонову заставку в режимі радіо,,SOLITARY
Show bouquet selection menu,Показати фаворит в меню вибору,,Показати меню вибору фаворитів,,MISMATCH (SOME)
Show busy indicator when the system is busy.,,,Показувати індикатор на екрані при зайнятості системи.,,SOLITARY
Show channel numbers in channel selection,Показати номер каналів у списку каналів,'',Показати номер каналу в селекторі каналів,'',MISMATCH (ALL)
Show columns,Відображення стовпців,,Показати стовпці,,MISMATCH (SOME)
Show crypto icons,Показати значок кодування,,Показати крипто іконки,,MISMATCH (SOME)
Show crypto info in infobar,Показати інфо кодування в Інфобарі,'',Показати крипто дані емулятора в інфобарі,'',MISMATCH (ALL)
Show detailed event info,Показати докладну інформацію події,'',Показати детально інфо події,'',MISMATCH (ALL)
Show event details,Показати деталі події,,Показати деталі події,,CONSISTENT (SOME)
Show event-progress in channel selection,Показати тривалість передачі у списку каналів,'',Вид прогресу події в селекторі каналів,'',MISMATCH (ALL)
Show eventinfo plugins,Показати плагіни телегіду,,Показати поточну інфо плагінів,,MISMATCH (SOME)
Show extended description,Показати розширений опис,,Показати розширений опис,,CONSISTENT (SOME)
Show extension selection,Показати вибір розширень,,Показати вибір розширення,,MISMATCH (SOME)
Show extensions...,Показати розширення...,'',Показати доповнення...,'',MISMATCH (ALL)
Show favourites list,Показати список фаворитів,,Показати список фаворитів,,CONSISTENT (SOME)
Show help,Показати меню допомоги,,Показати допомогу,,MISMATCH (SOME)
Show icon for new/unseen items,Показати іконки для нових/невидимих елементів,'',Показ іконки для нових/невидимих ​​елементів,'',MISMATCH (ALL)
Show in extensions menu,,,Показати плагіни в меню доповнень,,SOLITARY
Show info,Показати інформацію,,Показати інфо,,MISMATCH (SOME)
Show info line,Показати інфолінії,,Показати інфолінію,,MISMATCH (SOME)
Show infobar on channel change,Показувати Інфобар при зміні каналу,Показувати інфопанель при зміні каналу,Показати інфобар при зміні каналів,Показувати інфопанель при зміні каналу,MISMATCH (ALL)
Show infobar on event change,Показувати Інфобар під час зміни передачі,Показувати інфопанель під час зміни передачі,Показати інфобар при зміні подій,Показувати інфопанель під час зміни передачі,MISMATCH (ALL)
Show infobar on skip forward/backward,Показувати Інфобар під час перемотки,Показувати інфопанель під час перемотки,Показати інфобар при перемотуванню вперед/назад,Показувати інфопанель під час перемотки,MISMATCH (ALL)
Show latest commits,,,Показати останні зміни,,SOLITARY
Show latest update log,,,Показати останній журнал оновлення,,SOLITARY
Show media player on main menu,,,Показати програвач у головному меню,,SOLITARY
Show menu paths,,,Показати меню шляхів,,SOLITARY
Show message when recording starts,Показати повідомлення при початку запису,'',Показати повідомлення при початку запису,'',INCOMPLETE (ALL)
Show movie lengths in movielist,Показувати тривалість записів у списку записів,'',Показати тривалість відео в списку відео,,MISMATCH (SOME)
Show movies,Показати записи,,Показати фільми,,MISMATCH (SOME)
Show multi channel EPG,Показати мульти телегід,,Показати мульти EPG каналу,,MISMATCH (SOME)
Show notification when import channels and/or EPG from remote receiver URL did not complete,,,'',,SOLITARY
Show notification when import channels and/or EPG from remote receiver URL is completed,,,'',,SOLITARY
Show notification when import channels was not successful,,,'',,SOLITARY
Show notification when import channels was successful,,,'',,SOLITARY
Show packages to be updated,,,"Показати пакети, які будуть оновлені",,SOLITARY
Show picons in channel selection list,,,Показати пікони в списку каналів,,SOLITARY
Show picons in display,,,'',,SOLITARY
Show positioner movement,Показувати рух позиціонера,Показувати рух позиціонера,Показати рух позиціонеру,Показувати рух позиціонера,MISMATCH (ALL)
Show positioner position,,,Показати розташування позиціонера,,SOLITARY
Show record clock icons,,,Показати запис значка годинника,,SOLITARY
Show record indicator,Показати індикатор запису,,Показати індикатор запису,,CONSISTENT (SOME)
Show screensaver,Показати заставку,'',Запустити зберігач екрану через,'',MISMATCH (ALL)
Show second InfoBar,,,Показати другий Інфобар,,SOLITARY
Show second infobar,,,Показати другий інфобар,,SOLITARY
Show service list,Показати список каналів,,Показати список сервісів,,MISMATCH (SOME)
Show service name and event description among each other instead of side by side.,,,'',,SOLITARY
Show service type icons,Показати іконки типу каналу,,Показати іконки типу сервісу,,MISMATCH (SOME)
Show servicelist or movies,Показати списки каналів або записів,,Показати список сервісів або фільмів,,MISMATCH (SOME)
Show single service EPG,Показати одиночний телегід каналу,,Показати одиночний сервіс EPG,,MISMATCH (SOME)
Show status icons in movie list,,,Показати іконку статусу в списку відео,,SOLITARY
Show status icons in movielist,Показати статус іконок у списку записів,'',Показати іконку статусу в списку відео,,MISMATCH (SOME)
Show subservice selection,Показати вибір підканалів,,Показати вибір субтитрів,,MISMATCH (SOME)
Show subtitle selection,Показати вибір субтитрів,,Показати вибір субтитрів,,CONSISTENT (SOME)
Show symbols on display,,,'',,SOLITARY
Show the radio player...,Показати Радіо-Програвач...,Радіо-режим...,Перейти на радіо плеєр...,Радіо-режим...,MISMATCH (ALL)
Show the tv player...,ТБ-режим...,ТБ-режим...,Перейти на тв плеєр...,ТБ-режим...,MISMATCH (ALL)
Show transponder info,,,Показати інфо транспондера,,SOLITARY
Show two lines per entry,Список каналів у два рядки,,'','',INCOMPLETE (SOME)
Show vertical timelines,,,Показати вертикальні тимчасові рамки,,SOLITARY
Show warning before set 'Ignore conflict',,,"Показувати попередження, перед тим встановити 'Ігнорувати конфлікт'",,SOLITARY
Show warning when timeshift is stopped,Показати попередження при зупинці таймшифта,,Показати попередження при зупинці таймшифту,,MISMATCH (SOME)
Show/hide window,,,Показати/приховати вікно,,SOLITARY
Shows live tv or informations on LCD.,Показується поточний канал або інформація на дисплеї.,,Показує телепередачі або інформації на LCD-дисплеї.,'',MISMATCH (SOME)
Shows the state of your wireless LAN connection.\n,Відображає стан підключення до бездротової чи локальної мережі.\n,Показати стан безпровідного LAN з'єднання.\n,Показує стан вашого бездротового з'єднання.\n,Показати стан безпровідного LAN з'єднання.\n,MISMATCH (ALL)
Shuffle playlist,Перемішати список відтворення,,Перемішати плейлист,,MISMATCH (SOME)
Shutdown,Вимкнути,'',Виключити,,MISMATCH (SOME)
Shutdown when in Standby,,,Виключення в режимі очікування,,SOLITARY
Side by side,Поряд,'',Пліч-о-пліч,'',MISMATCH (ALL)
Sierra Leone,Сьєрра-Леоне,,'','',INCOMPLETE (SOME)
"Signal OK, proceeding","Сигнал ОК, працюємо",'',"Сигнал ОК, в процесі",'',MISMATCH (ALL)
Signal quality,Якість сигналу,'',Якість сигналу,'',INCOMPLETE (ALL)
Signal strength:,Сила cигналу:,'',Сила сигналу:,'',MISMATCH (ALL)
Signal: ,Сигнал: ,'',Сигнал: ,'',INCOMPLETE (ALL)
Similar,Подібне,Подібне,Аналогічний,Подібне,MISMATCH (ALL)
Similar EPG,,,Подібний EPG,,SOLITARY
Similar broadcasts:,Подібні передачі:,Подібні передачі:,Аналогічні передачі:,Подібні передачі:,MISMATCH (ALL)
Simple,Спрощений,Простий,Простий,Простий,MISMATCH (ALL)
Simple titleset (compatibility for legacy players),Простий заголовок (сумісність з DVD плеєрами),Простий заголовок (сумісність з DVD плеєрами),Простий заголовок (сумісність с DVD плеєрами),Простий заголовок (сумісність з DVD плеєрами),MISMATCH (ALL)
Single,Простий,Один,Одиночний,Один,MISMATCH (ALL)
Single EPG,Простий ЕПГ,Простий EPG,Одиночне EPG,Простий EPG,MISMATCH (ALL)
Single satellite,Один супутник,Один супутник,Один супутник,Один супутник,CONSISTENT (ALL)
Single step (GOP),Визначити крок  (GOP),,Один крок (GOP),,MISMATCH (SOME)
Sint Maarten (Dutch part),Сінт-Маартен (голландська частина),,'','',INCOMPLETE (SOME)
Site latitude,Ширина місця,,Широта по сайту,,MISMATCH (SOME)
Site longitude,Довгота місця,,Довгота по сайту,,MISMATCH (SOME)
Skin & Resolution: %s (%sx%s)\n,,,'',,SOLITARY
SkinSelector: Restart GUI,,,'',,SOLITARY
Skins,Скіни,Скіни,Графічні оболочки,Скіни,MISMATCH (ALL)
Skip empty services,Пропускати порожні канали,,Пропускати порожні сервіси,,MISMATCH (SOME)
Skip internet connection check (disables automatic package installation),Пропустити перевірку інтернет з'єднання (вимикає автоматичну установку пакетів),'',Пропустити перевірку інтернет з'єднання (відключає автоматичну установку пакетів),'',MISMATCH (ALL)
Sleep timer,,,Таймер сну,,SOLITARY
SleepTimer Configuration,,,Налаштування таймера сну,,SOLITARY
Sleeptimer,,,Таймер сну,,SOLITARY
Sleeptimer edit,,,Редагування Таймера сну ,,SOLITARY
Slide picture in loop,Циклічний показ слайдів,,Циклічний показ слайдів,,CONSISTENT (SOME)
Slide show interval (sec.),Інтервал слайд-шоу (сек.),,Інтервал слайдшоу (сек.),,MISMATCH (SOME)
Slot %d,Слот %d,Слот %d,Слот %d,Слот %d,CONSISTENT (ALL)
Slovak,Словацька,'',Словацький,'',MISMATCH (ALL)
Slovenian,Словенська,'',Словенський,'',MISMATCH (ALL)
Slow,Повільно,Повільно,Повільно,Повільно,CONSISTENT (ALL)
Slow motion speeds,Швидкість уповільненого відтворення,'',Низька швидкість,'',MISMATCH (ALL)
Small,Малий,,Невеликий,'',MISMATCH (SOME)
Small progress,Малий прогрес,,Маленький прогресс,,MISMATCH (SOME)
Smartcard PIN,Пін-код карти доступу,,Смарт-карта PIN,'',MISMATCH (SOME)
Smooth,Плавність,,'','',INCOMPLETE (SOME)
Social/Political/Economics,Соціальна/Політична/Економіка,'',Соціальне/Політика/Економіка,'',MISMATCH (ALL)
SocketMMI,,,'',,SOLITARY
SoftCam / CI,,'',ЕМУ менеджер / CI,,INCOMPLETE (SOME)
Software,Програмне забезпечення,Програмне забезпечення,Софт,Програмне забезпечення,MISMATCH (ALL)
Software management,Управління ПЗ,'',Менеджер управіння софтом,'',MISMATCH (ALL)
Software manager setup,Налаштування мененджера ПЗ,'',Налаштування менеджера софта,'',MISMATCH (ALL)
Software update,Оновлення ПЗ,Оновлення пакетів,Оновлення софта,Оновлення пакетів,MISMATCH (ALL)
Softwaremanager information,Інформація менеджера ПЗ,'',Інформація менеджера софта,'',MISMATCH (ALL)
Solomon Islands,Соломонові острови,,'','',INCOMPLETE (SOME)
Somalia,Сомалі,,'','',INCOMPLETE (SOME)
Some plugins are not available:\n,Деякі додатки не доступні:\n,Деякі додатки не доступні:\n,Деякі плагіни недоступні:\n,Деякі додатки не доступні:\n,MISMATCH (ALL)
"Sorry, %s has not been installed!","Вибачте, %s не встановлено!",'',"Вибачте, %s не встановлений!",'',MISMATCH (ALL)
"Sorry, deleting directories can (for now) only be done through the trash can.",,,"Вибачте, видалення директорій може (поки) бути зроблено тільки через кошик,",,SOLITARY
"Sorry, no backups found!","Вибачте, не знайдено жодного бекапу!",'',Не знайдені резервні копії!,'',MISMATCH (ALL)
"Sorry, no details available!","Вибачте, деталей немає!",'',"Вибачте, немає детального опису!",'',MISMATCH (ALL)
"Sorry, this tuner is in use.",,,"На жаль , цей тюнер знаходиться у використанні .",'',INCOMPLETE (SOME)
"Sorry, your backup destination is not writeable.\nPlease select a different one.","Вибачте, Ваше місце призначення для резервного копіювання не доступно для запису.\nБудь ласка, виберіть інше.",'',"Місце збереження не доступно до запису.\nБудь ласка, виберіть інше.",'',MISMATCH (ALL)
Sort,Сортувати,'',Сортувати,'',INCOMPLETE (ALL)
Sort A-Z,,,Сортування А-Я,,SOLITARY
Sort by,Сортувати по,,Сортувати за,,MISMATCH (SOME)
Sort list to default and exit?,Сортувати список за умовчанням і вийти?,,Сортування списку за замовчуванням і вихід?,'',MISMATCH (SOME)
Sort list:,Сортування списку:,,Сортування списку:,'',INCOMPLETE (SOME)
Sort order for menu entries,Сортування елементів меню,,Порядок сортування для елементів меню,,MISMATCH (SOME)
Sort plugins list to default?,,,Сортувати список плагінів по замовчунню?,'',INCOMPLETE (SOME)
Sort time,,,Час сортування,,SOLITARY
Sorting of playlists,,,Сортування плейлистів,,SOLITARY
Sound,Звук,Звук,Звук,Звук,CONSISTENT (ALL)
Sound carrier,Носій звуку,,Звук носія,,MISMATCH (SOME)
Source request,Запит джерела,'',Запит джерела,'',INCOMPLETE (ALL)
South,Південь,Південь,Південь,Південь,CONSISTENT (ALL)
South Africa,Південна Африка,,'','',INCOMPLETE (SOME)
South Georgia and the South Sandwich Islands,Південна Джорджія і Південні Сандвічеві острови,,'','',INCOMPLETE (SOME)
Spain,Іспанія,,'','',INCOMPLETE (SOME)
Spanish,Іспанська,Іспанська,Іспанський,Іспанська,MISMATCH (ALL)
Specify extra timeframe to ignore inactivity sleeptimer,,,"Вкажіть додаткові тимчасові рамки, щоб ігнорувати таймер неактивності сну",,SOLITARY
Specify if you want to set the blocktimes separately by weekday,,,"Вкажіть, якщо ви хочете встановити час блокування окремо від дня тижня",,SOLITARY
Specify the end time to ignore the shutdown timer when the receiver is in standby mode,,,"Вкажіть час закінчення, щоб ігнорувати таймер виключення, коли ресивер знаходиться в режимі очікування",,SOLITARY
Specify the end time until the inactivity sleeptimer should be ignored,,,Встановіть закінчення періоду для ігнорування дії таймера неактивності.,,SOLITARY
Specify the extra end time until the inactivity sleeptimer should be ignored,,,"Вкажіть додатковий час закінчення, поки таймер неактивності сну не слід ігнорувати",,SOLITARY
Specify the extra start time when the inactivity sleeptimer should be ignored,,,"Вкажіть додатковий час пуску, коли таймер неактивності сну слід ігнорувати",,SOLITARY
Specify the start time to ignore the shutdown timer when the receiver is in standby mode,,,"Вкажіть час початку ігнорувати таймер виключення, коли ресивер знаходиться в режимі очікування",,SOLITARY
Specify the start time when the inactivity sleeptimer should be ignored,,,Встановіть початок періоду для ігнорування дії таймера неактивності.,,SOLITARY
Specify timeframe to ignore inactivity sleeptimer,,,Період часу ігнорування таймера неактивності,,SOLITARY
Specify timeframe to ignore the shutdown in standby,,,"Вкажіть часові рамки, щоб ігнорувати завершення роботи в режимі очікування",,SOLITARY
Split preview mode,Розділений режим попереднього перегляду,'',Режим попереднього перегляду,'',MISMATCH (ALL)
Splitscreen,Розділені зображення,,Розділений екран,'',MISMATCH (SOME)
Sports,Спортивні передачі,'',Спортивний,'',MISMATCH (ALL)
Sri Lanka,Шрі Ланка,,'','',INCOMPLETE (SOME)
Standard,Стандарт,'',Cтандарт,'',MISMATCH (ALL)
Standart list,,,Стандартний список,,SOLITARY
Standby,Режим очікування,Режим очікування,Режим очікування,Режим очікування,CONSISTENT (ALL)
Standby / restart,Меню вимкнення,,Меню вимкнення,,CONSISTENT (SOME)
Standby after current event,,,Режим очікування після поточного події,,SOLITARY
Standby fan %d PWM,,,Режим очікування вентилятора %d PWM,,SOLITARY
Standby fan %d voltage,,,Режим Standby вентилятора %d PWM,,SOLITARY
Standby in ,,,Режим очікування через ,,SOLITARY
Start directory,,,Початковий каталог,,SOLITARY
Start from the beginning,Почати з початку,Почати з початку,Почати з самого початку,Почати з початку,MISMATCH (ALL)
Start instant recording,Включення негайного запису,,Початок миттєвого запису,,MISMATCH (SOME)
Start offline decode,Запуск декодування оффлайн,'',Старт відкладеного декодування,'',MISMATCH (ALL)
Start recording?,Почати запис?,,Почати запис?,,CONSISTENT (SOME)
Start teletext,Запуск телетексту,,Запустити телетекст,,MISMATCH (SOME)
Start test,Почати тест,Почати тест,Почати тест,Почати тест,CONSISTENT (ALL)
Start time,Час початку,,Час початку,,CONSISTENT (SOME)
Start time to ignore inactivity sleeptimer,,,Початок періоду ігнорування таймера неактивності,,SOLITARY
Start time to ignore shutdown in standby,,,Час початку ігнорування вимкнення в режимі очікування,,SOLITARY
Start timeshift,Почати таймшифт,'',Почати таймшифт,'',INCOMPLETE (ALL)
Start with list screen,,,Початок з режиму списку,,SOLITARY
Starting on,Почати з,Почати на,Починаючи з,Почати на,MISMATCH (ALL)
Startup the set top box in standby,,,Ініціювання ресивера в режимі очікування,,SOLITARY
Startup to Standby,,,Запуск в режим очікування,,SOLITARY
Step east,Крок на схід,Крок на схід,Крок на схід,Крок на схід,CONSISTENT (ALL)
Step west,Крок на захід,Крок на схід,Крок на захід,Крок на схід,MISMATCH (ALL)
Stepped east,Покроково на схід,,Крок на схід,,MISMATCH (SOME)
Stepped west,Покроково на захід,,Крок на захід,,MISMATCH (SOME)
Stop,Зупинити,Зупинити,Стоп,Зупинити,MISMATCH (ALL)
Stop PiP,Відключити ПІП,,Відключити PiP,,MISMATCH (SOME)
Stop all current recordings,,,Зупиніть всі поточні записи,,SOLITARY
Stop and delete all current recordings,,,Зупинити і видалити всі поточні записи,,SOLITARY
Stop and delete recording,,,Зупинити і видалити запис,,SOLITARY
Stop and delete recording:,,,Зупинити і видалити запис:,,SOLITARY
Stop and delete recordings:,,,Зупинка і видалення записів:,,SOLITARY
Stop current event and disable coming events,Зупинити активне завдання і відмінити наступне,Зупинити активне завдання і відмінити наступне,Зупинити поточну подію і відключити наступні події,,MISMATCH (SOME)
