msgid,openatv,openhdf,openpli,openvix,STATUS
SDR,,,SDR (Standard Dynamic Range),,SOLITARY
SINGLE LAYER DVD,DVD singolo strato,DVD singolo strato,DVD a singolo strato,DVD singolo strato,MISMATCH (ALL)
SNR,,,SNR,,SOLITARY
SNR:,'',,SNR:,'',INCOMPLETE (SOME)
SPDIF,'','',SPDIF,'',INCOMPLETE (ALL)
SRT File,,,File SRT,,SOLITARY
SRT file,,,File SRT,'',INCOMPLETE (SOME)
SSA File,,,File SSA,,SOLITARY
SSA file,,,File SSA,'',INCOMPLETE (SOME)
SSID:,'',SSID:,SSID:,SSID:,INCOMPLETE (ALL)
Saint Barthelemy,'',,Saint Barthelemy,'',INCOMPLETE (SOME)
"Saint Helena, Ascension and Tristan da Cunha","Sant'Elena, Ascensione e Tristan da Cunha",,"Sant'Elena, Ascensione e Tristan da Cunha",'',INCOMPLETE (SOME)
Saint Kitts and Nevis,'',,Saint Kitts e Nevis,'',INCOMPLETE (SOME)
Saint Lucia,'',,Santa Lucia,'',INCOMPLETE (SOME)
Saint Martin (French part),Saint Martin (parte francese),,Saint Martin (parte francese),'',INCOMPLETE (SOME)
Saint Pierre and Miquelon,Saint Pierre e Miquelon,,Saint Pierre e Miquelon,'',INCOMPLETE (SOME)
Saint Vincent and the Grenadines,Saint Vincent e Grenadine,,Saint Vincent e Grenadine,'',INCOMPLETE (SOME)
Same as stream,,,Lo stesso del flusso,,SOLITARY
Same resolution as skin,Stessa risoluzione della skin,'',Stessa risoluzione della skin,'',INCOMPLETE (ALL)
Samoa,'',,Samoa,'',INCOMPLETE (SOME)
San Marino,'',,San Marino,'',INCOMPLETE (SOME)
Sao Tome and Principe,Sao Tomè and Principe,,Sao Tome e Principe,'',MISMATCH (SOME)
Sat,Sab,Sab,Sab,Sab,CONSISTENT (ALL)
Satellite,'',Satellite,Satellite,Satellite,INCOMPLETE (ALL)
Satellite dish setup,Configurazione Parabola Sat,,Configurazione della parabola,,MISMATCH (SOME)
Satellite equipment,Dispositivo satellitare,Dispositivo satellitare,Impianto satellitare,Dispositivo satellitare,MISMATCH (ALL)
Satellite equipment setup,Conf. dispositivo satellitare,,Configurazione dell'impianto satellitare,,MISMATCH (SOME)
Satellite longitude:,Longitudine Satellite:,,Longitudine del satellite:,,MISMATCH (SOME)
Satellites,Satelliti,Satelliti,Satelliti,Satelliti,CONSISTENT (ALL)
Sats,Satelliti,Satelliti,Satelliti,Satelliti,CONSISTENT (ALL)
Saturation,Saturazione,Saturazione,Saturazione,Saturazione,CONSISTENT (ALL)
Saturday,Sabato,Sabato,Sabato,Sabato,CONSISTENT (ALL)
Saudi Arabia,Arabia Saudita,,Arabia Saudita,'',INCOMPLETE (SOME)
Save,Salva,Salvare,Salvare,Salvare,MISMATCH (ALL)
Save / Enter text and exit,Salva/immetti il testo e esci,,Inserire / Salvare e uscire,'',MISMATCH (SOME)
Save and exit,,,Salvare ed uscire,,SOLITARY
Save and restart timeshift,,,Salvare e riavviare il timeshift,,SOLITARY
Save and stop timeshift,,,Salvare e arrestare il timeshift,,SOLITARY
Save changes,,,Salvare le modifiche,,SOLITARY
Save last directory on exit,,,Ricordare l'ultima cartella al momento di uscire,,SOLITARY
Save playlist,Salvare la playlist,,Salvare la playlist,,CONSISTENT (SOME)
Save playlist on exit,,,Ricordare la playlist al momento di uscire,,SOLITARY
Save settings and EPG data,Salva impostazioni e dati dell'EPG,,Salvare le impostazioni e i dati EPG,,MISMATCH (SOME)
Save timeshift and zap,,,Salvare il timeshift e cambiare canale,'',INCOMPLETE (SOME)
Save timeshift file,,,Salvare il file di timeshift,,SOLITARY
Save timeshift file in movie directory,,,Salvare il file di timeshift nella cartella dei video,,SOLITARY
Save timeshift in movie dir and zap,,,Salvare il file di timeshift nella cartella dei video e cambiare canale,,SOLITARY
Save timeshift only for current event,,,Salvare il file di timeshift solo per l'evento attuale,,SOLITARY
Scaler sharpness,Nitidezza scaler,Nitidezza scaler,Nitidezza dello scaler,Nitidezza scaler,MISMATCH (ALL)
Scaler vertical dejagging,Scaler antialiasing verticale,,Anti–aliasing verticale dello scaler,'',MISMATCH (SOME)
Scaling mode,Modalità scaling,,Modalità di riscalatura,,MISMATCH (SOME)
Scan,Ricerca,'',Ricercare,'',MISMATCH (ALL)
Scan ,Ricerca ,Ricerca ,Ricercare su ,Ricerca ,MISMATCH (ALL)
Scan %s,Scansione %s,'',Ricercare su %s,'',MISMATCH (ALL)
Scan %s band,Scansiona banda %s,'',Ricercare sulla banda %s,'',MISMATCH (ALL)
Scan additional SR,Scansione su SR aggiuntivi,Ricerca su SR aggiuntivi,Ricercare ulteriori SR,Ricerca su SR aggiuntivi,MISMATCH (ALL)
Scan failed!,,,Ricerca non riuscita!,,SOLITARY
Scan files...,Scansione file...,,Ricercare i file,,MISMATCH (SOME)
Scan for local extensions and install them.,,,Ricercare le estensioni locali ed installarle.,,SOLITARY
Scan options,,,Opzioni di ricerca,,SOLITARY
Scan state,,,Stato della ricerca,,SOLITARY
Scan wireless networks,Scansione reti wireless,,Ricercare le reti wireless,,MISMATCH (SOME)
Scan your network for wireless access points and connect to them using your selected wireless device.\n,Analizzare la rete alla ricerca di AP wireless e collegarsi ad essi tramite l'adattatore WLAN selezionato\n,Analizzare la rete alla ricerca di access point wireless e collegarsi ad essi tramite l'adattatore WLAN selezionato\n,Ricercare i punti di accesso della rete wireless e collegarsi ad essi tramite l'adattatore wifi selezionato.\n,Analizzare la rete alla ricerca di access point wireless e collegarsi ad essi tramite l'adattatore WLAN selezionato\n,MISMATCH (ALL)
Scanning %s...,Scansione %s..,'',Ricerca in corso su %s...,'',MISMATCH (ALL)
Scanning failed!,Ricerca fallita!,'',Ricerca non riuscita!,'',MISMATCH (ALL)
Scanning...,Ricerca in corso...,'',Ricerca in corso...,'',INCOMPLETE (ALL)
Scans default lamedbs sorted by satellite with a connected dish positioner,Ricerca lamedb predefiniti ordinati per satellite tramite parabola motorizzata,"Ricerca lamedb predefiniti, ordinati per satellite, tramite parabola motorizzata",Ricerca sui lamedb predefiniti ordinati per satellite usando una parabola motorizzata,"Ricerca lamedb predefiniti, ordinati per satellite, tramite parabola motorizzata",MISMATCH (ALL)
Scroll delay,,,Ritardo di scorrimento,,SOLITARY
Scroll repeats,,,Ripetizioni dello scorrimento,,SOLITARY
Search,Ricerca,'',Cerca,'',MISMATCH (ALL)
Search east,Cercare a est,Cercare a est,Cercare ad Est,Cercare a est,MISMATCH (ALL)
Search west,Cercare a ovest,Cercare a ovest,Cercare ad Ovest,Cercare a ovest,MISMATCH (ALL)
Searching,Ricerca in corso...,,Ricerca in corso,,MISMATCH (SOME)
Searching east ...,Ricercare a est...,,Ricerca in corso ad Est...,,MISMATCH (SOME)
Searching for available updates. Please wait...,Ricerca aggiornamenti disponibili. Attendere prego...,Ricerca aggiornamenti disponibili in corso. Attendere...,Ricerca degli aggiornamenti disponibili in corso. Attendere...,Ricerca aggiornamenti disponibili in corso. Attendere...,MISMATCH (ALL)
Searching for new installed or removed packages. Please wait...,Ricerca nuovi pacchetti installati o rimossi in corso. Attendere...,Ricerca nuovi pacchetti installati o rimossi in corso. Attendere...,Ricerca dei nuovi pacchetti installati o rimossi in corso. Attendere...,Ricerca nuovi pacchetti installati o rimossi in corso. Attendere...,MISMATCH (ALL)
Searching west ...,Ricercare a ovest...,,Ricerca in corso ad Ovest...,,MISMATCH (SOME)
Second cable of motorized LNB,Cavo secondario per LNB motorizzato,,Secondo cavo dell'LNB motorizzato,,MISMATCH (SOME)
Secondary DNS,DNS Secondario,DNS Secondario,DNS 2,DNS Secondario,MISMATCH (ALL)
Seek,Ricerca,Ricerca,Ricerca,Ricerca,CONSISTENT (ALL)
Seek backward,Ricerca indietro,'',Ricercare indietro,'',MISMATCH (ALL)
Seek backward (enter time),Ricerca indietro (inserire ora),'',Ricercare indietro (inserire tempo),'',MISMATCH (ALL)
Seek forward,Ricerca avanti,'',Ricercare avanti,'',MISMATCH (ALL)
Seek forward (enter time),Ricerca avanti (inserire ora),'',Ricercare avanti (inserire tempo),'',MISMATCH (ALL)
Select,Seleziona,Selezionare,Selezionare,Selezionare,MISMATCH (ALL)
"Select '1.0' for standard committed switches, '1.1' for uncommitted switches, and '1.2' for systems using a positioner.",Scegli ‘1.0’ per switch standard (committed); ‘1.1’ per switch uncommitted e ‘1.2’ per sistemi che usano un posizionatore,,"Selezionare \""1.0\"" per switch committed standard, \""1.1\"" per switch uncommitted e \""1.2\"" per i sistemi che utilizzano un motore.",'',MISMATCH (SOME)
"Select 'A' or 'B' if your aerial system requires this, otherwise select 'none'. If you are unsure select 'none'.","Scegli 'A' o ‘B’ se il tuo impianto lo richiede; altrimenti 'nessuna'. Se non sei sicuro della scelta, scegli 'nessuna'.",,"Selezionare \""A\"" o \""B\"" se l'impianto lo richiede, altrimenti selezionare \""Nessuno\"". Nel dubbio selezionare \""Nessuno\"".",'',MISMATCH (SOME)
Select 'FBC SCR' if this tuner will connect to a SCR (Unicable/JESS) device. For all other setups select 'FBC automatic'.,,,Selezionare 'FBC SCR' sè questo sintonizzatore utilizza un dispositivo Unicable. Per tutte le altre configurazioni selezionare 'FBC automatico'.,'',INCOMPLETE (SOME)
Select 'Yes' when you want to configure this tuner for ATSC,,,Selezionare 'Sì' per configurare il sintonizzatore ATSC,'',INCOMPLETE (SOME)
Select 'Yes' when you want to configure this tuner for DVB-C,,,Selezionare 'Sì' per configurare il sintonizzatore DVB-C,'',INCOMPLETE (SOME)
Select 'Yes' when you want to configure this tuner for DVB-S,,,Selezionare 'Sì' per configurare il sintonizzatore DVB-S,'',INCOMPLETE (SOME)
Select 'Yes' when you want to configure this tuner for DVB-T,,,Selezionare 'Sì' per configurare il sintonizzatore DVB-T,'',INCOMPLETE (SOME)
"Select 'band' if using a 'universal' LNB, otherwise consult your LNB spec sheet.","Scegli 'banda' se utilizzi un LNB Universale; altrimenti, consulta le specifiche del tuo LNB.",,"Selezionare \""banda\"" se si utilizza un LNB universale, altrimenti consultare le specifiche dell'LNB.",'',MISMATCH (SOME)
"Select 'enabled' if this tuner has a signal cable connected, otherwise select 'nothing connected'.",Scegli 'abilitato' se il tuo tuner è connesso ad un segnale; altrimenti scegli 'nulla connesso'.,,"Selezionare \""Abilitato\"" se il sintonizzatore è collegato ad un cavo di segnale, altrimenti selezionare \""Nessun collegamento\"".",'',MISMATCH (SOME)
"Select 'polarisation' if using a 'universal' LNB, otherwise consult your LNB spec sheet.","Scegli 'polarizzazione' se utilizzi un LNB Universale; altrimenti, consulta le specifiche del tuo LNB.",,"Selezionare \""Polarizzazione\"" se si utilizza un LNB universale, altrimenti consultare le specifiche dell'LNB.",'',MISMATCH (SOME)
Select 'provider' to scan from the predefined list of cable multiplexes. Select 'bands' to only scan certain parts of the spectrum. Select 'steps' to scan in steps of a particular frequency bandwidth.,Scegli 'provider' per la scansione della lista predefinita via cavo. Scegli 'bande' per la scansione solo di alcune parti. Scegli 'passi' per una scansione di una particolare banda di frequenza.,,"Selezionare \""Provider\"" per effettuare la scansione in base alla lista predefinita dei multiplex via cavo. Selezionare \""Bande\"" per effettuare la scansione solo di alcune parti dello spettro. Selezionare \""Intervalli\"" per effettuare la scansione in intervalli di una particolare larghezza di banda.",'',MISMATCH (SOME)
"Select 'yes' if this tuner is connected to the SCR device through another tuner, otherwise select 'no'.","Scegli 'SI' se questo TUNER è collegato al dispositivo SCR attraverso un altro Tuner, altrimenti selezionare 'NO'.",,"Selezionare 'Sì' sè questo sintonizzatore è collegato al dispositivo SCR tramite un altro sintonizzatore, altrimenti selezionare 'No'.",'',MISMATCH (SOME)
Select 'yes' to choose what bands or step sizes will be scanned.,,,"Selezionare \""Sì\"" per scegliere quali bande o dimensioni degli intervalli verranno ricercate.",'',INCOMPLETE (SOME)
Select 'yes' to include %s multiplexes in your search.,Scegli 'SI' per includere i multiplex di %s nella ricerca.,,"Selezionare \""Sì\"" per includere %s multiplex nella ricerca.",'',MISMATCH (SOME)
Select 'yes' to include symbol rate %s in your search.,Scegli 'SI' per includere symbol rate %s nella ricerca.,,"Selezionare \""Sì\"" per includere il symbol rate %s nella ricerca.",'',MISMATCH (SOME)
Select 'yes' to include the %s band in your search.,Scegli 'SI' per includere la banda %s nella ricerca.,,"Selezionare \""Sì\"" per includere la banda %s nella ricerca.",'',MISMATCH (SOME)
"Select 'yes' to only send the DiSEqC command when changing from one satellite to another, or select 'no' for the DiSEqC command to be resent on every zap.",Scegli 'SI' per inviare il comando DiSEqC unicamente su cambio satellite; ‘NO’ per inviarlo nuovamente su ogni cambio canale,,"Selezionare \""Sì\"" per inviare il comando DiSEqC solo quando si passa da un satellite ad un altro oppure selezionare \""No\"" per inviare il comando DiSEqC ad ogni cambio canale.",'',MISMATCH (SOME)
Select CAId,Selezionare CAId,,Selezionare il CAId,,MISMATCH (SOME)
Select Card Server,Seleziona il card server,,Selezionare il cardserver,,MISMATCH (SOME)
Select Channel,,,Selezionare un canale,,SOLITARY
Select Fast DiSEqC if your aerial system supports this. If you are unsure select 'no'.,"Seleziona DiSEqC veloce se il tuo sistema lo supporta. Se non sei sicuro, scegli 'no'.",,"Selezionare \""DiSEqC veloce\"" se l'impianto lo supporta. Nel dubbio selezionare \""No\"".",'',MISMATCH (SOME)
Select HDD,Selezionare HDD,,Selezionare il disco rigido,,MISMATCH (SOME)
Select Softcam,Seleziona la softcam,,Selezionare la SoftCam,,MISMATCH (SOME)
Select a bouquet,Seleziona un bouquet,,Selezionare un bouquet,,MISMATCH (SOME)
Select a movie,Seleziona una registrazione,,Selezionare un video,,MISMATCH (SOME)
Select a network adapter,Seleziona un adattatore di rete,,Selezionare una scheda di rete,,MISMATCH (SOME)
Select a tuner,Seleziona un tuner,,Selezionare un sintonizzatore,,MISMATCH (SOME)
Select a wireless network,Selezionare una rete wireless,,Selezionare una rete wireless,,CONSISTENT (SOME)
Select action,Seleziona un'azione,,Selezionare un'attività,,MISMATCH (SOME)
Select action for timer '%s'.,,,Selezionare un'attività per il timer '%s'.,,SOLITARY
Select all,,,Selezionare tutto,,SOLITARY
Select audio track,Seleziona una traccia audio,Selezionare una traccia audio,Selezionare una traccia audio,Selezionare una traccia audio,MISMATCH (ALL)
Select backup files,,,Selezionare i file di backup,,SOLITARY
Select backup location,Seleziona percorso backup,,Selezionare la destinazione dei backup,,MISMATCH (SOME)
Select channel,,,Selezionare un canale,,SOLITARY
Select channel to record from,Seleziona il canale di registrazione,Selezionare il canale di registrazione,Selezionare un canale da registrare,Selezionare il canale di registrazione,MISMATCH (ALL)
Select copy destination for:,Seleziona destinazione di copia per:,'',Selezionare la destinazione per la copia di:,'',MISMATCH (ALL)
Select destination for:,Seleziona destinazione per:,'',Selezionare la destinazione per:,'',MISMATCH (ALL)
Select directory for logfile,,,Selezionare la cartella dei file di registro,,SOLITARY
Select files for backup.,,Selezionare i file per il backup,Selezionare i file per il backup.,Selezionare i file per il backup,MISMATCH (SOME)
Select files/folders to backup,Seleziona file/cartelle per il backup.,Selezionare file/cartelle per il backup.,Selezionare i file e le cartelle da includere nel backup.,Selezionare file/cartelle per il backup.,MISMATCH (ALL)
Select function,,,Selezionare la funzione,,SOLITARY
Select hard disk,,,Selezionare il disco rigido,,SOLITARY
Select horizontal resolution:,,,Selezionare la risoluzione orizzontale:,,SOLITARY
Select how quickly the dish should move between satellites.,Scegli quanto rapidamente il disco dovrebbe spostarsi tra i satelliti.,,Selezionare la velocità con la quale la parabola si sposta tra i satelliti.,'',MISMATCH (SOME)
"Select how the satellite dish is set up. i.e. fixed dish, single LNB, DiSEqC switch, positioner, etc.","Seleziona le impostazioni del satellite: ad es., parabola fissa, LNB singolo, switch DiSEqC, ecc…",,"Selezionare come è fatto l'impianto satellitare, ad es. parabola fissa, LNB singolo, switch DiSEqC, motore, ecc.",'',MISMATCH (SOME)
Select input device,Seleziona il dispositivo di input,Selezionare il dispositivo di input,Selezionare la periferica di ingresso,,MISMATCH (SOME)
Select input device.,Seleziona il dispositivo di input.,Selezionare il dispositivo di input.,Selezionare la periferica di ingresso.,Selezionare il dispositivo di input.,MISMATCH (ALL)
Select interface,Seleziona l'interfaccia,Selezionare l'interfaccia,Selezionare l'interfaccia,Selezionare l'interfaccia,MISMATCH (ALL)
Select location,Seleziona il percorso,,Selezionare la posizione,,MISMATCH (SOME)
Select movie,Seleziona una registrazione,,Selezionare il video,,MISMATCH (SOME)
Select path for logfile,,,Selezionare il percorso per i file di registro,,SOLITARY
Select provider to add...,Seleziona il provider da aggiungere...,Selezionare il provider da aggiungere...,Selezionare il provider da aggiungere...,Selezionare il provider da aggiungere...,MISMATCH (ALL)
Select refresh rate,Selezionare la frequenza di aggiornamento,Selezionare la frequenza di aggiornamento,Selezionare la frequenza di aggiornamento,Selezionare la frequenza di aggiornamento,CONSISTENT (ALL)
Select satellites,Seleziona satelliti,,Selezionare i satelliti,,MISMATCH (SOME)
Select service to add...,Selezionare il canale da aggiungere...,Selezionare il canale da aggiungere...,Selezionare il canale da aggiungere...,Selezionare il canale da aggiungere...,CONSISTENT (ALL)
Select slot,,,Selezionare lo slot,,SOLITARY
Select sort method:,Ordina per:,,Selezionare il metodo di ordinamento:,,MISMATCH (SOME)
Select target folder,Selezionare la cartella destinazione,,Selezionare la cartella di destinazione,,MISMATCH (SOME)
Select the User Band channel to be assigned to this tuner. This is an index into the table of frequencies the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,,,'','',EMPTY (SOME)
Select the User Band frequency to be assigned to this tuner. This is the frequency the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,Scegli la frequenza della banda utente da assegnare a questo tuner. Questa è la frequenza che l’LNB SCR (o lo switch SCR) usa per passare il transponder richiesto al tuner.,,'','',INCOMPLETE (SOME)
Select the User Band to be assigned to this tuner. This is an index into the table of frequencies the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,,,'','',EMPTY (SOME)
Select the character or action under the keyboard cursor,'',,'','',EMPTY (SOME)
"Select the manufacturer of your SCR device. If the manufacturer is not listed, set 'SCR' to 'user defined' and enter the device parameters manually according to its spec sheet.","Seleziona il produttore del dispositivo SCR. Se non elencato, impostare 'SCR' su 'definito dall'utente' e immettere manualmente i parametri in base alla relativa scheda tecnica.",,"Selezionare il tipo di dispositivo SCR. Sè il produttore non è elencato, impostare 'SCR' sù 'definito dall'utente' e immettere manualmente i parametri in base alla scheda tecnica.",'',MISMATCH (SOME)
"Select the model number of your SCR device. If the model number is not listed, set 'SCR' to 'user defined' and enter the device parameters manually according to its spec sheet.",,,"Selezionare il numero di modello del tuo dispositivo SCR. Se il numero del modello non è elencato, impostare 'SCR' sù 'definito dall'utente' e immettere manualmente i parametri del dispositivo in base alla scheda tecnica.",'',INCOMPLETE (SOME)
Select the movie path,Seleziona il percorso registrazioni,,Selezionare il percorso dei video,,MISMATCH (SOME)
"Select the protocol used by your SCR device. Choices are 'SCR Unicable' (Unicable), or 'SCR JESS' (JESS, also known as Unicable II).","Seleziona il protocollo utilizzato dal dispositivo SCR. Le scelte sono \""SCR Unicable\"" (Unicable) o \""SCR JESS\"" (JESS, noto anche come Unicable II).",,Seleziona il protocollo utilizzato dal tuo dispositivo SCR. Le opzioni disponibili sono 'SCR Unicable' (Unicable) o 'SCR JESS' (noto anche come Unicable II),'',MISMATCH (SOME)
"Select the satellite which is connected to Port-A of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.","Seleziona il satellite connesso alla porta A del tuo switch. Se non sei sicuro, Seleziona ‘Automatico’ e il ricevitore tenterà di determinarlo. Se non c’è nulla connesso a questa porta, scegli 'Nulla connesso'.",,"Selezionare il satellite che è collegato alla Porta A dello switch. Nel dubbio selezionare \""Automatico\"" e il ricevitore tenterà di individuarlo da solo. Se non esiste niente collegato a questa porta, selezionare \""Nessun collegamento\"".",'',MISMATCH (SOME)
"Select the satellite which is connected to Port-B of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.","Seleziona il satellite connesso alla porta B del tuo switch. Se non sei sicuro, Seleziona ‘Automatico’ e il ricevitore tenterà di determinarlo. Se non c’è nulla connesso a questa porta, scegli 'Nulla connesso'.",,"Selezionare il satellite che è collegato alla Porta B dello switch. Nel dubbio selezionare \""Automatico\"" e il ricevitore tenterà di individuarlo da solo. Se non esiste niente collegato a questa porta, selezionare \""Nessun collegamento\"".",'',MISMATCH (SOME)
"Select the satellite which is connected to Port-C of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.","Seleziona il satellite connesso alla porta C del tuo switch. Se non sei sicuro, Seleziona 'Automatico' e il ricevitore tenterà di determinarlo. Se non c'è nulla connesso a questa porta, scegli 'Nulla connesso'.",,"Selezionare il satellite che è collegato alla Porta C dello switch. Nel dubbio selezionare \""Automatico\"" e il ricevitore tenterà di individuarlo da solo. Se non esiste niente collegato a questa porta, selezionare \""Nessun collegamento\"".",'',MISMATCH (SOME)
"Select the satellite which is connected to Port-D of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.","Seleziona il satellite connesso alla porta D del tuo switch. Se non sei sicuro, Seleziona 'Automatico' e il ricevitore tenterà di determinarlo. Se non c'è nulla connesso a questa porta, scegli 'Nulla connesso'.",,"Selezionare il satellite che è collegato alla Porta D dello switch. Nel dubbio selezionare \""Automatico\"" e il ricevitore tenterà di individuarlo da solo. Se non esiste niente collegato a questa porta, selezionare \""Nessun collegamento\"".",'',MISMATCH (SOME)
Select the satellite you want to configure. Once that satellite is configured you can select and configure other satellites that will be accessed using this same tuner.,"Seleziona il satellite che vuoi configurare. Una volta configurato, potrai selezionare e configurare gli altri satelliti cui hai accesso tramite lo stesso tuner.",,Selezionare il satellite che si desidera configurare. Dopo aver impostato il satellite è possibile configurare gli altri satelliti che possono essere ricevuti con lo stesso sintonizzatore.,'',MISMATCH (SOME)
Select the satellite your dish receives from. If you are unsure select 'automatic' and the receiver will attempt to determine this for you.,"Seleziona il satellite di ricezione. Se non sei sicuro, Seleziona 'Automatico' e il ricevitore tenterà di determinarlo.",,"Selezionare il satellite dal quale la parabola riceve il segnale. Nel dubbio selezionare \""Automatico\"" e il ricevitore tenterà di individuarlo da solo.",'',MISMATCH (SOME)
Select the tuner that controls the motorised dish.,Seleziona il Tuner che controlla il disco motorizzato,,Selezionare il sintonizzatore che controlla la parabola motorizzata.,'',MISMATCH (SOME)
Select the tuner that this loopthrough depends on.,Seleziona il tuner a cui è collegato in cascata.,,Selezionare il sintonizzatore dal quale deriva questa cascata.,'',MISMATCH (SOME)
Select the tuner to which the signal cable of the SCR device is connected.,Seleziona il Tuner a cui è collegato il cavo di segnale del dispositivo SCR.,,Selezionare il sintonizzatore a cui è collegato il cavo di segnale del dispositivo SCR.,'',MISMATCH (SOME)
Select the type of LNB/device being used (normally 'Universal'). If your LNB type is not available select 'user defined'.,"Seleziona il tipo di LNB utilizzato (di solito ‘Universale’ o Unicable/SCR). Se il tuo tipo non è in elenco, Seleziona 'Definito dall'utente'.",,"Selezionare il tipo di LNB o dispositivo utilizzato (di solito \""Universale\""). Se il tipo di LNB non è nell'elenco scegliere \""Definito dall'utente\"".",'',MISMATCH (SOME)
Select the type of Single Cable Reception device you are using.,Seleziona il tipo di dispositivo per la ricezione con cavo singolo.,,Selezionare il tipo di dispositivo Unicable utilizzato.,'',MISMATCH (SOME)
Select update source,,,Selezionare l'origine degli aggiornamenti,,SOLITARY
Select update source to edit,,,Selezionare l'origine degli aggiornamenti da modificare,,SOLITARY
Select video input with up/down buttons,Selezionare l'ingresso video con i tasti SU/GIÙ,Selezionare l'ingresso video con i tasti Sù/Giù,Selezionare l'ingresso video con i tasti Su/Giù,Selezionare l'ingresso video con i tasti Sù/Giù,MISMATCH (ALL)
Select video mode,Selezionare la modalità video,Selezionare la modalità video,Selezionare la modalità video,Selezionare la modalità video,CONSISTENT (ALL)
Select whether your SCR device is externally powered.,,,'','',EMPTY (SOME)
Select wireless network,Selezionare una rete wireless,Selezionare una rete wireless,Selezionare una rete wireless,Selezionare una rete wireless,CONSISTENT (ALL)
Select your ATSC provider.,Seleziona il provider ATSC.,,Selezionare il provider ATSC.,,MISMATCH (SOME)
Select your backup device.\nCurrent device: ,,,Selezionare il supporto per il backup.\nSupporto attuale: ,,SOLITARY
Select your country. If not available select 'all'.,Seleziona il tuo paese. Se non disponibile selezionare 'tutto'.,,"Selezionare il paese. Se non è presente nell'elenco selezionare \""Tutti\"".",'',MISMATCH (SOME)
Select your provider and region. If not present in this list you will need to select one of the other 'service scan types'.,"Seleziona il gestore e la regione. Se non presente in elenco, selezionare uno degli altri 'tipi di scansione di servizio'.",,"Selezionare il provider e la regione. Se non è presente nell'elenco è necessario selezionare uno degli altri \""Tipi di scansione dei canali\"".",'',MISMATCH (SOME)
"Select your provider, and press OK to start the scan",Seleziona il provider. Tasto 'OK' per iniziare la ricerca,'',Selezionare il provider e premere OK per avviare la ricerca,'',MISMATCH (ALL)
Select your region. If not available change 'Country' to 'all' and select one of the default alternatives.,"Seleziona la tua regione. Se non è disponibile, cambia la nazione in “Tutte” e scegli una delle proposte alternative",,"Selezionare la regione. Se non è presente modificare il \""Paese\"" in \""Tutti\"" e selezionare una delle alternative predefinite.",'',MISMATCH (SOME)
Selecting satellites 1 (USALS),Selezione satelliti 1 (USALS),,Selezionare i satelliti 1 (USALS),,MISMATCH (SOME)
Selecting satellites 2 (USALS),Selezione satelliti 2 (USALS),,Selezionare i satelliti 2 (USALS),,MISMATCH (SOME)
Selecting this option allows you to configure a group of satellites in one block.,Selezionando questa opzione è possibile configurare un gruppo di satelliti in un blocco.,,Selezionare questa opzione per configurare un gruppo di satelliti in un blocco.,'',MISMATCH (SOME)
Selects the mode how live tv should be shown on the LCD.,,,Selezionare il modo in cui la trasmissione TV in corso viene visualizzata sul display LCD.,,SOLITARY
Selects video source displayed on the LCD.,,,Selezionare la sorgente video visualizzata sul display LCD.,,SOLITARY
Send 'sourceactive' before zap timers,,,Inviare 'sourceactive' prima dei timer di cambio canale,'',INCOMPLETE (SOME)
Send DiSEqC,Inviare DiSEqC,Inviare DiSEqC,Inviare comando DiSEqC,Inviare DiSEqC,MISMATCH (ALL)
Send DiSEqC only on satellite change,Inviare DiSEqC solo su cambio satellite,Inviare DiSEqC solo su cambio satellite,Inviare comando DiSEqC solo su cambio satellite,Inviare DiSEqC solo su cambio satellite,MISMATCH (ALL)
Senegal,'',,Senegal,'',INCOMPLETE (SOME)
Separate titles with a main menu,,,Separare i titoli con un menu principale,,SOLITARY
Sequence repeat,Ripetizione sequenza,Ripetizione sequenza,Ripetizione sequenza,Ripetizione sequenza,CONSISTENT (ALL)
Serbia,'',,Serbia,,INCOMPLETE (SOME)
Serbian,Serbo,Serbo,Serbo,Serbo,CONSISTENT (ALL)
Service,Canale,Canale,Informazioni sul canale,Canale,MISMATCH (ALL)
Service & PIDs,,,Canale e PID,,SOLITARY
Service ID,,,ID canale,,SOLITARY
Service belongs to a parental protected bouquet,,,Il canale è incluso in un bouquet protetto dal Controllo genitori,,SOLITARY
Service has been added to the favourites.,Canale aggiunto a preferiti,Canale aggiunto a preferiti!,Canale aggiunto ai Preferiti.,,MISMATCH (SOME)
Service has been added to the selected bouquet.,Canale aggiunto al bouquet selezionato!,Canale aggiunto al bouquet selezionato!,Canale aggiunto al bouquet selezionato.,,MISMATCH (SOME)
Service info,Info canale,,Informazioni canale,,MISMATCH (SOME)
Service info - ECM Info,,,Informazioni canale - Informazioni ECM,,SOLITARY
Service info - service & Basic PID Info,,,Informazioni  Canale e PID base,,SOLITARY
