msgid,openatv,openhdf,openpli,openvix,STATUS
Installation or removal has completed.,,,'',,SOLITARY
Installing,正在安裝,,正在安裝,,CONSISTENT (SOME)
Installing software...,'',,'',,EMPTY (SOME)
Instant record,,,'',,SOLITARY
Instant recording location,'',,'',,EMPTY (SOME)
Instant recording...,'',,'',,EMPTY (SOME)
Interface: ,'',,'',,EMPTY (SOME)
Internal,,,'',,SOLITARY
Internal flash,'',,'',,EMPTY (SOME)
Internal hdd only,'',,'',,EMPTY (SOME)
Interval between keys when repeating:,'',,'',,EMPTY (SOME)
Invalid directory selected: %s,選擇了無效目錄: %s,,選擇了無效目錄: %s,,CONSISTENT (SOME)
Invalid location,'',,'',,EMPTY (SOME)
Invalid transponder data,,,'',,SOLITARY
Inversion,反向,,反向,,CONSISTENT (SOME)
Inversion & Bandwidth,,,'',,SOLITARY
"Inversion, Pilot & Roll-off",,,'',,SOLITARY
Invert,'',,'',,EMPTY (SOME)
Iran (Islamic Republic of),'',,'',,EMPTY (SOME)
Iraq,'',,'',,EMPTY (SOME)
Ireland,愛爾蘭,,愛爾蘭,,CONSISTENT (SOME)
Is this setting ok?,'',,'',,EMPTY (SOME)
Is this video mode ok?,'',,'',,EMPTY (SOME)
Israel,以色列,,以色列,,CONSISTENT (SOME)
"It seems you did not see all the eight arrow heads. This means your TV has overscan enabled, and is not configured properly.\n\nPlease refer to your TV's manual to find how you can disable overscan on your TV. Look for terms like 'Just fit', 'Full width', etc. If you can't find it, ask other users at http://forums.openpli.org.\n\n",,,'',,SOLITARY
Italian,義大利語,,義大利語,,CONSISTENT (SOME)
Italy,義大利,,義大利,,CONSISTENT (SOME)
Items per page ,,,'',,SOLITARY
Items per page for list screen,,,'',,SOLITARY
J,,,'',,SOLITARY
Jamaica,'',,'',,EMPTY (SOME)
Japan,日本,,日本,,CONSISTENT (SOME)
Jersey,'',,'',,EMPTY (SOME)
Job overview,'',,'',,EMPTY (SOME)
Jordan,'',,'',,EMPTY (SOME)
Jump to beginning of list,'',,'',,EMPTY (SOME)
Jump to end of list,'',,'',,EMPTY (SOME)
Jump to next marked position,'',,'',,EMPTY (SOME)
Jump to previous marked position,'',,'',,EMPTY (SOME)
Just scale,,,'',,SOLITARY
KA-SAT,'',,'',,EMPTY (SOME)
Kazakhstan,'',,'',,EMPTY (SOME)
Keep service,'',,'',,EMPTY (SOME)
Kenya,'',,'',,EMPTY (SOME)
Kernel version: ,,,'',,SOLITARY
Keyboard,鍵盤佈局,,鍵盤佈局,,CONSISTENT (SOME)
Keyboard data entry,,,'',,SOLITARY
Keyboard map,'',,'',,EMPTY (SOME)
Keyboard setup,'',,'',,EMPTY (SOME)
Kiribati,'',,'',,EMPTY (SOME)
Korea (Democratic People's Republic of),'',,'',,EMPTY (SOME)
Kyrgyzstan,'',,'',,EMPTY (SOME)
LAN adapter,'',,'',,EMPTY (SOME)
LAN connection,'',,'',,EMPTY (SOME)
LNB,'',,LNB,,INCOMPLETE (SOME)
Language,語言,,語言,,CONSISTENT (SOME)
Language selection,語言選擇,,語言選擇,,CONSISTENT (SOME)
Lao People's Democratic Republic,'',,'',,EMPTY (SOME)
Large,'',,'',,EMPTY (SOME)
Last config,最後一次正確配置,,最後一次正確配置,,CONSISTENT (SOME)
Last speed,最快速度,,最快速度,,CONSISTENT (SOME)
Last update: ,,,'',,SOLITARY
Latest Commits,,,'',,SOLITARY
Latitude,緯度,,緯度,,CONSISTENT (SOME)
Latvian,拉脫維亞,,拉脫維亞,,CONSISTENT (SOME)
Leave DVD player?,'',,'',,EMPTY (SOME)
Leave this set to 'yes' unless you fully understand why you are adjusting it.,'',,'',,EMPTY (SOME)
Lebanon,'',,'',,EMPTY (SOME)
Left,左,,左,,CONSISTENT (SOME)
Left from servicename,'',,'',,EMPTY (SOME)
Leisure hobbies,'',,'',,EMPTY (SOME)
Lesotho,'',,'',,EMPTY (SOME)
Letterbox,信箱模式,,信箱模式,,CONSISTENT (SOME)
Letterbox zoom,,,'',,SOLITARY
Liberia,'',,'',,EMPTY (SOME)
Libya,'',,'',,EMPTY (SOME)
Liechtenstein,'',,'',,EMPTY (SOME)
Limit character set for recording filenames,'',,'',,EMPTY (SOME)
Limit east,東極限位置,,東極限位置,,CONSISTENT (SOME)
Limit the characters that can be used in recording filenames to (7 bit) ascii. This ensures compatibility with operating systems or file systems with limited character sets.,'',,'',,EMPTY (SOME)
Limit west,西極限位置,,西極限位置,,CONSISTENT (SOME)
Limits cancelled,'',,'',,EMPTY (SOME)
Limits enabled,'',,'',,EMPTY (SOME)
Limits off,限位設定關閉,,限位設定關閉,,CONSISTENT (SOME)
Limits on,限位設定打開,,限位設定打開,,CONSISTENT (SOME)
Link quality:,'',,'',,EMPTY (SOME)
Link:,連接:,,連接:,,CONSISTENT (SOME)
Linked titles with a DVD menu,與DVD功能表的連接的標題,,與DVD功能表的連接的標題,,CONSISTENT (SOME)
List available networks,'',,'',,EMPTY (SOME)
List mode,'',,'',,EMPTY (SOME)
List of storage devices,'',,'',,EMPTY (SOME)
List type,,,'',,SOLITARY
Listen to the radio...,'',,'',,EMPTY (SOME)
Lists reloaded!,,,'',,SOLITARY
Lithuanian,立陶宛語,,立陶宛語,,CONSISTENT (SOME)
Live decoder,,,'',,SOLITARY
Load,載入,,載入,,CONSISTENT (SOME)
Load length of movies in movie list,,,'',,SOLITARY
Load playlist,'',,'',,EMPTY (SOME)
Load unlinked userbouquets,'',,'',,EMPTY (SOME)
Local network,'',,'',,EMPTY (SOME)
Locale,,,'',,SOLITARY
Location,位置,,位置,,CONSISTENT (SOME)
Location EPG Cache file,,,'',,SOLITARY
Location for instant recordings,,,即時錄製位置,,SOLITARY
Lock ratio,'',,'',,EMPTY (SOME)
Lock:,鎖定:,,鎖定:,,CONSISTENT (SOME)
Log results to /tmp,,,'',,SOLITARY
Logfile does not exist anymore,,,'',,SOLITARY
Long filenames,'',,'',,EMPTY (SOME)
Long key press,'',,'',,EMPTY (SOME)
Longitude,經度,,經度,,CONSISTENT (SOME)
Loop through from,,,'',,SOLITARY
Lower case,,,'',,SOLITARY
Luxembourg,'',,'',,EMPTY (SOME)
Luxembourgish,'',,'',,EMPTY (SOME)
MMC card,,,'',,SOLITARY
MORE,更多,,更多,,CONSISTENT (SOME)
Macao,'',,'',,EMPTY (SOME)
Macedonia (the former Yugoslav Republic of),'',,'',,EMPTY (SOME)
Madagascar,'',,'',,EMPTY (SOME)
Main menu,主功能表,,主功能表,,CONSISTENT (SOME)
Maintain old EPG data for,'',,'',,EMPTY (SOME)
Make it possible to manually initiate the channels import and/or EPG via the extension menu,,,'',,SOLITARY
Make this mark an 'in' point,這個標記作為'in'節點,,這個標記作為'in'節點,,CONSISTENT (SOME)
Make this mark an 'out' point,這個標記作為'out'節點,,這個標記作為'out'節點,,CONSISTENT (SOME)
Make this mark just a mark,這僅僅只是一上標記,,這僅僅只是一上標記,,CONSISTENT (SOME)
Malawi,'',,'',,EMPTY (SOME)
Malaysia,'',,'',,EMPTY (SOME)
Maldives,'',,'',,EMPTY (SOME)
Mali,'',,'',,EMPTY (SOME)
Malta,'',,'',,EMPTY (SOME)
Manage extensions,附件管理,,附件管理,,CONSISTENT (SOME)
Manage extensions or plugins for your receiver.,,,'',,SOLITARY
Manage your receiver's software,,,管理Dreambox軟體.,,SOLITARY
Manual,,,'',,SOLITARY
Manual Scan,手動掃描,,手動掃描,,CONSISTENT (SOME)
Manual configuration,'',,'',,EMPTY (SOME)
Manual scan,'',,'',,EMPTY (SOME)
Manual transponder,手動轉發器掃描,,手動轉發器掃描,,CONSISTENT (SOME)
Manually import from fallback tuner,,,'',,SOLITARY
Manufacturer,製造商,,製造商,,CONSISTENT (SOME)
Manufacturer reset in progress\nPlease wait until enigma2 restarts,,,'',,SOLITARY
Margin after recording (minutes),'',,'',,EMPTY (SOME)
Margin before recording (minutes),'',,'',,EMPTY (SOME)
Mark service as dedicated 3D service,'',,'',,EMPTY (SOME)
Marshall Islands,'',,'',,EMPTY (SOME)
Martinique,'',,'',,EMPTY (SOME)
Max memory positions,,,'',,SOLITARY
Max. bitrate: ,'',,'',,EMPTY (SOME)
Maybe the reason that recording is currently running. Please stop the recording before trying to configure the positioner.,,,'',,SOLITARY
Mayotte,'',,'',,EMPTY (SOME)
Media player,媒體播放器,,媒體播放器,,CONSISTENT (SOME)
Media scanner,'',,'',,EMPTY (SOME)
Medium is not a writeable DVD!,媒介不是可寫DVD!,,媒介不是可寫DVD!,,CONSISTENT (SOME)
Medium is not empty!,媒介不是空白的!,,媒介不是空白的!,,CONSISTENT (SOME)
Memory,記憶體,,記憶體,,CONSISTENT (SOME)
Memory Info,,,'',,SOLITARY
Memory index,'',,'',,EMPTY (SOME)
Menu,功能表,,功能表,,CONSISTENT (SOME)
Menusort (%s),,,'',,SOLITARY
Message,資訊,,資訊,,CONSISTENT (SOME)
Message...,資訊...,,資訊...,,CONSISTENT (SOME)
Mexico,墨西哥,,墨西哥,,CONSISTENT (SOME)
Micronesia (Federated States of),'',,'',,EMPTY (SOME)
Minimum age %d years,'',,'',,EMPTY (SOME)
Minimum send interval,,,'',,SOLITARY
Missing ,'',,'',,EMPTY (SOME)
Mode,模式,,'',,INCOMPLETE (SOME)
Model: ,'',,'',,EMPTY (SOME)
Modulation,調製,,調製,,CONSISTENT (SOME)
Modulator,調製器,,調製器,,CONSISTENT (SOME)
Moldova (Republic of),'',,'',,EMPTY (SOME)
Mon,星期一,,星期一,,CONSISTENT (SOME)
Mon-Fri,星期一至星期五,,星期一至星期五,,CONSISTENT (SOME)
Monaco,'',,'',,EMPTY (SOME)
Monday,星期一,,星期一,,CONSISTENT (SOME)
Mongolia,'',,'',,EMPTY (SOME)
Montenegro,'',,'',,EMPTY (SOME)
Montserrat,'',,'',,EMPTY (SOME)
Morocco,'',,'',,EMPTY (SOME)
Mosquito noise reduction,蚊式雜訊控制,,蚊式雜訊控制,,CONSISTENT (SOME)
Motor command retries,,,'',,SOLITARY
Motor running timeout,,,'',,SOLITARY
Mount,安裝(Mount),,安裝(Mount),,CONSISTENT (SOME)
Move,移動,,移動,,CONSISTENT (SOME)
Move PiP,,,'',,SOLITARY
Move PiP to main picture,'',,'',,EMPTY (SOME)
Move Picture in Picture,,,移動畫中畫,,SOLITARY
Move east,東移,,東移,,CONSISTENT (SOME)
Move the keyboard cursor down,'',,'',,EMPTY (SOME)
Move the keyboard cursor left,'',,'',,EMPTY (SOME)
Move the keyboard cursor right,'',,'',,EMPTY (SOME)
Move the keyboard cursor up,'',,'',,EMPTY (SOME)
Move the text cursor to the first character,'',,'',,EMPTY (SOME)
Move the text cursor to the last character,'',,'',,EMPTY (SOME)
Move to position X,'',,'',,EMPTY (SOME)
Move west,西移,,西移,,CONSISTENT (SOME)
Moved to position 0,'',,'',,EMPTY (SOME)
Moved to position at index,'',,'',,EMPTY (SOME)
Movement,'',,'',,EMPTY (SOME)
Movie list configuration,,,'',,SOLITARY
Movie location,電影位置,,電影位置,,CONSISTENT (SOME)
Movie selection,'',,'',,EMPTY (SOME)
Movie/Drama,'',,'',,EMPTY (SOME)
Movielist menu,,,已錄節目列表功能表,,SOLITARY
Moving,'',,'',,EMPTY (SOME)
Moving east ...,'',,'',,EMPTY (SOME)
Moving to position,'',,'',,EMPTY (SOME)
Moving west ...,'',,'',,EMPTY (SOME)
Mozambique,'',,'',,EMPTY (SOME)
Multi EPG,多路 EPG,,多路 EPG,,CONSISTENT (SOME)
Multi channel downmix,,,'',,SOLITARY
Multi-EPG bouquet selection,,,'',,SOLITARY
Multichannel PCM,,,'',,SOLITARY
Multimedia,'',,Multimedia,,INCOMPLETE (SOME)
Multiple service support,多系統支援,,多系統支援,,CONSISTENT (SOME)
Multisat,多星,,多星,,CONSISTENT (SOME)
Multisat all select,'',,'',,EMPTY (SOME)
Music/Ballet/Dance,'',,'',,EMPTY (SOME)
Mute,靜音,,靜音,,CONSISTENT (SOME)
Myanmar,'',,'',,EMPTY (SOME)
N/A,'',,N/A,,INCOMPLETE (SOME)
NEXT,下一個,,下一個,,CONSISTENT (SOME)
NIM & Type,,,'',,SOLITARY
NO,,,'',,SOLITARY
NOW,現在,,現在,,CONSISTENT (SOME)
NTSC,'',,NTSC,,INCOMPLETE (SOME)
Name,名稱,,名稱,,CONSISTENT (SOME)
Nameserver,DNS伺服器,,DNS伺服器,,CONSISTENT (SOME)
Nameserver %d,DNS %d,,DNS %d,,CONSISTENT (SOME)
Nameserver settings,DNS設定,,DNS設定,,CONSISTENT (SOME)
Nameserver setup,'',,'',,EMPTY (SOME)
Namespace & Orbital pos.,,,'',,SOLITARY
Namibia,'',,'',,EMPTY (SOME)
Nauru,'',,'',,EMPTY (SOME)
Nepal,'',,'',,EMPTY (SOME)
Netmask,子網路遮罩,,子網路遮罩,,CONSISTENT (SOME)
Network,網路設定,,網路設定,,CONSISTENT (SOME)
Network ID,'',,'',,EMPTY (SOME)
Network Info:,,,'',,SOLITARY
Network configuration,,,'',,SOLITARY
Network configuration...,'',,'',,EMPTY (SOME)
Network mount,,,'',,SOLITARY
Network mount %s,,,'',,SOLITARY
Network name (SSID),'',,'',,EMPTY (SOME)
Network scan,網路掃描,,網路掃描,,CONSISTENT (SOME)
Network setup,網路設定,,網路設定,,CONSISTENT (SOME)
Network test,網路測驗,,網路測驗,,CONSISTENT (SOME)
Network test...,網路測驗...,,網路測驗...,,CONSISTENT (SOME)
Network test: ,'',,'',,EMPTY (SOME)
Network wizard,'',,'',,EMPTY (SOME)
Network:,網路:,,網路:,,CONSISTENT (SOME)
"Never decrypt the content while recording. This overrides the individual timer settings globally. If enabled, recordings are stored in crypted presentation and must be decrypted afterwards (sometimes called offline decoding). Default: off.",'',,'',,EMPTY (SOME)
Never decrypt while recording,'',,'',,EMPTY (SOME)
New,新增,,新增,,CONSISTENT (SOME)
New Caledonia,'',,'',,EMPTY (SOME)
New Zealand,新西蘭,,新西蘭,,CONSISTENT (SOME)
News Current Affairs,,,'',,SOLITARY
Next,'',,'',,EMPTY (SOME)
Nicaragua,'',,'',,EMPTY (SOME)
Niger,'',,'',,EMPTY (SOME)
Nigeria,'',,'',,EMPTY (SOME)
Niue,'',,'',,EMPTY (SOME)
No,否,,否,,CONSISTENT (SOME)
No (supported) DVDROM found!,未找到(支援的)DVDROM!,,未找到(支援的)DVDROM!,,CONSISTENT (SOME)
No Connection,未連接,,未連接,,CONSISTENT (SOME)
No ECMPids available (FTA Service),,,'',,SOLITARY
No HDD found or HDD not initialized!,未找到硬碟或硬碟未初始化！,,未找到硬碟或硬碟未初始化！,,CONSISTENT (SOME)
No age block,'',,'',,EMPTY (SOME)
No data on transponder!\n(Timeout reading PAT),轉發器上未找到數據!\n(讀取PAT超時),,轉發器上未找到數據!\n(讀取PAT超時),,CONSISTENT (SOME)
No data received yet,,,'',,SOLITARY
No delay,'',,'',,EMPTY (SOME)
No description available.,無可用的描述.,,無可用的描述.,,CONSISTENT (SOME)
No displayable files on this medium found!,在這個媒介上未發現檔!,,在這個媒介上未發現檔!,,CONSISTENT (SOME)
No epg.dat file found server,,,'',,SOLITARY
"No event info found, recording indefinitely.","EPG資料沒有發現,無限制錄製.",,"EPG資料沒有發現,無限制錄製.",,CONSISTENT (SOME)
No fast winding possible yet.. but you can use the number buttons to skip forward/backward!,結束還要一段時間.. 但您可以使用數位鍵 前進/後退!,,結束還要一段時間.. 但您可以使用數位鍵 前進/後退!,,CONSISTENT (SOME)
No free index available,'',,'',,EMPTY (SOME)
No free tuner!,沒有空閒的調諧器,,沒有空閒的調諧器,,CONSISTENT (SOME)
No network connection available.,無可用網路連接.,,無可用網路連接.,,CONSISTENT (SOME)
No networks found,找不到網路,,找不到網路,,CONSISTENT (SOME)
No new plugins found,,,'',,SOLITARY
No positioner capable frontend found.,未發現有支援的極軸天線.,,未發現有支援的極軸天線.,,CONSISTENT (SOME)
No priority,'',,'',,EMPTY (SOME)
No satellite frontend found!,,,'',,SOLITARY
"No satellite, terrestrial or cable tuner is configured. Please check your tuner setup.",'',,'',,EMPTY (SOME)
No service,,,'',,SOLITARY
No services/providers selected,'',,'',,EMPTY (SOME)
No standby,沒有待機,,沒有待機,,CONSISTENT (SOME)
No stream clients,,,'',,SOLITARY
No tags are set on these movies.,'',,'',,EMPTY (SOME)
No timeout,'',,'',,EMPTY (SOME)
No to all,非全部,,非全部,,CONSISTENT (SOME)
No transparency,'',,'',,EMPTY (SOME)
No tuner is configured for use with a diseqc positioner!,沒有配置Rotor(DiSEqC 1.2).,,沒有配置Rotor(DiSEqC 1.2).,,CONSISTENT (SOME)
No tuner is enabled!\nPlease setup your tuner settings before you start a service scan.,未找到可用的調諧器!\n請設定您的調諧器的設定，然後再啟動頻道掃描。.,,未找到可用的調諧器!\n請設定您的調諧器的設定，然後再啟動頻道掃描。.,,CONSISTENT (SOME)
No updates available,,,'',,SOLITARY
No updates available. Please try again later.,'',,'',,EMPTY (SOME)
No wireless networks found! Searching...,'',,'',,EMPTY (SOME)
No working local network adapter found.\nPlease verify that you have attached a network cable and your network is configured correctly.,未找到可用的本地網路.\n請檢視網路連接並檢視網卡配置是否正確.,,未找到可用的本地網路.\n請檢視網路連接並檢視網卡配置是否正確.,,CONSISTENT (SOME)
No working wireless network adapter found.\nPlease verify that you have attached a compatible WLAN device and your network is configured correctly.,未找到可用的無線網路連接.\n請檢視無線網路裝置並檢視無線網卡配置是否正確.,,未找到可用的無線網路連接.\n請檢視無線網路裝置並檢視無線網卡配置是否正確.,,CONSISTENT (SOME)
No working wireless network interface found.\n Please verify that you have attached a compatible WLAN device or enable your local network interface.,未找到可用的無線網卡.\n請確認您已連接相容的無線網卡或使用本地網卡.,,未找到可用的無線網卡.\n請確認您已連接相容的無線網卡或使用本地網卡.,,CONSISTENT (SOME)
"No, but restart from begin","否, 重新開始播放這個視頻",,"否, 重新開始播放這個視頻",,CONSISTENT (SOME)
"No, except Wakeup timer",,,'',,SOLITARY
"No, never",'',,'',,EMPTY (SOME)
None,無,,無,,CONSISTENT (SOME)
Nonlinear,,,非線性,,SOLITARY
Norfolk Island,'',,'',,EMPTY (SOME)
Normal mode,'',,'',,EMPTY (SOME)
North,北,,北,,CONSISTENT (SOME)
Northern Mariana Islands,'',,'',,EMPTY (SOME)
Norwegian,挪威語,,挪威語,,CONSISTENT (SOME)
Not Required,,,'',,SOLITARY
Not associated,'',,'',,EMPTY (SOME)
Not defined,,,'',,SOLITARY
"Not enough disk space. Please free up some disk space and try again. (%d MB required, %d MB available)",'',,'',,EMPTY (SOME)
Not tested:,,,'',,SOLITARY
"Note: when enabled, and you do want standby mode after wake up, set option 'Startup to Standby' as 'No, except Wakeup timer'.",,,'',,SOLITARY
Nothing to scan!\nPlease setup your tuner settings before you start a service scan.,沒有掃描!\n請設定您的調諧器，然後再啟動頻道掃描。.,,沒有掃描!\n請設定您的調諧器，然後再啟動頻道掃描。.,,CONSISTENT (SOME)
Now,'',,'',,EMPTY (SOME)
Now playing,,,'',,SOLITARY
"Now, use the contrast setting to turn up the brightness of the background as much as possible, but make sure that you can still see the difference between the two brightest levels of shades.If you have done that, press OK.",現在，盡可能使用對比度設定出現的亮度背景，但是請確保您仍然可以看到色調的兩個最亮等級之間的不同。如果您已經完成了，按OK。,,現在，盡可能使用對比度設定出現的亮度背景，但是請確保您仍然可以看到色調的兩個最亮等級之間的不同。如果您已經完成了，按OK。,,CONSISTENT (SOME)
Number of channels shown in channel selection list,,,'',,SOLITARY
Number of repeating text on display.,,,'',,SOLITARY
Number or SMS style data entry,'',,'',,EMPTY (SOME)
OK,'',,OK,,INCOMPLETE (SOME)
ONID,'',,'',,EMPTY (SOME)
OSD 3D setup,,,'',,SOLITARY
OSD name request,'',,'',,EMPTY (SOME)
OSD settings,'',,'',,EMPTY (SOME)
OSD transparency,,,'',,SOLITARY
OVR,'',,'',,EMPTY (SOME)
Off,關閉,,關閉,,CONSISTENT (SOME)
Offline decode delay (ms),'',,'',,EMPTY (SOME)
Oman,'',,'',,EMPTY (SOME)
On,打開,,打開,,CONSISTENT (SOME)
On end of movie,'',,'',,EMPTY (SOME)
On end of movie (as menu),'',,'',,EMPTY (SOME)
"On valid ONIDs, ignore frequency sub network part",'',,'',,EMPTY (SOME)
One,1,,1,,CONSISTENT (SOME)
Online update of your receiver software.,,,'',,SOLITARY
Only change this setting if you are using a SCR device that has been reprogrammed with a custom programmer. For further information check with the person that reprogrammed the device.,,,'',,SOLITARY
Only extensions.,僅增加部分.,,僅增加部分.,,CONSISTENT (SOME)
Only free scan,'',,'',,EMPTY (SOME)
Only move the dish quickly after this hour.,'',,'',,EMPTY (SOME)
Only move the dish quickly before this hour.,'',,'',,EMPTY (SOME)
Only on startup,,,'',,SOLITARY
Only select 'yes' if you are using a multiswich that requires a DiSEqC Port-A command signal. For all other setups select 'no'.,'',,'',,EMPTY (SOME)
Open select location,,,'',,SOLITARY
Open select location as timer name,,,'',,SOLITARY
Open service list,'',,'',,EMPTY (SOME)
Open setup tuner ,,,'',,SOLITARY
Open the movie list,'',,'',,EMPTY (SOME)
Operating LED status in deep standby mode,'',,'',,EMPTY (SOME)
Operating LED status in standby mode,'',,'',,EMPTY (SOME)
Operating LED status while running.,,,'',,SOLITARY
Opkg,,,'',,SOLITARY
Options disable timer,,,'',,SOLITARY
Orbital position,'',,'',,EMPTY (SOME)
Ordinary,'',,'',,EMPTY (SOME)
Original,'',,'',,EMPTY (SOME)
Other,其他,,其他,,CONSISTENT (SOME)
Other Subtitles & lang,,,'',,SOLITARY
Output,,,'',,SOLITARY
Overall progress:,,,'',,SOLITARY
Overscan wizard,,,'',,SOLITARY
Overwrite configuration files during software update?,,,'',,SOLITARY
Overwrite configuration files?,'',,'',,EMPTY (SOME)
PAL,'',,PAL,,INCOMPLETE (SOME)
PCM,,,'',,SOLITARY
PCR PID,'',,'',,EMPTY (SOME)
PDC,,,'',,SOLITARY
PGS File,,,'',,SOLITARY
PGS file,,,'',,SOLITARY
PIN code needed,'',,'',,EMPTY (SOME)
PLP ID,'',,'',,EMPTY (SOME)
PLS Code,'',,'',,EMPTY (SOME)
PMT PID,'',,'',,EMPTY (SOME)
PPanel,,,'',,SOLITARY
Package list update,升級軟體列表,,升級軟體列表,,CONSISTENT (SOME)
Packages to update,,,'',,SOLITARY
Packet management,套裝軟體管理,,套裝軟體管理,,CONSISTENT (SOME)
Packet manager,軟體管理器,,軟體管理器,,CONSISTENT (SOME)
Pakistan,'',,'',,EMPTY (SOME)
Palau,'',,'',,EMPTY (SOME)
"Palestine, State of",'',,'',,EMPTY (SOME)
Pan&scan,'',,'',,EMPTY (SOME)
Panama,'',,'',,EMPTY (SOME)
Panic to,'',,'',,EMPTY (SOME)
Papua New Guinea,'',,'',,EMPTY (SOME)
Paraguay,'',,'',,EMPTY (SOME)
Parent directory,'',,'',,EMPTY (SOME)
Parental control,家長控制,,家長控制,,CONSISTENT (SOME)
Parental control services editor,'',,'',,EMPTY (SOME)
Parental control setup,家長控制設定,,家長控制設定,,CONSISTENT (SOME)
Password,密碼,,'',,INCOMPLETE (SOME)
Pause,'',,'',,EMPTY (SOME)
Pause movie at end,電影結束時暫停,,電影結束時暫停,,CONSISTENT (SOME)
Pause playback,'',,'',,EMPTY (SOME)
Pending restart,,,'',,SOLITARY
Percentage left,'',,'',,EMPTY (SOME)
Percentage right,'',,'',,EMPTY (SOME)
Permanently delete all recordings in the trash can?,'',,'',,EMPTY (SOME)
Permanently remove all deleted items,'',,'',,EMPTY (SOME)
Persian,'',,'',,EMPTY (SOME)
Peru,'',,'',,EMPTY (SOME)
Philippines,'',,'',,EMPTY (SOME)
PiP setup,,,'',,SOLITARY
Picon,'',,'',,EMPTY (SOME)
Picon and servicename,,,'',,SOLITARY
Picture player,'',,'',,EMPTY (SOME)
Pillarbox,原始大小,,原始大小,,CONSISTENT (SOME)
Pilot,'',,Pilot,,INCOMPLETE (SOME)
Pitcairn,'',,'',,EMPTY (SOME)
Pixels\n,'',,'',,EMPTY (SOME)
Play,,,播放,,SOLITARY
Play DVD,播放DVD,,播放DVD,,CONSISTENT (SOME)
Play as Picture in Picture,,,'',,SOLITARY
Play audio-CD...,'',,'',,EMPTY (SOME)
Play audiofiles in list mode,,,'',,SOLITARY
Play back media files,'',,'',,EMPTY (SOME)
Play entry,'',,'',,EMPTY (SOME)
Play from next mark or playlist entry,'',,'',,EMPTY (SOME)
Play from previous mark or playlist entry,'',,'',,EMPTY (SOME)
Play in main window,,,'',,SOLITARY
Play music...,'',,'',,EMPTY (SOME)
Play next,'',,'',,EMPTY (SOME)
Play next (return to movie list),'',,'',,EMPTY (SOME)
Play next (return to previous service),'',,'',,EMPTY (SOME)
Play previous,'',,'',,EMPTY (SOME)
Play recorded movies...,播放錄製的電影...,,播放錄製的電影...,,CONSISTENT (SOME)
Please add titles to the compilation.,請添加標題.,,請添加標題.,,CONSISTENT (SOME)
Please change recording endtime,請更改錄製結束時間,,請更改錄製結束時間,,CONSISTENT (SOME)
Please choose an extension...,請選擇增加部分...,,請選擇增加部分...,,CONSISTENT (SOME)
Please configure or verify your Nameservers by filling out the required values.\nWhen you are ready press OK to continue.,請設定或核實填寫您的功能變數名稱伺服器.\n準備好後按OK繼續.,,請設定或核實填寫您的功能變數名稱伺服器.\n準備好後按OK繼續.,,CONSISTENT (SOME)
Please configure the fallback tuner setup?,,,'',,SOLITARY
Please configure your internet connection by filling out the required values.\nWhen you are ready press OK to continue.,下列數值必須設定正確才能連接到Internet.\n當您準備好後按OK鍵確認.,,下列數值必須設定正確才能連接到Internet.\n當您準備好後按OK鍵確認.,,CONSISTENT (SOME)
Please connect your receiver to the internet,,,'',,SOLITARY
Please do not change any values unless you know what you are doing!,"不要做任何改變,除非您知道您在幹什麼!",,"不要做任何改變,除非您知道您在幹什麼!",,CONSISTENT (SOME)
Please enter a name for the new bouquet,重命名自定義組,,重命名自定義組,,CONSISTENT (SOME)
Please enter a name for the new marker,重命名標籤,,重命名標籤,,CONSISTENT (SOME)
Please enter a new filename,請輸入一個新的檔案名,,請輸入一個新的檔案名,,CONSISTENT (SOME)
Please enter filename (empty = use current date),請輸入檔案名 (空=使用當時日期命名),,請輸入檔案名 (空=使用當時日期命名),,CONSISTENT (SOME)
Please enter name of the new directory,為新的目錄重命名,,為新的目錄重命名,,CONSISTENT (SOME)
Please enter new description:,,,'',,SOLITARY
Please enter new name:,,,'',,SOLITARY
Please enter the correct pin code,請輸入正確的密碼,,請輸入正確的密碼,,CONSISTENT (SOME)
Please enter the new PIN code,,,'',,SOLITARY
Please enter the old PIN code,'',,'',,EMPTY (SOME)
Please follow the instructions on the TV,請依照電視螢幕指導操作.,,請依照電視螢幕指導操作.,,CONSISTENT (SOME)
Please note that the previously selected media could not be accessed and therefore the default directory is being used instead.,"請注意的是之前選擇的媒體不能訪問,預設的目錄已被替換.",,"請注意的是之前選擇的媒體不能訪問,預設的目錄已被替換.",,CONSISTENT (SOME)
Please press OK to continue.,請按OK鍵確認.,,請按OK鍵確認.,,CONSISTENT (SOME)
Please re-enter the new PIN code,,,'',,SOLITARY
Please select a playlist to delete...,請選擇要刪除的播放列表...,,請選擇要刪除的播放列表...,,CONSISTENT (SOME)
Please select a playlist...,請選擇一個播放列表...,,請選擇一個播放列表...,,CONSISTENT (SOME)
Please select a sub service...,'',,'',,EMPTY (SOME)
Please select a subservice to record...,請選擇要錄製的字幕...,,請選擇要錄製的字幕...,,CONSISTENT (SOME)
Please select a subservice...,請選擇一個字幕...,,請選擇一個字幕...,,CONSISTENT (SOME)
Please select medium to be scanned,'',,'',,EMPTY (SOME)
Please select medium to use as backup location,請選擇作為備份的媒介,,請選擇作為備份的媒介,,CONSISTENT (SOME)
Please select tag to filter...,'',,'',,EMPTY (SOME)
