msgid,openatv,openhdf,openpli,openvix,STATUS
Preferred tuner DVB-S,,Tercih edilen tuner DVB-S,Tercih edilen tuner DVB-S,Tercih edilen tuner DVB-S,CONSISTENT (SOME)
Preferred tuner DVB-S for recordings,,Kayıtlar için tercih edilen tuner DVB-S,Kayıt için DVB-S tuneri tercih et.,Kayıtlar için tercih edilen tuner DVB-S,MISMATCH (SOME)
Preferred tuner DVB-T,,Tercih edilen tuner DVB-T,Tercih edilen tuner DVB-T,Tercih edilen tuner DVB-T,CONSISTENT (SOME)
Preferred tuner DVB-T for recordings,,Kayıtlar için tercih edilen tuner DVB-T,Kayıt için DVB-T tuneri tercih et.,Kayıtlar için tercih edilen tuner DVB-T,MISMATCH (SOME)
Preferred tuner for recordings,Kayıtlar için tercih edilen radyo,Kayıtlar için tercih edilen tuner,Kayıtlar için tercih edilen tuner,Kayıtlar için tercih edilen tuner,MISMATCH (ALL)
Preparing... Please wait,Hazırlanıyor... Lütfen bekleyin,Hazırlanıyor... Lütfen bekleyin,Hazırlanıyor... Lütfen bekleyin,Hazırlanıyor... Lütfen bekleyin,CONSISTENT (ALL)
Press '0' to toggle PiP mode,RiR modu arasında geçiş yapmak için '0' tuşuna basın,RiR modu arasında geçiş yapmak için '0' tuşuna basın,RiR geçiş yapmak için '0'a bas,RiR modu arasında geçiş yapmak için '0' tuşuna basın,MISMATCH (ALL)
Press 'OK' for attach next function or 'CH+/-' for edit attached.,,,'',,SOLITARY
Press 'OK' for remove item or 'CH+/-' for toggle to list of features.,,,'',,SOLITARY
Press 'OK' for remove item or < > for change order or 'CH+/-' for toggle to list of features.,,,'',,SOLITARY
Press INFO on your remote control for additional information.,Ek bilgi için INFO'ya basın.,Ek bilgi için uzaktan kumanda üzerindeki INFO tuşuna basın.,Ek bilgi için uzaktan kumanda üzerindeki INFO (EPG)  tuşuna basın.,Ek bilgi için INFO'ya basın.,MISMATCH (ALL)
Press MENU on your remote control for additional options.,Ek seçenekler için MENU'ye basın.,Ek seçenekler için uzaktan kumanda üzerindeki MENU tuşuna basın.,Ek seçenekler için uzaktan kumanda üzerindeki MENU düğmesine basın.,Ek seçenekler için MENU'ye basın.,MISMATCH (ALL)
Press OK on your remote control to continue.,Devam etmek için kumandanızın OK tuşuna basın.,Devam etmek için kumandanızın OK tuşuna basın.,Devam etmek için kumandanızın OK tuşuna basın.,Devam etmek için kumandanızın OK tuşuna basın.,CONSISTENT (ALL)
Press OK to activate the settings.,Ayarları onaylamak için OK tuşuna basın.,Ayarları aktif  için OK tuşuna basın.,Onaylamak için OK tuşuna basın.,Onaylamak için OK tuşuna basın.,MISMATCH (ALL)
Press OK to edit the settings.,Ayarları düzenlemek için OK tuşuna basın.,Ayarları düzenlemek için OK tuşuna basın.,Düzenlemek için OK tuşuna basın.,Ayarları düzenlemek için OK tuşuna basın.,MISMATCH (ALL)
Press OK to get further details for %s,Hakkında daha ayrıntılı bilgi almak için OK tuşuna basın %s,'',%s detayları için OK tuşuna basın,%s detayları için OK tuşuna basın,MISMATCH (ALL)
Press OK to scan,Taramak için OK tuşuna basın,Arama yapmak için OK tuşuna basın,Arama için OK'a basın,Arama için OK tuşuna basın,MISMATCH (ALL)
Press OK to select a provider.,Sağlayıcı seçmek için OK tuşuna basın.,Bir sağlayıcı seçmek için OK tuşuna basın.,Bir sağlayıcı seçmek için OK tuşuna basın.,Bir sağlayıcı seçmek için OK tuşuna basın.,MISMATCH (ALL)
Press OK to select satellites,Uyduları seçmek için OK tuşuna basın,Uyduları seçmek için OK tuşuna basın,Uydu seçmek için OK tuşuna basın,Uyduları seçmek için OK tuşuna basın,MISMATCH (ALL)
Press OK to select/deselect a CAId.,CAId seçmek/bırakmak için OK tuşuna basın.,CAId seçmek/bırakmak için OK tuşuna basın.,CAId seçmek/bırakmak için OK'a basın.,CAId seçmek/bırakmak için OK tuşuna basın.,MISMATCH (ALL)
Press OK to toggle the selection,Seçiminde geçiş yapmak için OK tuşuna basın,,Seçimi tamamlamak için OK bas,Seçiminde geçiş yapmak için OK tuşuna basın,MISMATCH (SOME)
Press OK to toggle the selection.,Seçiminde geçiş yapmak için OK tuşuna basın.,Seçiminde geçiş yapmak için OK tuşuna basın.,Seçiminde geçiş yapmak için OK tuşuna basın.,Seçiminde geçiş yapmak için OK tuşuna basın.,CONSISTENT (ALL)
"Press OK, save and exit...",,,OK tuşu ile kaydedip çıkın.,"OK tuşuna basın, kaydedin ve çıkın ...",MISMATCH (SOME)
Press or select button and then press 'OK' for attach function.,,,'',,SOLITARY
Press or select button and then press 'OK' for attach next function or edit attached.,,,'',,SOLITARY
Press yellow to set this interface as default interface.,,Bu arayüzü varsayılan arayüz olarak ayarlamak için sarı tuşa basın.,Bu arayüzü varsayılan arayüz olarak atamak için sarı tuşa basın.,,MISMATCH (SOME)
Prev,,,Önceki,,SOLITARY
Preview,Önizleme,Önizleme,Önizleme,Önizleme,CONSISTENT (ALL)
Preview menu,Önizleme menüsü,Önizleme menüsü,Önizleme menüsü,Önizleme menüsü,CONSISTENT (ALL)
Preview selected channel,Seçili kanalı önizle,Seçilen kanalı önizle,Seçili kanalı Izle,,MISMATCH (SOME)
Primary DNS,Birincil DNS,Birincil DNS,Birincil DNS,Birincil DNS,CONSISTENT (ALL)
Prime time,,,Prime time,,SOLITARY
Priority,Öncelik,Öncelik,Öncelik,Öncelik,CONSISTENT (ALL)
Process,İşlemler,İşlemler,İşlemler,İşlemler,CONSISTENT (ALL)
Progress,İşleyiş,İlerleme,İlerleme,İşleyiş,MISMATCH (ALL)
Progress bar left,İlerleme çubuğu solda,İlerleme çubuğu solda,Sol ilerleme çubuğu,İlerleme çubuğu solda,MISMATCH (ALL)
Progress bar right,İlerleme çubuğu sağda,İlerleme çubuğu sağda,Sağ ilerleme çubuğu,İlerleme çubuğu sağda,MISMATCH (ALL)
Progress:,İlerleme:,İlerleme:,'',,INCOMPLETE (SOME)
Properties of current title,Geçerli başlığın özellikleri,Mevcut başlığın özellikleri,Mevcut başlığın özellikleri,Geçerli başlığın özellikleri,MISMATCH (ALL)
Protect Screens,Ekranların koruması,,Ekran Koruma,,MISMATCH (SOME)
Protect configuration,Yapılandırma koruması,Yapılandırma koruması,Yapılandırma Koruması,Yapılandırma koruması,MISMATCH (ALL)
Protect context menus,Menü bağlam koruması,'',İçerik menülerini koru,Menü bağlam koruması,MISMATCH (ALL)
Protect main menu,Ana menü koruması,Ana menü koruması,Ana menü koruması,Ana menü koruması,CONSISTENT (ALL)
Protect manufacturer reset screen,,,Fabrika ayarları koruması,Üretici sıfırlama ekranı koruması,MISMATCH (SOME)
Protect menu sort,,,'',,SOLITARY
Protect movie list,Film listesi koruması,Film listesi koruması,Film listesi koruması,Film listesi koruması,CONSISTENT (ALL)
Protect on epg age,Epg'de yaş koruması,'',Epg yaş sınırı koruması,Epg'de yaş koruması,MISMATCH (ALL)
Protect plugin browser,Eklenti tarayıcı koruması,Eklenti gezgini koruması,Eklenti Listesi Koruması,Eklenti tarayıcı koruması,MISMATCH (ALL)
Protect services,Hizmetleri koru,Kanalları koruma,Kanallar korunsun mu?,Kanallar korunsun mu?,MISMATCH (ALL)
Protect software update screen,,,Yazılım güncelleme koruması,Yazılım güncelleme ekranı koruması,MISMATCH (SOME)
Protect standby menu,Bekleme menüsü koruması,Bekleme menüsü koruması,Hazırda Bekletme koruması,Bekleme menüsü koruması,MISMATCH (ALL)
Protect timer menu,Zamanlayıcı menüsü koruması,Zamanlayıcı menüsü koruması,Zaman Kaydırma koruması,Zamanlayıcı menüsü koruması,MISMATCH (ALL)
Provider,Sağlayıcı,Sağlayıcı,Yayıncı,Sağlayıcı,MISMATCH (ALL)
Providers,Sağlayıcılar,Sağlayıcılar,Yayıncılar,Sağlayıcılar,MISMATCH (ALL)
Puerto Rico,Porto Riko,,'','',INCOMPLETE (SOME)
Purge deleted user bouquets,,,Buketleri Sil,'',INCOMPLETE (SOME)
Put TV in standby,TV'yi bekleme kipine al,'',TV yi bekleme konumuna al,TV'yi bekleme kipine al,MISMATCH (ALL)
Put receiver in standby,,'',Alıcıyı bekleme konumuna al,,INCOMPLETE (SOME)
Python frontend for /tmp/mmi.socket,/tmp/mmi.socket için Python uç birimi,'',/tmp/mmi.socket için Python uç birimi,/tmp/mmi.socket için Python uç birimi,INCOMPLETE (ALL)
Python version: ,,,Python versiyonu: ,,SOLITARY
Qatar,Katar,,'',Katar,INCOMPLETE (SOME)
Question,Soru,Soru,Soru,Soru,CONSISTENT (ALL)
Quick,Hızlı,Hızlı,Hızlı,Hızlı,CONSISTENT (ALL)
Quick zap,Hızlızap,Hızlı kanal değiştir,Hızlı kanal değiştirme,Hızlı kanal değiştir,MISMATCH (ALL)
REC,'',,'',Kayıt,INCOMPLETE (SOME)
RF output,RF çıkışı,RF çıkışı,RF çıkışı,,CONSISTENT (SOME)
RGB,'',RGB,RGB,RGB,INCOMPLETE (ALL)
Radio,,Radyo,Radyo,Radyo,CONSISTENT (SOME)
Ram disk,,,Ram disk,,SOLITARY
Random,Rastgele,Rastgele,Rasgele,Rastgele,MISMATCH (ALL)
Rating defined by broadcaster - %d,Yayıncının tanımladığı reyting -%d,'',Yayıncı tarafından tanımlanan Değerlendirme - %d,Yayıncının tanımladığı reyting -%d,MISMATCH (ALL)
Rating undefined,Reyting belirtilmemiş,Değerlendirme tanımlanmadı,Değerlendirme tanımlanmamış,Reyting belirtilmemiş,MISMATCH (ALL)
Really close without saving settings?,Ayarlarınızı saklamadan çıkmak istediğinizden emin misiniz?,Ayarlarınızı kaydetmeden çıkmak istediğinize emin misiniz?,Ayarlarınızı kaydetmeden çıkmak istediğinizden emin misiniz?,Ayarlarınızı kaydetmeden çıkmak istediğinizden emin misiniz?,MISMATCH (ALL)
Really delete done timers?,İşi bitmiş zamanlayıcıları silmek istiyor musunuz?,Tamamlanan zamanlayıcıları silmek istiyor musunuz?,Tamamlanan zamanlayıcıları silmek istiyor musunuz?,,MISMATCH (SOME)
Really exit the subservices quickzap?,Alt servis hızlı geçişinden çıkmak istiyor musunuz?,'',Alt servislerde hızlı kanal değiştirme iptal olsun mu?,Alt servis hızlı geçişinden çıkmak istiyor musunuz?,MISMATCH (ALL)
Really reboot now?,Şimdi yeniden başlatmak istiyor musunuz?,Şimdi yeniden başlatmak istiyor musunuz?,Yeniden başlatmak istiyor musunuz?,Şimdi yeniden başlatmak istiyor musunuz?,MISMATCH (ALL)
Really restart now?,Şimdi yeniden başlatmak istiyor musunuz?,Şimdi yeniden başlatmak istiyor musunuz?,Yeniden başlatmak istiyor musunuz?,Şimdi yeniden başlatmak istiyor musunuz?,MISMATCH (ALL)
Really shutdown now?,Şimdi kapatmak istiyor musunuz?,Şimdi kapatmak istiyor musunuz?,STB'ı şimdi kapatmak istiyor musunuz?,Şimdi kapatmak istiyor musunuz?,MISMATCH (ALL)
Really store at index %2d for current position?,,,Mevcut pozisyona %2d endeks saklansın mı?,Mevcut pozisyona %2d endeks saklansın mı?,CONSISTENT (SOME)
Really update the frontprocessor and reboot now?,,,Şimdi ön işlemci güncellensin ve cihaz yeniden başlatılsın mı?,,SOLITARY
Really update your settop box and reboot now?,,,Uydu alıcınız güncellensin ve yeniden başlatılsın mı?,,SOLITARY
Reboot,Sistemi yeniden başlat,Yeniden başlat,Yeniden başlat,Yeniden başlat,MISMATCH (ALL)
Rec,,,Kayıt,Kayıt,CONSISTENT (SOME)
Recall to previous service,,,Önceki servisi çağır,,SOLITARY
Reception settings,Resepsiyon ayarları,,Resepsiyon ayarları,,CONSISTENT (SOME)
Record,Kayıt,Kayıt,Kayıt,Kayıt,CONSISTENT (ALL)
Record time limited due to conflicting timer %s,%s zamanlayıcısı ile çakışmadan dolayı kayıt süresi sınırlandırılmış,%s zamanlayıcısı ile çakışmadan dolayı kayıt süresi sınırlandırılmış,%s zamanlayıcısı ile çakışmadan dolayı kayıt süresi sınırlandırılmış,%s zamanlayıcısı ile çakışmadan dolayı kayıt süresi sınırlandırılmış,CONSISTENT (ALL)
Recorded files...,,,Kaydedilmiş dosyalar...,,SOLITARY
Recording,Kaydediliyor,Kayıt,Kaydediliyor,Kaydediliyor,MISMATCH (ALL)
Recording Setup,Kayıt kurulum,Kayıt Kurulumu,Kayıt Ayarları,,MISMATCH (SOME)
Recording in progress,Kayıt devam ediyor,Kayıt devam ediyor,Kayıt devam ediyor,Kayıt devam ediyor,CONSISTENT (ALL)
Recording paths,,,Kayıt yeri,,SOLITARY
Recording type,Kayıt tipi,Kayıt tipi,Kayıt tipi,Kayıt tipi,CONSISTENT (ALL)
Recording(s) are in progress or coming up in few seconds!,Kayıt işlemi devam ediyor veya birkaç saniye içinde başlayacak!,'',Kayıt işlemi devam ediyor veya birkaç saniye içinde başlayacak!,Kayıt işlemi devam ediyor veya birkaç saniye içinde başlayacak!,INCOMPLETE (ALL)
Recordings,Kayıtlar,Kayıtlar,Kayıt,Kayıtlar,MISMATCH (ALL)
Recordings always have priority,Kayıt işlemi önceliklidir,Kayıtların her zaman önceliği vardır,Kayıt işlemine öncelik ver,Kayıt işlemi önceliklidir.,MISMATCH (ALL)
Red,,Kırmızı,Kırmızı,Kırmızı,CONSISTENT (SOME)
Red button...,Kırmızı tuş...,Kırmızı tuş...,Kırmızı tuş...,Kırmızı tuş...,CONSISTENT (ALL)
Red colored,Kırmızı renkli,Kırmızı renkli,Kırmızı renk,Kırmızı renkli,MISMATCH (ALL)
Reenter PIN,PIN'i tekrar girin,Parolayı tekrar girin,'',,MISMATCH (SOME)
Reflash recommended!,,,Yeniden Imaj Yükleme Gerekli!,Yeniden Imaj Yükleme Gerekli!,CONSISTENT (SOME)
Refresh,,Yenile,Yenile,,CONSISTENT (SOME)
Refresh rate,Yenileme hızı,Tazeleme hızı,Tazeleme hızı,Yenileme hızı,MISMATCH (ALL)
Refresh rate selection.,Yenileme hızı seçimi.,Yenileme oranı seçimi.,Yenileme hızı seçimi.,Yenileme hızı seçimi.,MISMATCH (ALL)
Regard deep standby as standby,"Derin uykuyu, bekleme olarak kabul et","Derin uykuyu, bekleme olarak kabul et","Derin bekleme modu, bekleme modu olsun","Derin uykuyu, bekleme olarak kabul et.",MISMATCH (ALL)
Region,Bölge,,Bölge,Bölge,CONSISTENT (SOME)
Relative,Bağıl,İlgili,İlgili,bağıl,MISMATCH (ALL)
Relevant PIDs routing,,,'','',EMPTY (SOME)
Reload,Yenile,Yeniden Yükle,Yeniden Yükle,Yenile,MISMATCH (ALL)
Reload blacklists,Kara listeyi yeniden yükle,'',Kara Listeyi yeniden yükle,Kara listeyi yeniden yükle,MISMATCH (ALL)
Reloading bouquets and services...,Buket ve kanalları yeniden yüklüyor...,Buketler ve kanallar yeniden yükleniyor...,Buketler ve kanallar yeniden yükleniyor...,Buket ve kanalları yeniden yüklüyor...,MISMATCH (ALL)
Remember last service in PiP,PiP'de son servisi hatırla,'',RiR son hizmet hatırla,,MISMATCH (SOME)
Remember service PIN,Kanal PINini hatırla,Kanal parolasını hatırla,Kanal Şifresini hatırla,Kanal şifresini hatırla,MISMATCH (ALL)
"Reminder, you have chosen to save timeshift file.",,,"Hatırlatma, ZamanKaydırmayı dosyaya kaydetmek için ayrladın.","Hatırlatma, Zaman Kaydırmayı dosyaya kaydetmek için ayarladın.",MISMATCH (SOME)
Remote control type,Uzaktan kumanda tipi,Uzaktan kumanda tipi,U. Kumanda tipi,Uzaktan kumanda tipi,MISMATCH (ALL)
Removal has completed.,,,Kaldırma tamamladı.,,SOLITARY
Remove,Kaldır,Kaldır,Sil,Kaldır,MISMATCH (ALL)
Remove a mark,İşaret Kaldır,İşaret Kaldır,İşaret Kaldır,İşaret Kaldır,CONSISTENT (ALL)
Remove a nameserver entry,Bir ad sunucusu girişini kaldırma,'',İsim sunucusu girişini sil,ad sunucu kaydını kaldır,MISMATCH (ALL)
Remove all alternatives,,,Alternatiflerin tümünü kaldır,Alternatiflerin tümünü kaldır,CONSISTENT (SOME)
Remove all logfiles,,,'',,SOLITARY
Remove all new found flags,,,"Yeni bulundu, İşaretlerinin Tümünü Kaldır",Yeni bulundu işaretlerinin tümünü kaldır,MISMATCH (SOME)
Remove bookmark,Yer işaretini kaldır,Yer imini kaldır,Kısayolu sil,yer imini kaldır,MISMATCH (ALL)
Remove bouquet from parental protection,,,Aile korumasından çıkar,Ebeveyn korumadan buket kaldır,MISMATCH (SOME)
Remove cable services,,,Kablo servisleri sil,Kablolu kanallarını kaldır,MISMATCH (SOME)
Remove completed timers after (days),Biten zamanlayıcıları (gün) sonra kaldır,Tamamlanmış zamanlayıcıları (gün) sonra kaldır,Tamamlanmış zamanlayıcıları kaldırın (gün) sonra,,MISMATCH (SOME)
Remove currently selected title,Seçilen geçerli başlığı kaldır,Şu anda seçili olan başlığı kaldır,Seçilen geçerli başlığı sil,Seçilen geçerli başlığı kaldır,MISMATCH (ALL)
Remove directory,,,Klasörü sil,,SOLITARY
Remove entry,,,Seçili Kanalı/Buketi Sil,Girdiyi sil,MISMATCH (SOME)
Remove from parental protection,,,Aile korumasından çıkar,Ebeveyn korumasından kaldır,MISMATCH (SOME)
Remove items from trash can after (days),Çöp kutusunu (gün) sonra boşalt,'',Çöp Kutusu öğelerini (gün) sonra kaldır,Çöp kutusunu (gün) sonra boşalt,MISMATCH (ALL)
Remove new found flag,,,Yeni bulundu işaretini kaldır,Yeni bulundu işaretini kaldır,CONSISTENT (SOME)
Remove plugins,Eklentileri kaldır,Eklentileri kaldır,Eklenti Sil,Eklentileri kaldır,MISMATCH (ALL)
Remove selected satellite,,,"Seçili, Uyduyu Sil",Seçili uyduyu kaldır,MISMATCH (SOME)
Remove terrestrial services,,,Karasal servisleri sil,Karasal kanalları kaldır,MISMATCH (SOME)
Remove this logfile,,,'',,SOLITARY
Remove title,Başlığı kaldır,Başlığı kaldır,Başlığı sil,Başlığı kaldır,MISMATCH (ALL)
Removing,Kaldırılıyor,Kaldırılıyor,Kaldırılıyor,Kaldırılıyor,CONSISTENT (ALL)
Removing directory %s failed. (Maybe not empty.),%s klasörü silinemedi. (Klasör boş olmayabilir.),'',%s klasörü silinemedi. (Klasör boş olmayabilir.),%s klasörü silinemedi. (Klasör boş olmayabilir.),INCOMPLETE (ALL)
Removing partition table,Bölüntü tablosu kaldırılıyor,Bölümleme tablosu kaldırılıyor,Bölümleme tablosu kaldırılıyor,,MISMATCH (SOME)
Rename,Adını değiştirmek,Ad değiştir,Ad değiştir ,Ad değiştir ,MISMATCH (ALL)
Rename entry,,,Ad değiştir ,Girdiyi yeniden adlandır,MISMATCH (SOME)
Rename name and description for new events,Yeni etkinlikler için adı ve açıklamayı yeniden adlandırın,'',Yeni etkinlik için adını ve açıklamasını yeniden adlandırın,Yeni etkinlikler için adı ve açıklamayı yeniden adlandırın,MISMATCH (ALL)
Repeat,Tekrarlar,Tekrarla,Tekrar,Tekrarlar,MISMATCH (ALL)
Repeat leave standby messages,,'','',,EMPTY (SOME)
Repeat playlist,,,Oynatma Listesini Tekrarla,,SOLITARY
Repeat type,Tekrar Tipi,Tekrar Tipi,Çeşidi yineleyin,Tekrar Tipi,MISMATCH (ALL)
Repeating event currently recording.\nWhat do you want to do?,,,Kayıtta tekrar var.\nNe yapmak istiyorsun?,,SOLITARY
Repeating event currently recording... What do you want to do?,Tekrarlayan etkinlik kayıt ediliyor... Ne yapmak istersiniz?,'',Tekrarlama görevi verilmiş kayıt işlemi yapılıyor. Ne yapmak istersiniz?,Tekrarlayan etkinlik kayıt ediliyor... Ne yapmak istersiniz?,MISMATCH (ALL)
Repeats,Tekrarlar,Tekrarlama,Tekrarlama,Tekrarlar,MISMATCH (ALL)
Replace `- ` in dialogs with colored text per speaker (like teletext subtitles for the hearing impaired),Hoparlör başına renkli metin içeren diyaloglarda (- işitme engelliler için teletekst altyazıları gibi),,Diyaloglardaki  `- ` her konuşmada renkli yazı ile değiştir.,Hoparlör başına renkli metin içeren diyaloglarda (- işitme engelliler için teletekst altyazıları gibi),MISMATCH (SOME)
Request for vendor report,,'','',,EMPTY (SOME)
Require authentication for http streams,Http akışları için kimlik doğrulaması iste,Http akışları için kimlik doğrulaması gerekir,Http akışları için kimlik doğrulaması iste,Http akışları için kimlik doğrulaması gerekir,MISMATCH (ALL)
Required medium type:,İstenen ortam tipi:,İstenen ortam tipi:,İhtiyaç duyulan medya tipi:,İstenen ortam tipi:,MISMATCH (ALL)
Rereading partition table,Bölüntü tablosu tekrar okunuyor,'',Bölümleme tablosu okunuyor,,MISMATCH (SOME)
Reserved,Ayrılmış,'',Ayrılmış,Ayrılmış,INCOMPLETE (ALL)
Reset,Sıfırla,Sıfırla,Sıfırla,Sıfırla,CONSISTENT (ALL)
Reset and renumerate title names,Başlık adlarını sıfırla ve yeniden numarala,Başlık adlarını sıfırlama ve yeniden adlandırma,Başlık ve adları sıfırla ve yeniden numarala,Başlık adlarını sıfırla ve yeniden numarala,MISMATCH (ALL)
Reset order (All),,,'',,SOLITARY
Reset persistent PIN code,Kalıcı PIN kodunu sıfırla,Kalıcı parolayı sıfırla,'','',MISMATCH (ALL)
Reset playback position,Çalma konumunu sıfırla,'',Kayıttan yürütme pozisyonunu sıfırlayın,Çalma konumunu sıfırla,MISMATCH (ALL)
Reset video enhancement settings to system defaults?,"Görüntü iyileştirme ayarınız, sistem varsayılanına döndürülsün mü?","Görüntü iyileştirme ayarınız, sistem varsayılanına döndürülsün mü?","Görüntü iyileştirme ayarınız, sistem varsayılanına döndürülsün mü?","Görüntü iyileştirme ayarınız, sistem varsayılanına döndürülsün mü?",CONSISTENT (ALL)
Reset video enhancement settings to your last configuration?,"Görüntü iyileştirme ayarlarınız, en son yapılandırmanıza döndürülsün mü?",Video geliştirme ayarlarını son yapılandırmanıza sıfırlansın mı?,"Görüntü iyileştirme ayarlarınız, en son yapılandırmanıza döndürülsün mü?","Görüntü iyileştirme ayarlarınız, en son yapılandırmanıza döndürülsün mü?",MISMATCH (ALL)
Resolution,Çözünürlük,Çözünürlük,Çözünürlük,Çözünürlük,CONSISTENT (ALL)
Restart,Yeniden başlat,Yeniden başlat,Yeniden Başlat,Yeniden başlat,MISMATCH (ALL)
Restart GUI now?,Kullanıcı arayüzünü şimdi yeniden başlat?,Grafiksel arayüz şimdi yeniden başlatılsın mı?,GUI'yi yeniden başlatmak istiyor musunuz?,Grafiksel arayüz şimdi yeniden başlatılsın mı?,MISMATCH (ALL)
Restart enigma,Enigma'yı yeniden başlat,Enigma'yı yeniden başlat,Enigma'yı yeniden başlat,,CONSISTENT (SOME)
Restart network,Ağı yeniden başlat,Ağı yeniden başlat,Ağı yeniden başlat,Ağı yeniden başlat,CONSISTENT (ALL)
Restart softcam,Softcam'i yeniden başlat,Softcamı yeniden başlat,SoftCam'ı yeniden başlat,,MISMATCH (SOME)
Restart test,Testi yeniden başlat,Testi yeniden başlat,Test'i yenile,Testi yeniden başlat,MISMATCH (ALL)
Restart your network connection and interfaces.\n,Ağ bağlantısını ve ağ arayüzlerini yeniden başlatın.\n,Ağ bağlantısını ve ağ arayüzlerini yeniden başlatın.\n,Ağ bağlantısını ve ağ arayüzlerini yeniden başlatın.\n,Ağ bağlantısını ve ağ arayüzlerini yeniden başlatın.\n,CONSISTENT (ALL)
Restore,Geri yükle,Geri yükle,Geri Yükle,Geri yükle,MISMATCH (ALL)
Restore backups,Yedekleri geri yükle,,Yedekten geri yükle,Yedekleri geri yükle,MISMATCH (SOME)
Restore deleted user bouquets,,,Silinen buketleri geri yükle,Silinen buketleri geri yükle,CONSISTENT (SOME)
Restore system settings,Sistem ayarlarını geri yükle,Sistem ayarlarını geri yükle,Sistem ayarlarını geri yükle,Sistem ayarlarını geri yükle,CONSISTENT (ALL)
Restore your backups by date.,,,Yedeklerinizi tarihe göre geri yükleyin.,,SOLITARY
Restore your receiver settings.,,,Alıcının ayarlarını geri yükle.,,SOLITARY
Restoring...,Geri yükleniyor...,Geri yükleniyor...,Geri yükleniyor ...,Geri yükleniyor...,MISMATCH (ALL)
Resume from last position,Son konumdan devam et,Son konumdan devam et,Kaldığı yerden devam et,Son konumdan devam et,MISMATCH (ALL)
Resume position at %s,%s konumundan devam et,'',%s pozisyonundan devam et,%s konumundan devam et,MISMATCH (ALL)
Resuming playback,Oynatmaya devam ediliyor,Oynatmaya devam ediliyor,Oynatmaya devam ediliyor,Oynatmaya devam ediliyor,CONSISTENT (ALL)
Return to movie list,Film listesine geri dön,Film listesine dön,Film listesine geri dön,Film listesine geri dön,MISMATCH (ALL)
Return to previous service,Önceki kanala dön,Önceki kanala dön,Önceki kanala dön,Önceki kanala dön,CONSISTENT (ALL)
Reunion,Birleşme,,'','',INCOMPLETE (SOME)
Reverse bouquet buttons,Buket tuşlkarını tersine çevir,Buket tuşlarını tersine çevir,Buket tuşlarını tersine çevir,Buket tuşlarını tersine çevir,MISMATCH (ALL)
Reverse list,Ters liste,,Ters Liste,Ters liste,MISMATCH (SOME)
Rewind speeds,Geri sarma hızları,Hızlı geri sarma hızları,Geri sarma hızları,Geri sarma hızları,MISMATCH (ALL)
Rewrap subtitles,Altyazıları yeniden yaz,,Alt yazıyı yeniden başlat,Altyazıları yeniden sar,MISMATCH (SOME)
Right,Sağ,Sağ,Sağ,Sağ,CONSISTENT (ALL)
Right from servicename,Kanal adının sağında,Kanal adından sağa,Servis adının sağı,Kanal adının sağında,MISMATCH (ALL)
Roll-off,'','',Yuvarlama,Roll-off,MISMATCH (ALL)
Romanian,Rumence,Rumence,Romence,Rumence,MISMATCH (ALL)
Root,Kök,,'',Root,MISMATCH (SOME)
Root directory,Kök klasör,Kök klasör,Ana Dizin,Kök klasör,MISMATCH (ALL)
Rotor step position:,Rotor adım pozisyonu:,'',Rotorun adım pozisyonu:,Rotor adım konumu,MISMATCH (ALL)
Rotor turning speed,Motor dönüş hızı,Rotor dönüş hızı,Motor dönüş hızı,Motor dönüş hızı,MISMATCH (ALL)
Rotor: ,,,Rotor: ,Rotor: ,UNCHANGED (SOME)
Round start time on,,'',Zamanında dön,,INCOMPLETE (SOME)
Russian,Rusça,Rusça,Rusça,Rusça,CONSISTENT (ALL)
Rwanda,Ruanda,,'',Ruanda,INCOMPLETE (SOME)
S-Video,'',S-Video,S-Video,S-Video,INCOMPLETE (ALL)
SCPC optimized search range,SCPC optimize edilmiş arama aralığı,'','','',INCOMPLETE (ALL)
SCR (Unicable/JESS),,,'',SCR (Unicable/JESS),INCOMPLETE (SOME)
SCR JESS,,,'',SCR JESS,INCOMPLETE (SOME)
SCR Unicable,,,'',SCR Unicable,INCOMPLETE (SOME)
SINGLE LAYER DVD,TEK KATMAN DVD,'',TEK KATMAN DVD,TEK KATMAN DVD,INCOMPLETE (ALL)
SNR,,,SNR,,SOLITARY
SNR:,'',,SNR:,'',INCOMPLETE (SOME)
SPDIF,'',SPDIF,'',SPDIF,INCOMPLETE (ALL)
SRT File,,,'',,SOLITARY
SRT file,,,'',SRT dosyası,INCOMPLETE (SOME)
SSA File,,,'',,SOLITARY
SSA file,,,'',SSA dosyası,INCOMPLETE (SOME)
SSID:,Ağ adı (SSID):,SSID:,SSID:,Ağ adı (SSID):,MISMATCH (ALL)
Saint Barthelemy,Aziz Barthelemy,,'','',INCOMPLETE (SOME)
"Saint Helena, Ascension and Tristan da Cunha","Saint Helena, Yükseliş ve Tristan da Cunha",,'','',INCOMPLETE (SOME)
Saint Kitts and Nevis,Saint Kitts ve Nevis,,'','',INCOMPLETE (SOME)
Saint Lucia,'',,'','',EMPTY (SOME)
Saint Martin (French part),Saint Martin (Fransızca bölüm),,'','',INCOMPLETE (SOME)
Saint Pierre and Miquelon,Saint Pierre ve Miquelon,,'','',INCOMPLETE (SOME)
