msgid,openatv,openhdf,openpli,openvix,APPEARANCES,UNIQUES,DUPLICATES,EMPTIES
Encrypted: ,Kóðun:,Kóðun:,Kóðun:,Kóðun:,4,1,3,0
Encryption,Kóðun,Kóðun,Kóðun,Kóðun,4,1,3,0
Encryption:,Kóðun:,Kóðun:,Kóðun:,Kóðun:,4,1,3,0
End alternatives edit,,,Hætta breytingum valkosta,,1,1,0,0
End bouquet edit,,,Hætta að breyta fléttu,,1,1,0,0
End favourites edit,,,Hætta breytingum eftirlætis lista,,1,1,0,0
End time,Loka tími,Loka tími,Loka tími,Loka tími,4,1,3,0
English,Enska,Enska,Enska,Enska,4,1,3,0
Enter main menu...,Fara í aðal valmynd...,Fara í aðal valmynd...,Fara í aðal valmynd...,Fara í aðal valmynd...,4,1,3,0
Enter pin code,Slá inn kóða,Slá inn kóða,Slá inn kóða,Slá inn kóða,4,1,3,0
Enter the service pin,Sláðu inn rása kóða,Sláðu inn rása kóða,Sláðu inn rása kóða,Sláðu inn rása kóða,4,1,3,0
Error,Villa,Villa,Villa,Villa,4,1,3,0
Error: %s\nRetry?,Villa: %s\nReyna aftur?,Villa: %s\nReyna aftur?,Villa: %s\nReyna aftur?,Villa: %s\nReyna aftur?,4,1,3,0
Estonian,Eistneska,Eistneska,Eistneska,Eistneska,4,1,3,0
Ethernet network interface,Ethernet netkort,Ethernet netkort,Ethernet netkort,Ethernet netkort,4,1,3,0
Exceeds dual layer medium!,Þarf meira en tveggja laga disk!,Þarf meira en tveggja laga disk!,Þarf meira en tveggja laga disk!,Þarf meira en tveggja laga disk!,4,1,3,0
Execution finished!!,Keyrslu lokið!!,Keyrslu lokið!!,Keyrslu lokið!!,Keyrslu lokið!!,4,1,3,0
Exif,,'','','',3,0,0,3
Exit,Hætta,Hætta,Hætta,Hætta,4,1,3,0
Exit editor,Hætta í breytingum,Hætta í breytingum,Hætta í breytingum,Hætta í breytingum,4,1,3,0
Exit input device selection.,Hætta í inntaks tækja vali.,Hætta í inntaks tækja vali.,Hætta í inntaks tækja vali.,Hætta í inntaks tækja vali.,4,1,3,0
Exit network wizard,Hætta í netkerfis ráðgjafa,Hætta í netkerfis ráðgjafa,Hætta í netkerfis ráðgjafa,Hætta í netkerfis ráðgjafa,4,1,3,0
Exit the wizard,Hætta í ráðgjafa,Hætta í ráðgjafa,Hætta í ráðgjafa,Hætta í ráðgjafa,4,1,3,0
Expert,Sérfræði,Sérfræði,Sérfræði,Sérfræði,4,1,3,0
Extended Software,Viðbótar forrit,Viðbótar forrit,Viðbótar forrit,Viðbótar forrit,4,1,3,0
Extended Software Plugin,Viðbótar hugbúnaðar íforrit,Viðbótar hugbúnaðar íforrit,Viðbótar hugbúnaðar íforrit,Viðbótar hugbúnaðar íforrit,4,1,3,0
Extensions,Viðbætur,Viðbætur,Viðbætur,Viðbætur,4,1,3,0
Extensions management,Viðbóta umsýsla,Viðbóta umsýsla,Viðbóta umsýsla,Viðbóta umsýsla,4,1,3,0
FEC,,'','','',3,0,0,3
Factory reset,Verksmiðju stilling,Verksmiðju stilling,Verksmiðju stilling,Verksmiðju stilling,4,1,3,0
Failed,Tókst ekki,Tókst ekki,Tókst ekki,Tókst ekki,4,1,3,0
Fan %d,Vifta %d,Vifta %d,Vifta %d,Vifta %d,4,1,3,0
Fan %d PWM,,,Vifta %d PWM,,1,1,0,0
Fast,Hratt,Hratt,Hratt,Hratt,4,1,3,0
Fast DiSEqC,Hratt DiSEqC,Hratt DiSEqC,Hratt DiSEqC,Hratt DiSEqC,4,1,3,0
Fast epoch,Hratt tímabil,Hratt tímabil,Hratt tímabil,Hratt tímabil,4,1,3,0
Favourites,Eftirlætis listar,Eftirlætis listar,Eftirlætis listar,Eftirlætis listar,4,1,3,0
Finetune,Fínstilla,Fínstilla,Fínstilla,Fínstilla,4,1,3,0
Finished,Búið,Búið,Búið,Búið,4,1,3,0
Finished configuring your network,Búið að stilla netkerfið,Búið að stilla netkerfið,Búið að stilla netkerfið,Búið að stilla netkerfið,4,1,3,0
Finished restarting your network,Búið að endurræsa netkerfið,Búið að endurræsa netkerfið,Búið að endurræsa netkerfið,,3,1,2,0
Finnish,Finnska,Finnska,Finnska,Finnska,4,1,3,0
Following tasks will be done after you press OK!,Eftirfarandi aðgerðir verða framkvæmdar eftir að þú ýtir á OK!,Eftirfarandi aðgerðir verða framkvæmdar eftir að þú ýtir á OK!,Eftirfarandi aðgerðir verða framkvæmdar eftir að þú ýtir á OK!,Eftirfarandi aðgerðir verða framkvæmdar eftir að þú ýtir á OK!,4,1,3,0
Format,Forma,Forma,Forma,Forma,4,1,3,0
Frame size in full view,Stærð ramma í fullri stærð,Stærð ramma í fullri stærð,Stærð ramma í fullri stærð,Stærð ramma í fullri stærð,4,1,3,0
French,Franska,Franska,Franska,Franska,4,1,3,0
Frequency,Tíðni,Tíðni,Tíðni,Tíðni,4,1,3,0
Frequency bands,Tíðni bönd,Tíðni bönd,Tíðni bönd,Tíðni bönd,4,1,3,0
Frequency scan step size(khz),Skref við tíðnileit (khz),Skref við tíðnileit (khz),Skref við tíðnileit (khz),Skref við tíðnileit (khz),4,1,3,0
Frequency steps,Tíðniskref,Tíðniskref,Tíðniskref,Tíðniskref,4,1,3,0
Fri,Fös,Fös,Fös,Fös,4,1,3,0
Friday,Föstudagur,Föstudagur,Föstudagur,Föstudagur,4,1,3,0
Gateway,Beinir,Beinir,Beinir,Beinir,4,1,3,0
Genre,Gerð,Gerð,Gerð,Gerð,4,1,3,0
German,Þýska,Þýska,Þýska,Þýska,4,1,3,0
Getting plugin information. Please wait...,Næ í upplýsingar um íforrit. Vinsamlega bíðið...,Næ í upplýsingar um íforrit. Vinsamlega bíðið...,Næ í upplýsingar um íforrit. Vinsamlega bíðið...,Næ í upplýsingar um íforrit. Vinsamlega bíðið...,4,1,3,0
Goto 0,Fara á 0,Fara á 0,Fara á 0,Fara á 0,4,1,3,0
Goto position,Fara á staðsetningu,Fara á staðsetningu,Fara á staðsetningu,Fara á staðsetningu,4,1,3,0
Graphical Multi EPG,,,Myndrænn dagskrárstjóri (EPG),,1,1,0,0
Greek,Gríska,Gríska,Gríska,Gríska,4,1,3,0
Guard interval,,'','','',3,0,0,3
Harddisk,,,Harður diskur,,1,1,0,0
Hidden network,Falið netkerfi,Falið netkerfi,Falið netkerfi,Falið netkerfi,4,1,3,0
Hierarchy info,Hierarchy upplýsingar,Hierarchy upplýsingar,Hierarchy upplýsingar,Hierarchy upplýsingar,4,1,3,0
High bitrate support,Háhraða stuðningur,Háhraða stuðningur,Háhraða stuðningur,Háhraða stuðningur,4,1,3,0
Horizontal,Lárétt,Lárétt,Lárétt,Lárétt,4,1,3,0
How many minutes do you want to record?,Í hvað margar mínútur viltu taka upp?,Í hvað margar mínútur viltu taka upp?,Í hvað margar mínútur viltu taka upp?,,3,1,2,0
Hue,Litatónn,Litatónn,Litatónn,Litatónn,4,1,3,0
Hungarian,Ungverska,Ungverska,Ungverska,Ungverska,4,1,3,0
ISO file is too large for this filesystem!,Iso skrá er of stór fyrir þetta skráarkerfi!,Iso skrá er of stór fyrir þetta skráarkerfi!,Iso skrá er of stór fyrir þetta skráarkerfi!,Iso skrá er of stór fyrir þetta skráarkerfi!,4,1,3,0
ISO path,Slóð ISO skráar,Slóð ISO skráar,Slóð ISO skráar,Slóð ISO skráar,4,1,3,0
"If you see this, something is wrong with\nyour scart connection. Press OK to return.",Ef þú sérð þetta þá er eitthvað að scart\ntengingunni.Ýttu á OK til að fara til baka.,Ef þú sérð þetta þá er eitthvað að scart\ntengingunni.Ýttu á OK til að fara til baka.,Ef þú sérð þetta þá er eitthvað að scart\ntengingunni.Ýttu á OK til að fara til baka.,,3,1,2,0
"If your TV has a brightness or contrast enhancement, disable it. If there is something called \""dynamic\"", set it to standard. Adjust the backlight level to a value suiting your taste. Turn down contrast on your TV as much as possible.\nThen turn the brightness setting as low as possible, but make sure that the two lowermost shades of gray stay distinguishable.\nDo not care about the bright shades now. They will be set up in the next step.\nIf you are happy with the result, press OK.","Ef sjónvarpið þitt hefur skerpu aukningu (contrast enhancement), slökktu þá á því. Ef það er með eitthvað kallað \""dynamic\"", settu það þá á Standard eða Normal. Stilltu birtu baklýsingar eins og þér finnst best. Minnkaðu skerpu (contrast) stillingu sjónvarpsins eins mikið og hægt er en vertu samt viss um að rétt sjá dekkstu tvo grátónana.\nEkki hafa áhyggjur af björtum svæðum núna. Þeir verða stilltir næst.\nEf stillingin er orðin eins og þér finnst best ýttu þá á OK.","Ef sjónvarpið þitt hefur skerpu aukningu (contrast enhancement), slökktu þá á því. Ef það er með eitthvað kallað \""dynamic\"", settu það þá á Standard eða Normal. Stilltu birtu baklýsingar eins og þér finnst best. Minnkaðu skerpu (contrast) stillingu sjónvarpsins eins mikið og hægt er en vertu samt viss um að rétt sjá dekkstu tvo grátónana.\nEkki hafa áhyggjur af björtum svæðum núna. Þeir verða stilltir næst.\nEf stillingin er orðin eins og þér finnst best ýttu þá á OK.","Ef sjónvarpið þitt hefur skerpu aukningu (contrast enhancement), slökktu þá á því. Ef það er með eitthvað kallað \""dynamic\"", settu það þá á Standard eða Normal. Stilltu birtu baklýsingar eins og þér finnst best. Minnkaðu skerpu (contrast) stillingu sjónvarpsins eins mikið og hægt er en vertu samt viss um að rétt sjá dekkstu tvo grátónana.\nEkki hafa áhyggjur af björtum svæðum núna. Þeir verða stilltir næst.\nEf stillingin er orðin eins og þér finnst best ýttu þá á OK.","Ef sjónvarpið þitt hefur skerpu aukningu (contrast enhancement), slökktu þá á því. Ef það er með eitthvað kallað \""dynamic\"", settu það þá á Standard eða Normal. Stilltu birtu baklýsingar eins og þér finnst best. Minnkaðu skerpu (contrast) stillingu sjónvarpsins eins mikið og hægt er en vertu samt viss um að rétt sjá dekkstu tvo grátónana.\nEkki hafa áhyggjur af björtum svæðum núna. Þeir verða stilltir næst.\nEf stillingin er orðin eins og þér finnst best ýttu þá á OK.",4,1,3,0
"In order to record a timer, the TV was switched to the recording service!\n",,Til að taka upp á tíma stillingu þá var sjónvarpið stillt á upptökurás!\n,Til að taka upp á tíma stillingu þá var sjónvarpið stillt á upptökurás!\n,Til að taka upp á tíma stillingu þá var sjónvarpið stillt á upptökurás!\n,3,1,2,0
Increased voltage,Aukin spenna,Aukin spenna,Aukin spenna,Aukin spenna,4,1,3,0
Index,,,Yfirlit,,1,1,0,0
Info,Upplýsingar,Upplýsingar,Upplýsingar,Upplýsingar,4,1,3,0
Information,Upplýsingar,Upplýsingar,Upplýsingar,Upplýsingar,4,1,3,0
Init,Stilli,Stilli,Stilli,Stilli,4,1,3,0
Initial location in new timers,,,Sjálfgefin staður í nýjum tímastillingum,,1,1,0,0
Initialization,Frumstilling,Frumstilling,Frumstilling,,3,1,2,0
Initialize,Frumstiling,Frumstiling,Frumstiling,Frumstiling,4,1,3,0
Input,Inntak,Inntak,Inntak,Inntak,4,1,3,0
Input device setup,,Inntaks tækja uppsetning,Inntaks tækja uppsetning,,2,1,1,0
Input devices,,,Inntaks tæki,,1,1,0,0
Install,Setja inn,Setja inn,Setja inn,Setja inn,4,1,3,0
Install local extension,Setja inn viðbót af %s %si,Setja inn viðbót af %s %si,Setja inn viðbót af boxi,Setja inn viðbót af %s %si,4,2,2,0
Installing,Set inn,Set inn,Set inn,Set inn,4,1,3,0
Interface: ,Netkort:,Netkort:,Netkort:,Netkort:,4,1,3,0
Invalid directory selected: %s,Ógild mappa valin: %s,Ógild mappa valin: %s,Ógild mappa valin: %s,Ógild mappa valin: %s,4,1,3,0
Inversion,Umbreyting,Umbreyting,Umbreyting,Umbreyting,4,1,3,0
Invert,Snúa við,Snúa við,Snúa við,Snúa við,4,1,3,0
Italian,Ítalska,Ítalska,Ítalska,Ítalska,4,1,3,0
Keyboard,Lyklaborð,Lyklaborð,Lyklaborð,Lyklaborð,4,1,3,0
LAN connection,LAN tenging,LAN tenging,LAN tenging,LAN tenging,4,1,3,0
LNB,,'','','',3,0,0,3
Language,Tungumál,Tungumál,Tungumál,Tungumál,4,1,3,0
Language selection,Val tungumáls,Val tungumáls,Val tungumáls,Val tungumáls,4,1,3,0
Last config,Síðasta stilling,Síðasta stilling,Síðasta stilling,Síðasta stilling,4,1,3,0
Last speed,Síðasti hraði,Síðasti hraði,Síðasti hraði,Síðasti hraði,4,1,3,0
Latitude,Breiddargráða,Breiddargráða,Breiddargráða,Breiddargráða,4,1,3,0
Latvian,Lettneska,Lettneska,Lettneska,Lettneska,4,1,3,0
Left,Vinstri,Vinstri,Vinstri,Vinstri,4,1,3,0
Letterbox,,'','','',3,0,0,3
Limit east,Mörk í austur,Mörk í austur,Mörk í austur,Mörk í austur,4,1,3,0
Limit west,Mörk í vestur,Mörk í vestur,Mörk í vestur,Mörk í vestur,4,1,3,0
Limits off,Mörk ekki stillt,Mörk ekki stillt,Mörk ekki stillt,Mörk ekki stillt,4,1,3,0
Limits on,Mörk á,Mörk á,Mörk á,Mörk á,4,1,3,0
Link:,Tenging:,Tenging:,Tenging:,Tenging:,4,1,3,0
Linked titles with a DVD menu,Tengdir titlar við DVD valmynd,Tengdir titlar við DVD valmynd,Tengdir titlar við DVD valmynd,Tengdir titlar við DVD valmynd,4,1,3,0
List available networks,Sýna netkerfi í boði,Sýna netkerfi í boði,Sýna netkerfi í boði,Sýna netkerfi í boði,4,1,3,0
Lithuanian,Litháíska,Litháíska,Litháíska,Litháíska,4,1,3,0
Load,Hleð,Hleð,Hleð,Hleð,4,1,3,0
Location,Staðsetning,Staðsetning,Staðsetning,Staðsetning,4,1,3,0
Location for instant recordings,,,Staðsetning fyrir skyndi upptökur,,1,1,0,0
Lock:,,,Lás:,,1,1,0,0
Long filenames,Löng skráarnöfn,Löng skráarnöfn,Löng skráarnöfn,Löng skráarnöfn,4,1,3,0
Longitude,Lengdargráða,Lengdargráða,Lengdargráða,Lengdargráða,4,1,3,0
MORE,,,MEIRA,,1,1,0,0
Main menu,Aðalvalmynd,Aðalvalmynd,Aðalvalmynd,Aðalvalmynd,4,1,3,0
Make this mark an 'in' point,Gera þetta merki að 'inn' merki,Gera þetta merki að 'inn' merki,Gera þetta merki að 'inn' merki,Gera þetta merki að 'inn' merki,4,1,3,0
Make this mark an 'out' point,Gera þetta merki að 'út' merki,Gera þetta merki að 'út' merki,Gera þetta merki að 'út' merki,Gera þetta merki að 'út' merki,4,1,3,0
Make this mark just a mark,Gera þetta merki bara að merki,Gera þetta merki bara að merki,Gera þetta merki bara að merki,Gera þetta merki bara að merki,4,1,3,0
Manage extensions,Sýsla með íforrit,Sýsla með íforrit,Sýsla með íforrit,Sýsla með íforrit,4,1,3,0
Manage your receiver's software,,,Stjórna hugbúnaði móttakarans,,1,1,0,0
Manual Scan,Handvirk leitun,Handvirk leitun,Handvirk leitun,Handvirk leitun,4,1,3,0
Manual configuration,Handvirk stilling,Handvirk stilling,Handvirk stilling,Handvirk stilling,4,1,3,0
Manual transponder,Handvirk leit á sendi,Handvirk leit á sendi,Handvirk leit á sendi,Handvirk leit á sendi,4,1,3,0
Manufacturer,Framleiðandi,Framleiðandi,Framleiðandi,Framleiðandi,4,1,3,0
Media player,Spilari,Spilari,Spilari,Spilari,4,1,3,0
Medium is not a writeable DVD!,Diskur er ekki skrifanlegur DVD diskur!,Diskur er ekki skrifanlegur DVD diskur!,Diskur er ekki skrifanlegur DVD diskur!,Diskur er ekki skrifanlegur DVD diskur!,4,1,3,0
Medium is not empty!,Diskur er ekki tómur!,Diskur er ekki tómur!,Diskur er ekki tómur!,Diskur er ekki tómur!,4,1,3,0
Menu,Valmynd,Valmynd,Valmynd,Valmynd,4,1,3,0
Message,,,Skilaboð,,1,1,0,0
Message...,,,Skilaboð...,,1,1,0,0
Model: ,Gerð:,Gerð:,Gerð:,Gerð:,4,1,3,0
Modulation,Mótun,Mótun,Mótun,Mótun,4,1,3,0
Modulator,Mótari,Mótari,Mótari,Mótari,4,1,3,0
Mon,Mán,Mán,Mán,Mán,4,1,3,0
Mon-Fri,Mán-Fös,Mán-Fös,Mán-Fös,Mán-Fös,4,1,3,0
Monday,Mánudagur,Mánudagur,Mánudagur,Mánudagur,4,1,3,0
Mosquito noise reduction,Mosquito suð deyfing,Mosquito suð deyfing,Mosquito suð deyfing,Mosquito suð deyfing,4,1,3,0
Move Picture in Picture,,Færa Mynd í Mynd,Færa Mynd í Mynd,Færa Mynd í Mynd,3,1,2,0
Move east,Færa austur,Færa austur,Færa austur,Færa austur,4,1,3,0
Move west,Færa vestur,Færa vestur,Færa vestur,Færa vestur,4,1,3,0
Movie location,Staðsetning bíómynda,Staðsetning bíómynda,Staðsetning bíómynda,Staðsetning bíómynda,4,1,3,0
Movielist menu,,,Bíómynda valmynd,,1,1,0,0
Multi EPG,Mörg EPG,Mörg EPG,Mörg EPG,Mörg EPG,4,1,3,0
Multi-EPG bouquet selection,,,Mörg-EPG rásavanda val,,1,1,0,0
Multimedia,Margmiðlun,Margmiðlun,Margmiðlun,Margmiðlun,4,1,3,0
Multiple service support,Styður margar rásir,Styður margar rásir,Styður margar rásir,Styður margar rásir,4,1,3,0
Multisat,Margir gervihnettir,Margir gervihnettir,Margir gervihnettir,Margir gervihnettir,4,1,3,0
Mute,,,Hljóð Af,,1,1,0,0
N/A,Ekki til,Ekki til,Ekki til,Ekki til,4,1,3,0
NEXT,,,NÆST,,1,1,0,0
NOW,,,NÚNA,,1,1,0,0
NTSC,,'','','',3,0,0,3
Name,Nafn,Nafn,Nafn,Nafn,4,1,3,0
Nameserver,Nafnaþjónn,Nafnaþjónn,Nafnaþjónn,Nafnaþjónn,4,1,3,0
Nameserver %d,Nafnaþjónn %d,Nafnaþjónn %d,Nafnaþjónn %d,Nafnaþjónn %d,4,1,3,0
Nameserver settings,Uppsetning nafnaþjóns,Uppsetning nafnaþjóns,Uppsetning nafnaþjóns,Uppsetning nafnaþjóns,4,1,3,0
Netmask,Netmaski,Netmaski,Netmaski,Netmaski,4,1,3,0
Network,Netkerfi,Netkerfi,Netkerfi,Netkerfi,4,1,3,0
Network scan,Leita netkerfið allt,Leita netkerfið allt,Leita netkerfið allt,Leita netkerfið allt,4,1,3,0
Network setup,Stillingar netkerfis,Stillingar netkerfis,Stillingar netkerfis,,3,1,2,0
Network test,Prufa nettengingu,Prufa nettengingu,Prufa nettengingu,Prufa nettengingu,4,1,3,0
Network test...,,,Prufa nettengingu...,,1,1,0,0
Network test: ,Prufa nettengingu:,Prufa nettengingu:,Prufa nettengingu:,,3,1,2,0
Network:,Nettenging:,Nettenging:,Nettenging:,Nettenging:,4,1,3,0
New,Nýtt,Nýtt,Nýtt,Nýtt,4,1,3,0
No,Nei,Nei,Nei,Nei,4,1,3,0
No (supported) DVDROM found!,Enginn (studdur) DVDROM fannst!,Enginn (studdur) DVDROM fannst!,Enginn (studdur) DVDROM fannst!,Enginn (studdur) DVDROM fannst!,4,1,3,0
No Connection,Engin tenging,Engin tenging,Engin tenging,Engin tenging,4,1,3,0
No HDD found or HDD not initialized!,Fann ekki harðan disk eða hann ekki formaður!,Fann ekki harðan disk eða hann ekki formaður!,Fann ekki harðan disk eða hann ekki formaður!,Fann ekki harðan disk eða hann ekki formaður!,4,1,3,0
No data on transponder!\n(Timeout reading PAT),Engin gögn á sendi!\n(Rann út á tíma við lestur PAT),Engin gögn á sendi!\n(Rann út á tíma við lestur PAT),Engin gögn á sendi!\n(Rann út á tíma við lestur PAT),Engin gögn á sendi!\n(Rann út á tíma við lestur PAT),4,1,3,0
No description available.,Engin lýsing tiltæk.,Engin lýsing tiltæk.,Engin lýsing tiltæk.,Engin lýsing tiltæk.,4,1,3,0
No displayable files on this medium found!,Engar skrár fundust á þessu tæki!,Engar skrár fundust á þessu tæki!,Engar skrár fundust á þessu tæki!,Engar skrár fundust á þessu tæki!,4,1,3,0
"No event info found, recording indefinitely.","Engar upplýsingar um atriði fundust, tek upp endalaust.","Engar upplýsingar um atriði fundust, tek upp endalaust.","Engar upplýsingar um atriði fundust, tek upp endalaust.","Engar upplýsingar um atriði fundust, tek upp endalaust.",4,1,3,0
No fast winding possible yet.. but you can use the number buttons to skip forward/backward!,"Ekki mögulegt að hraðspóla enn, þú getur notað númera takkana til að stökkva áfram/afturábak!","Ekki mögulegt að hraðspóla enn, þú getur notað númera takkana til að stökkva áfram/afturábak!","Ekki mögulegt að hraðspóla enn, þú getur notað númera takkana til að stökkva áfram/afturábak!","Ekki mögulegt að hraðspóla enn, þú getur notað númera takkana til að stökkva áfram/afturábak!",4,1,3,0
No free tuner!,Enginn laus móttakari!,Enginn laus móttakari!,Enginn laus móttakari!,Enginn laus móttakari!,4,1,3,0
No network connection available.,Engin nettenging virk.,Engin nettenging virk.,Engin nettenging virk.,Engin nettenging virk.,4,1,3,0
No networks found,Ekkert netkerfi fannst,Ekkert netkerfi fannst,Ekkert netkerfi fannst,Ekkert netkerfi fannst,4,1,3,0
No positioner capable frontend found.,Það fannst ekki móttakari sem styður staðsetjara.,Það fannst ekki móttakari sem styður staðsetjara.,Það fannst ekki móttakari sem styður staðsetjara.,Það fannst ekki móttakari sem styður staðsetjara.,4,1,3,0
No tags are set on these movies.,Engin merki sett á þessa mynd.,Engin merki sett á þessa mynd.,Engin merki sett á þessa mynd.,Engin merki sett á þessa mynd.,4,1,3,0
No to all,Nei við öllu,Nei við öllu,Nei við öllu,Nei við öllu,4,1,3,0
No tuner is configured for use with a diseqc positioner!,Enginn móttakari er stilltur til að nota með staðsetjara!,Enginn móttakari er stilltur til að nota með staðsetjara!,Enginn móttakari er stilltur til að nota með staðsetjara!,Enginn móttakari er stilltur til að nota með staðsetjara!,4,1,3,0
No tuner is enabled!\nPlease setup your tuner settings before you start a service scan.,Enginn móttakari er valinn!\nStilltu móttakara áður er að þú ferð að leita að rásum.,Enginn móttakari er valinn!\nStilltu móttakara áður er að þú ferð að leita að rásum.,Enginn móttakari er valinn!\nStilltu móttakara áður er að þú ferð að leita að rásum.,Enginn móttakari er valinn!\nStilltu móttakara áður er að þú ferð að leita að rásum.,4,1,3,0
No wireless networks found! Searching...,Ekkert þráðlaust net fannst! Leita...,Ekkert þráðlaust net fannst! Leita...,Ekkert þráðlaust net fannst! Leita...,Ekkert þráðlaust net fannst! Leita...,4,1,3,0
No working local network adapter found.\nPlease verify that you have attached a network cable and your network is configured correctly.,Ekkert virkt netkort fannst.\nAthugaðu hvort að það sé tengdur netkapallinn og netið sé rétt stillt.,Ekkert virkt netkort fannst.\nAthugaðu hvort að það sé tengdur netkapallinn og netið sé rétt stillt.,Ekkert virkt netkort fannst.\nAthugaðu hvort að það sé tengdur netkapallinn og netið sé rétt stillt.,Ekkert virkt netkort fannst.\nAthugaðu hvort að það sé tengdur netkapallinn og netið sé rétt stillt.,4,1,3,0
No working wireless network adapter found.\nPlease verify that you have attached a compatible WLAN device and your network is configured correctly.,Ekkert virkt þráðlaust netkort fannst.\nAthugaðu hvort að það sé tengt samhæft þráðlaust netkort og að það sé rétt stillt.,Ekkert virkt þráðlaust netkort fannst.\nAthugaðu hvort að það sé tengt samhæft þráðlaust netkort og að það sé rétt stillt.,Ekkert virkt þráðlaust netkort fannst.\nAthugaðu hvort að það sé tengt samhæft þráðlaust netkort og að það sé rétt stillt.,Ekkert virkt þráðlaust netkort fannst.\nAthugaðu hvort að það sé tengt samhæft þráðlaust netkort og að það sé rétt stillt.,4,1,3,0
No working wireless network interface found.\n Please verify that you have attached a compatible WLAN device or enable your local network interface.,Ekkert virkt þráðlaust netkort fannst.\n Athugaðu hvort að það sé tengt samhæft þráðlaust netkort eða athugaðu með stillingar á því.,Ekkert virkt þráðlaust netkort fannst.\n Athugaðu hvort að það sé tengt samhæft þráðlaust netkort eða athugaðu með stillingar á því.,Ekkert virkt þráðlaust netkort fannst.\n Athugaðu hvort að það sé tengt samhæft þráðlaust netkort eða athugaðu með stillingar á því.,Ekkert virkt þráðlaust netkort fannst.\n Athugaðu hvort að það sé tengt samhæft þráðlaust netkort eða athugaðu með stillingar á því.,4,1,3,0
"No, but restart from begin","Nei, en byrja frá byrjun","Nei, en byrja frá byrjun","Nei, en byrja frá byrjun",,3,1,2,0
"No, never","Nei, aldrei","Nei, aldrei","Nei, aldrei","Nei, aldrei",4,1,3,0
None,Enginn,Enginn,Enginn,Enginn,4,1,3,0
Nonlinear,,,Teygð mynd,,1,1,0,0
North,Norður,Norður,Norður,Norður,4,1,3,0
Norwegian,Norska,Norska,Norska,Norska,4,1,3,0
Nothing to scan!\nPlease setup your tuner settings before you start a service scan.,Ekkert til að leita!\nStilltu inn móttakarann áður en að þú byrjar rása leit.,Ekkert til að leita!\nStilltu inn móttakarann áður en að þú byrjar rása leit.,Ekkert til að leita!\nStilltu inn móttakarann áður en að þú byrjar rása leit.,Ekkert til að leita!\nStilltu inn móttakarann áður en að þú byrjar rása leit.,4,1,3,0
"Now, use the contrast setting to turn up the brightness of the background as much as possible, but make sure that you can still see the difference between the two brightest levels of shades.If you have done that, press OK.",,,Notaðu núna skerpu (contrast) stillingar til að auka birtu bakgrunns eins mikið og hægt er en vertu samt viss um að sjá mun á björtustu tveim hlutum myndarinnar. Þegar þú hefur gert það ýttu þá á OK.,,1,1,0,0
OK,,'','','',3,0,0,3
ONID,,'','','',3,0,0,3
Off,Af,Af,Af,Af,4,1,3,0
On,Á,Á,Á,Á,4,1,3,0
One,Einn,Einn,Einn,Einn,4,1,3,0
Only extensions.,Bara viðbætur.,Bara viðbætur.,Bara viðbætur.,Bara viðbætur.,4,1,3,0
Orbital position,Staðsetning hnattar,Staðsetning hnattar,Staðsetning hnattar,Staðsetning hnattar,4,1,3,0
Overwrite configuration files during software update?,,,Skrifa yfir stillinga skrár við hugbúnaðar uppfærslu?,,1,1,0,0
PAL,,'','','',3,0,0,3
PCR PID,,'','','',3,0,0,3
PMT PID,,'','','',3,0,0,3
Package list update,Listi uppfærðra pakka,Listi uppfærðra pakka,Listi uppfærðra pakka,Listi uppfærðra pakka,4,1,3,0
Packet management,Pakka meðhöndlun,Pakka meðhöndlun,Pakka meðhöndlun,Pakka meðhöndlun,4,1,3,0
Packet manager,Hugbúnaðarpakka stjóri,Hugbúnaðarpakka stjóri,Hugbúnaðarpakka stjóri,Hugbúnaðarpakka stjóri,4,1,3,0
Parental control,Foreldrastýring,Foreldrastýring,Foreldrastýring,Foreldrastýring,4,1,3,0
Parental control setup,Uppsetning á foreldrastýringu,Uppsetning á foreldrastýringu,Uppsetning á foreldrastýringu,,3,1,2,0
Pause movie at end,Setja á pásu við enda myndar,Setja á pásu við enda myndar,Setja á pásu við enda myndar,Setja á pásu við enda myndar,4,1,3,0
Persian,Persneska,Persneska,Persneska,Persneska,4,1,3,0
Pillarbox,,'','','',3,0,0,3
Pilot,Stjóri,Stjóri,Stjóri,Stjóri,4,1,3,0
Play,,Spila,Spila,Spila,3,1,2,0
Play DVD,Spila DVD,Spila DVD,Spila DVD,Spila DVD,4,1,3,0
Play recorded movies...,Spila uppteknar bíómyndir...,Spila uppteknar bíómyndir...,Spila uppteknar bíómyndir...,Spila uppteknar bíómyndir...,4,1,3,0
Please add titles to the compilation.,Vinsamlega bætið við titlum við efnið.,Vinsamlega bætið við titlum við efnið.,Vinsamlega bætið við titlum við efnið.,Vinsamlega bætið við titlum við efnið.,4,1,3,0
Please change recording endtime,Vinsamlega breytið lokatíma upptöku,Vinsamlega breytið lokatíma upptöku,Vinsamlega breytið lokatíma upptöku,,3,1,2,0
Please choose an extension...,Vinsamlega veldu viðbót...,Vinsamlega veldu viðbót...,Vinsamlega veldu viðbót...,Vinsamlega veldu viðbót...,4,1,3,0
