msgid,openatv,openhdf,openpli,openvix,STATUS
"Select 'polarisation' if using a 'universal' LNB, otherwise consult your LNB spec sheet.","Vælg 'polarisering' hvis der bruges en 'universal' LNB, hvis ikke konsulter da dit LNB datablad.",,'','',INCOMPLETE (SOME)
Select 'provider' to scan from the predefined list of cable multiplexes. Select 'bands' to only scan certain parts of the spectrum. Select 'steps' to scan in steps of a particular frequency bandwidth.,Vælg 'udbyder' for at søge fra den foruddefinerede liste af multipleksere. Vælg 'bånd' for kun at søge en bestemt del af området. Vælg 'trin' for kun at søge i trin på en bestemt frekvensbåndbredde.,,'','',INCOMPLETE (SOME)
"Select 'yes' if this tuner is connected to the SCR device through another tuner, otherwise select 'no'.","Vælg 'Ja' hvis denne Tuner er forbundet til SCR enheden gennem en anden Tuner, eller vælges 'Nej'.",,'','',INCOMPLETE (SOME)
Select 'yes' to choose what bands or step sizes will be scanned.,,,'','',EMPTY (SOME)
Select 'yes' to include %s multiplexes in your search.,Vælg 'Ja' for at inkludere %s multiplexere i din søgning.,,'','',INCOMPLETE (SOME)
Select 'yes' to include symbol rate %s in your search.,Vælg 'Ja' for at inkludere symbolhastighed %s i din søgning.,,'','',INCOMPLETE (SOME)
Select 'yes' to include the %s band in your search.,Vælg 'Ja' for at inkludere %s bånd i din søgning.,,'','',INCOMPLETE (SOME)
"Select 'yes' to only send the DiSEqC command when changing from one satellite to another, or select 'no' for the DiSEqC command to be resent on every zap.","Vælg 'Ja' for kun at sende DiSEqC kommandoen nå der skiftes fra en satellit til en anden, eller vælg 'Nej' for at sende DiSE1C kommanden ved hvert Zap.",,'','',INCOMPLETE (SOME)
Select CAId,Vælg CAId,,Vælg CAId,,CONSISTENT (SOME)
Select Channel,,,Vælg Kanal,,SOLITARY
Select Fast DiSEqC if your aerial system supports this. If you are unsure select 'no'.,Vælg Hurtig DiSEqC hvis dit antennesystem understøtter dette. Vælg 'Nej' hvis du er usikker.,,'','',INCOMPLETE (SOME)
Select HDD,Vælg harddisk,,Vælg harddisk,,CONSISTENT (SOME)
Select a bouquet,Vælg en Buket,,Vælg en favoritliste,,MISMATCH (SOME)
Select a movie,Vælg en film,,Vælg en film,,CONSISTENT (SOME)
Select a network adapter,Vælg en netværksadapter,,Vælg en netværks adapter,,MISMATCH (SOME)
Select a tuner,Vælg en Tuner,,Vælg en tuner,,MISMATCH (SOME)
Select a wireless network,Vælg et trådløs netværk,,Vælg et trådløst netværk,,MISMATCH (SOME)
Select action,Vælg handling,,Vælg handling,,CONSISTENT (SOME)
Select action for timer '%s'.,,,Vælg handling for timer '%s'.,,SOLITARY
Select all,,,Vælg alt,,SOLITARY
Select audio track,Vælg lydspor,Vælg lyd spor,Vælg lydspor,Vælg lyd spor,MISMATCH (ALL)
Select backup files,,,Vælg backup filer,,SOLITARY
Select backup location,Vælg placering af sikkerhedskopi,,Vælg backup placering,,MISMATCH (SOME)
Select channel,,,Vælg kanal,,SOLITARY
Select channel to record from,Vælg kanal der skal optages fra,Vælg optagekanal,Vælg optagekanal,Vælg optagekanal,MISMATCH (ALL)
Select copy destination for:,Vælg kopi destination for:,Vælg kopi destination for,Vælg kopi destination for,Vælg kopi destination for,MISMATCH (ALL)
Select destination for:,Vælg destination for:,Vælg destination for,Vælg destination for,Vælg destination for,MISMATCH (ALL)
Select files for backup.,,Vælg filer til backup,Vælg filer til backup,Vælg filer til backup,CONSISTENT (SOME)
Select files/folders to backup,Vælg filer/mapper til sikkerhedskopi,Vælg filer/mapper til backup,Vælg filer/mapper til backup,Vælg filer/mapper til backup,MISMATCH (ALL)
Select how quickly the dish should move between satellites.,Vælg hvor hurtig skålen skal flytte mellem satellitter.,,'','',INCOMPLETE (SOME)
"Select how the satellite dish is set up. i.e. fixed dish, single LNB, DiSEqC switch, positioner, etc.","Vælg hvordan satellit skålen er sat op. f.eks fast skål, enkelt LBN, DiSEqC switch, motor, osv.",,'','',INCOMPLETE (SOME)
Select input device,Vælg enhed,Vælg enhed,Vælg enhed,,CONSISTENT (SOME)
Select input device.,Vælg inddata-enhed.,Vælg enhed.,Vælg enhed.,Vælg enhed.,MISMATCH (ALL)
Select interface,Vælg interface,Vælg interface,Vælg interface,Vælg interface,CONSISTENT (ALL)
Select location,Vælg placering,,Vælg lokation,,MISMATCH (SOME)
Select movie,Vælg film,,Vælg film,,CONSISTENT (SOME)
Select provider to add...,"Vælg udbyder, der skal tilføjes...","Vælg udbyder, der skal tilføjes...","Vælg udbyder, der skal tilføjes...","Vælg udbyder, der skal tilføjes...",CONSISTENT (ALL)
Select refresh rate,Vælg opdateringshastighed,Vælg opdaterings rate,Vælg opdaterings hastighed,Vælg opdaterings rate,MISMATCH (ALL)
Select satellites,Vælg satellitter,,Vælg satelitter,,MISMATCH (SOME)
Select service to add...,Vælg kanal der skal tilføjes...,Vælg kanal der skal tilføjes...,Vælg kanal der skal tilføjes...,Vælg kanal der skal tilføjes...,CONSISTENT (ALL)
Select slot,,,'',,SOLITARY
Select sort method:,Vælg sorteringsmetode:,,Vælg sorteringsmetode:,,CONSISTENT (SOME)
Select target folder,Vælg destinationsmappe,,Vælg målfolderen,,MISMATCH (SOME)
Select the User Band channel to be assigned to this tuner. This is an index into the table of frequencies the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,,,'','',EMPTY (SOME)
Select the User Band frequency to be assigned to this tuner. This is the frequency the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,Vælg bruger frekvensbånd der skal tildeles til denne Tuner. Detter er frekvensen som SCR switchen eller SCR LBN bruger til at videregive den efterspurgte transponder til Tuneren.,,'','',INCOMPLETE (SOME)
Select the User Band to be assigned to this tuner. This is an index into the table of frequencies the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,,,'','',EMPTY (SOME)
Select the character or action under the keyboard cursor,Vælg tegnet eller handlingen under det virtuelle tastaturs markør,,'','',INCOMPLETE (SOME)
"Select the manufacturer of your SCR device. If the manufacturer is not listed, set 'SCR' to 'user defined' and enter the device parameters manually according to its spec sheet.","Vælg producenten af din SRC enhed. Sæt 'SRC' til 'brugerdefineret' og indtast enhedsparametre manuelt i henhold til dens datablad, hvis producenten ikke er listet.",,'','',INCOMPLETE (SOME)
"Select the model number of your SCR device. If the model number is not listed, set 'SCR' to 'user defined' and enter the device parameters manually according to its spec sheet.",,,'','',EMPTY (SOME)
Select the movie path,Vælg sti til film,,Vælg stien til film,,MISMATCH (SOME)
"Select the protocol used by your SCR device. Choices are 'SCR Unicable' (Unicable), or 'SCR JESS' (JESS, also known as Unicable II).","Vælg den protokol der bruges af din SRC enhed. Mulighederne er 'SCR Unicable' (Unicable), eller 'SCR JESS' (JESS, også kendt som Unicable II).",,'','',INCOMPLETE (SOME)
"Select the satellite which is connected to Port-A of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.",Vælg satelitten som er forbundet til Port-A på din switch. Vælg 'automatisk' hvis du er usikker og modtageren vil så forsøge at bestemme denne for dig. Vælg 'intet forbundet' hvis intet er forbundet til denne port.,,'','',INCOMPLETE (SOME)
"Select the satellite which is connected to Port-B of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.",Vælg satelitten som er forbundet til Port-B på din switch. Vælg 'automatisk' hvis du er usikker og modtageren vil så forsøge at bestemme denne for dig. Vælg 'intet forbundet' hvis intet er forbundet til denne port.,,'','',INCOMPLETE (SOME)
"Select the satellite which is connected to Port-C of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.",Vælg satelitten som er forbundet til Port-C på din switch. Vælg 'automatisk' hvis du er usikker og modtageren vil så forsøge at bestemme denne for dig. Vælg 'intet forbundet' hvis intet er forbundet til denne port.,,'','',INCOMPLETE (SOME)
"Select the satellite which is connected to Port-D of your switch. If you are unsure select 'automatic' and the receiver will attempt to determine this for you. If nothing is connected to this port, select 'nothing connected'.",Vælg satelitten som er forbundet til Port-D på din switch. Vælg 'automatisk' hvis du er usikker og modtageren vil så forsøge at bestemme denne for dig. Vælg 'intet forbundet' hvis intet er forbundet til denne port.,,'','',INCOMPLETE (SOME)
Select the satellite you want to configure. Once that satellite is configured you can select and configure other satellites that will be accessed using this same tuner.,Vælg satelitten du ønsker at konfigurere. Når denne satellit er konfigureret kan du vælge at konfigurere andre satellitter som bliver tilgået med den samme Tuner.,,'','',INCOMPLETE (SOME)
Select the satellite your dish receives from. If you are unsure select 'automatic' and the receiver will attempt to determine this for you.,Vælg satellitten din skål modtager fra. Vælg 'automatisk' Hvis du er usikker og modtageren vil forsøge at bestemme denne for dig.,,'','',INCOMPLETE (SOME)
Select the shifted character set for the next character only,,,'','',EMPTY (SOME)
Select the tuner that controls the motorised dish.,Vælg den Tuner der styre den motoriseret skål.,,'','',INCOMPLETE (SOME)
Select the tuner that this loopthrough depends on.,Vælg den Tiner som denne gennemsløjfning afhænger af.,,'','',INCOMPLETE (SOME)
Select the tuner to which the signal cable of the SCR device is connected.,Vælg den Tuner som signalkablet fra SCR enheden er forbundet til.,,'','',INCOMPLETE (SOME)
Select the type of LNB/device being used (normally 'Universal'). If your LNB type is not available select 'user defined'.,Vælg den type af LNB/enhed der bruges (normalt 'Universal'). Vælg 'brugerdefineret' hvis din LBN type ikke findes.,,'','',INCOMPLETE (SOME)
Select the type of Single Cable Reception device you are using.,Vælg den type af enkeltkabel modtagelsesenhed du bruger.,,'','',INCOMPLETE (SOME)
Select update source,,,Vælg opgraderingskilde,,SOLITARY
Select update source to edit,,,Vælg opgraderingskilde til redigering,,SOLITARY
Select video input with up/down buttons,Vælg video input med op/ned knapperne,Vælg video input med op/ned knapperne,Vælg video input med op/ned knapperne,Vælg video input med op/ned knapperne,CONSISTENT (ALL)
Select video mode,Vælg videotilstand,Vælg video type,Vælg video type,Vælg video type,MISMATCH (ALL)
Select whether your SCR device is externally powered.,,,'','',EMPTY (SOME)
Select wireless network,Vælg trådløst netværk,Vælg trådløst netværk,Vælg trådløst netværk,Vælg trådløst netværk,CONSISTENT (ALL)
Select your backup device.\nCurrent device: ,,,Vælg din backup enhed.\nNuværende enhed: ,,SOLITARY
Select your country. If not available select 'all'.,Vælg dit land. Vælg 'Alle' hvis det ikke findes.,,'','',INCOMPLETE (SOME)
Select your provider and region. If not present in this list you will need to select one of the other 'service scan types'.,"Vælg din udbyder og region. Du må vælge en af de andre 'kanal søgetyper', hvis det ikke findes i denne liste.",,'','',INCOMPLETE (SOME)
"Select your provider, and press OK to start the scan",Vælg cam og tryk OK for at aktivere den,"Vælg din udebyder, og tryk OK for at starte søgningen","Vælg din udebyder, og tryk OK for at starte søgningen","Vælg din udebyder, og tryk OK for at starte søgningen",MISMATCH (ALL)
Select your region. If not available change 'Country' to 'all' and select one of the default alternatives.,"Vælg din region. Ænder 'Land' til 'Alle' og vælg en af standarderne, hvis regionen ikke findes.",,'','',INCOMPLETE (SOME)
Selecting satellites 1 (USALS),Vælger satellitter 1 (USALS),,Vælger satellit 1 (USALS),,MISMATCH (SOME)
Selecting satellites 2 (USALS),Vælger satellitter 2 (USALS),,Vælger satellit 2 (USALS),,MISMATCH (SOME)
Selecting this option allows you to configure a group of satellites in one block.,Valg af denne mulighed tillader dig at konfigurere en grupper af satellitter i en blok.,,'','',INCOMPLETE (SOME)
Selects the mode how live tv should be shown on the LCD.,,,'',,SOLITARY
Selects video source displayed on the LCD.,,,'',,SOLITARY
Send 'sourceactive' before zap timers,,,'','',EMPTY (SOME)
Send DiSEqC,Sender DiSEqC,Sender DiSEqC,Sender DiSEqC,Sender DiSEqC,CONSISTENT (ALL)
Send DiSEqC only on satellite change,Sender DiSEqC kun ved satellite skifte,Sender DiSEqC kun ved satellite skifte,Sender DiSEqC kun ved satellite skifte,Sender DiSEqC kun ved satellite skifte,CONSISTENT (ALL)
Senegal,'',,'','',EMPTY (SOME)
Separate titles with a main menu,,,Adskil titler med en hoved menu,,SOLITARY
Sequence repeat,Sekvens gentagelse,Sekvens gentagelse,Sekvens gentagelse,Sekvens gentagelse,CONSISTENT (ALL)
Serbian,Serbisk,Serbisk,Serbisk,Serbisk,CONSISTENT (ALL)
Service,Kanal,Kanal info,Kanal info,Kanal info,MISMATCH (ALL)
Service & PIDs,,,Service & PID's,,SOLITARY
Service ID,,,Service ID,,SOLITARY
Service belongs to a parental protected bouquet,,,Service er i bouquet forældrebeskyttelse,,SOLITARY
Service has been added to the favourites.,Kanal er nu tilføjet favoritter.,Kanal er nu tilføjet favoritter.,Kanal er nu tilføjet favoritter.,,CONSISTENT (SOME)
Service has been added to the selected bouquet.,Kanal er tilføjet den valgte pakke.,Kanal er tilføjet den valgte pakke.,Kanal er tilføjet den valgte favoritliste.,,MISMATCH (SOME)
Service info,Kanalinfo,,Kanalinfo,,CONSISTENT (SOME)
Service info - service & PIDs,,,Service info - service & PIDs,,SOLITARY
Service info - tuner live values,,,Service info - tuner live values,,SOLITARY
Service info - tuner setting values,,,Service info - tuner indstillingsværdier,,SOLITARY
Service invalid!\n(Timeout reading PMT),Kanal fejl!\n(Tidsudløb ved læsning af PMT),Kanal fejl!\n(Timeout læsning i PMT),Kanal fejl!\n(Timeout læsning i PMT),Kanal fejl!\n(Timeout læsning i PMT),MISMATCH (ALL)
Service name,Kanalnavn,,Kanalnavn,,CONSISTENT (SOME)
Service not found!\n(SID not found in PAT),Kanal ikke fundet!\n(SID ikke fundet i PAT),Kanal ikke fundet!\n(SID ikke fundet i PAT),Kanal ikke fundet!\n(SID ikke fundet i PAT),Kanal ikke fundet!\n(SID ikke fundet i PAT),CONSISTENT (ALL)
Service reference,Kanalreference,Kanal reference,Kanal reference,Kanal reference,MISMATCH (ALL)
Service scan,Kanalsøgning,Kanal søgning,Kanal søgning,Kanal søgning,MISMATCH (ALL)
Service title mode,,,Kanal titel modus,,SOLITARY
Service unavailable!\nCheck tuner configuration!,Kanal ikke fundet!\nKontroler Tuner konfigurationen!,Kanal ikke fundet!\nKontroler tuner konfigurationen!,Kanal ikke fundet!\nKontroler tuner konfigurationen!,Kanal ikke fundet!\nKontroler tuner konfigurationen!,MISMATCH (ALL)
Servicename,,,Servicenavn,,SOLITARY
Services,Kanaler,Kanaler,Kanaler,Kanaler,CONSISTENT (ALL)
Set CI assignment for detection of available services.,Sæt CI-tildeling for opdagelse af tilgængelige kanaler.,,'','',INCOMPLETE (SOME)
Set PIN,,,Indstil PIN,,SOLITARY
Set all hotkey to default?,,,Gendan alle hotkeys til standardindstilling,,SOLITARY
Set alternative fallback tuners for DVB-T/C or ATSC,,,'',,SOLITARY
Set as startup service,,,Sæt som startkanal,,SOLITARY
Set blocktimes by weekday,,,'',,SOLITARY
Set default,Sæt standard,,Sæt standard,,CONSISTENT (SOME)
Set end time,Sæt sluttid,,Sæt slut tid,,MISMATCH (SOME)
Set fixed,Sæt fast,Sæt fast,Sæt fast,Sæt fast,CONSISTENT (ALL)
Set fps for external subtitles,Sæt FPS for eksterne undertekster,'',Sæt fps for eksterne undertekster,'',MISMATCH (ALL)
"Set if You want see status icons, progress bars or nothing.",,,'',,SOLITARY
Set interface as default Interface,,Sætter interfacet om standard interface,Sætter interfacet om standard interface,,CONSISTENT (SOME)
Set limits,Sæt grænser,'',Sæt grænser,'',INCOMPLETE (ALL)
Set pin code persistent,Sæt permanent PIN kode,,Gør pin kode vedvarende,'',MISMATCH (SOME)
"Set sequence repeats if your aerial system requires this. Normally if the aerial system has been configured correctly sequence repeats will not be necessary. If yours does, recheck you have command order set correctly.","Sæt gentagelsessekvens hvis dit antennesystem kræver dette. Normalt er gentagelsessekvenser ikke nødvendig, hvis antennesystemet er korrekt konfigureret. Hvis dit gør, kontroller da at du har sat kommando-rækkefølgen korrekt igen.",,'','',INCOMPLETE (SOME)
Set startup service,Sæt opstartskanal,,Indstil startup service,,MISMATCH (SOME)
Set the User ID of the OpenWebif from your fallback tuner,,,'',,SOLITARY
Set the password of the OpenWebif from your fallback tuner,,,'',,SOLITARY
Set the port of the OpenWebif from your fallback tuner,,,'',,SOLITARY
Set the type of the progress indication in the channel selection screen.,Sæt typen af fremgangsindikation i kanalvalgsskærm.,'',Indstil typen af fremskridts indikator som vises på kanalliste skærmen.,'',MISMATCH (ALL)
Set time window to 1 hour,Sæt tidsrum til 1 time,,Udsættelse 1 time,,MISMATCH (SOME)
Set time window to 2 hours,Sæt tidsrum til 2 timer,,Udsættelse 2 timer,,MISMATCH (SOME)
Set time window to 3 hours,Sæt tidsrum til 3 timer,,Udsættelse 3 timer,,MISMATCH (SOME)
Set time window to 4 hours,Sæt tidsrum til 4 timer,,Udsættelse 4 timer,,MISMATCH (SOME)
Set time window to 5 hours,Sæt tidsrum til 5 timer,,Udsættelse 5 timer,,MISMATCH (SOME)
Set time window to 6 hours,Sæt tidsrum til 6 timer,,Udsættelse 6 timer,,MISMATCH (SOME)
Set voltage and 22KHz,Sæt spænding og 22Khz,'',Sætter spænding og 22KHz,'',MISMATCH (ALL)
Settings,Indstillinger,Indstillings menu,Indstillings menu,Indstillings menu,MISMATCH (ALL)
Settings can be different for each directory separately (for non removeable devices only).,,,'',,SOLITARY
Setup,Opsætning,Indstillinger,Indstillinger,Indstillinger,MISMATCH (ALL)
Setup menu,Opsætningsmenu,Opsætningsmenu,Opsætningsmenu,Opsætningsmenu,CONSISTENT (ALL)
Setup mode,Opsætningstilstand,'',Opsætnings type,'',MISMATCH (ALL)
Setup your positioner,Sæt din motor op,,Motor opsætning,,MISMATCH (SOME)
Setup your satellite equipment,Sæt dit satellitudstyr op,,Indstil dit satellitudstyr,,MISMATCH (SOME)
Seychelles,'',,'','',EMPTY (SOME)
Sharpness,Skarphed,Skarphed,Skarphed,Skarphed,CONSISTENT (ALL)
Shellscript,SkalSkript,,Shellscript,,MISMATCH (SOME)
Shift,Skift,,'','',INCOMPLETE (SOME)
Short filenames,Korte filnavne,Korte filnavne,Korte filnavne,Korte filnavne,CONSISTENT (ALL)
Show Audioselection,Vis Lydmuligheder,,Vis Audioselection,,MISMATCH (SOME)
Show CI messages,Vis CI beskeder,,Vis CI meddelelser,,MISMATCH (SOME)
Show EIT now/next in infobar,Vis EIT nu/næste i Infobjælke,Vis EIT nu/næste i Infobar,Vis EIT nu/næste i Infobar,Vis EIT nu/næste i Infobar,MISMATCH (ALL)
Show EPG for current channel...,Vis EPG for nuværende kanal...,'',Vis EPG for nuværende kanal...,,INCOMPLETE (SOME)
Show EPG...,,,Vis EPG...,'',INCOMPLETE (SOME)
Show Games show,,'',Vis Spil show,,INCOMPLETE (SOME)
Show InfoBar,,,Vis InfoBar,,SOLITARY
Show PiP,,,Vis BiB,,SOLITARY
Show SNR percentage instead of dB value,,,Vis SNR procent i stedet for dB værdi,,SOLITARY
Show True/False as graphical switch,Vis Sand/Falsk som grafisk omskifter,,'','',INCOMPLETE (SOME)
Show VCR scart on main menu,Vis VCR Scart på hovedmenu,,Vis VCR scart i hoved menu,,MISMATCH (SOME)
Show WLAN status,Vis WLAN status,,Vis WLAN Status,,MISMATCH (SOME)
Show alternatives,,,Vis alternativer,,SOLITARY
Show animation while busy,Vis animation når optaget,Vis animation når optaget,Vis animation når optaget,Vis animation når optaget,CONSISTENT (ALL)
Show background behind subtitles,,,Vis baggrund bag undertekster,,SOLITARY
Show background in radio mode,,,Vis baggrund i radio mode,,SOLITARY
Show bouquet selection menu,Vis buket udvalgsmenu,,Vis favoritliste valg menu,,MISMATCH (SOME)
Show busy indicator when the system is busy.,,,Vis optaget indicator når system er optaget.,,SOLITARY
Show channel numbers in channel selection,Vis kanalnumre i kanalvælger,Vis kanalnumre i kanalvælger,Vis kanalnumre i kanalvælger,Vis kanalnumre i kanalvælger,CONSISTENT (ALL)
Show columns,Vis kolonner,,Vis spalter,,MISMATCH (SOME)
Show crypto icons,Vis krypteringsikoner,,Vis krypto ikoner,,MISMATCH (SOME)
Show crypto info in infobar,Vis krypteringsinfo i Infobjælke,Vis krypteringsinfo i infobar,Vis krypteringsinfo i infobar,Vis krypteringsinfo i infobar,MISMATCH (ALL)
Show detailed event info,Vis detaljeret begivenhedsinfo,Vi detaljeret programinfo,Vi detaljeret programinfo,Vi detaljeret programinfo,MISMATCH (ALL)
Show event details,Vis begivenhedsdetaljer,,Vis program detaljer,,MISMATCH (SOME)
Show event-progress in channel selection,Vis begivenhedsfremgang i kanalvælger,Vis programafvikling i kanalvælger,Vis programafvikling i kanalvælger,Vis programafvikling i kanalvælger,MISMATCH (ALL)
Show eventinfo plugins,Vis begivenhedsinfo Plugins,,Vis begivenhedsinfo plugins,,MISMATCH (SOME)
Show extended description,Vis udvidet beskrivelse,,Vis udvidet beskrivelse,,CONSISTENT (SOME)
Show extension selection,Vis udvidelsesvalg,,Vis udvidelsesselektion,,MISMATCH (SOME)
Show extensions...,Vis udvidelser...,'',Se udvidelser...,'',MISMATCH (ALL)
Show favourites list,Vis favoritliste,,Vis favoritliste,,CONSISTENT (SOME)
Show help,Vis hjælp,,Vis hjælp,,CONSISTENT (SOME)
Show icon for new/unseen items,Vis ikon for nye/usete kanaler,Vis ikon for nye/usete kanaler,Vis ikon for nye/usete kanaler,Vis ikon for nye/usete kanaler,CONSISTENT (ALL)
Show in extensions menu,,,Vis udvidelser i menu,,SOLITARY
Show info,Vis info,,Vis info,,CONSISTENT (SOME)
Show info line,Vis infolinje,,Vis infoinje,,MISMATCH (SOME)
Show infobar on channel change,Vis Infobjælke ved kanalskift,Vis infobjælke ved kanal skifte,Vis infobjælke ved kanal skifte,Vis infobjælke ved kanal skifte,MISMATCH (ALL)
Show infobar on event change,Vis Infobjælke ved begivenhedsskift,Vis infobjælke ved program skifte,Vis infobjælke ved program skifte,Vis infobjælke ved program skifte,MISMATCH (ALL)
Show infobar on skip forward/backward,Vis Infobjælke ved fremspoling/tilbagespoling med hop,Vis infobjælke ved skip fremspoling/tilbagespoling,Vis infobjælke ved skip fremspoling/tilbagespoling,Vis infobjælke ved skip fremspoling/tilbagespoling,MISMATCH (ALL)
Show latest commits,,,Vis seneste commits,,SOLITARY
Show latest update log,,,Vis seneste opgraderingslog,,SOLITARY
Show media player on main menu,,,Vis mediaplayer på hovedmenu,,SOLITARY
Show menu paths,,,Vis stien for menuer,,SOLITARY
Show message when recording starts,Vis besked når optagelse starter,'',"Vis besked, når optagelse starter",'',MISMATCH (ALL)
Show movie lengths in movielist,Vis filmlængde i filmliste,'',Vis filmlængder i filmlisten,,MISMATCH (SOME)
Show movies,Vis Film,,Vis film,,MISMATCH (SOME)
Show multi channel EPG,Vis multikanal EPG,,Vis multi kanal EPG,,MISMATCH (SOME)
Show notification when import channels and/or EPG from remote receiver URL did not complete,,,'',,SOLITARY
Show notification when import channels and/or EPG from remote receiver URL is completed,,,'',,SOLITARY
Show notification when import channels was not successful,,,'',,SOLITARY
Show notification when import channels was successful,,,'',,SOLITARY
Show packages to be updated,,,Vis pakker der skal opgraderes,,SOLITARY
Show picons in channel selection list,,,Vis picons i kanallisten,,SOLITARY
Show picons in display,,,'',,SOLITARY
Show positioner movement,Vis motorbevægelse,Vis motor bevægelse,Vis motor bevægelse,Vis motor bevægelse,MISMATCH (ALL)
Show positioner position,,,Vis positioners position,,SOLITARY
Show record clock icons,,,Vis optagelses ur ikoner,,SOLITARY
Show record indicator,Vis optageindikator,,Vis optagelsesindikator,,MISMATCH (SOME)
Show screensaver,Vis pauseskærm,'',Vis screensaver,'',MISMATCH (ALL)
Show second InfoBar,,,Vis anden InfoBar,,SOLITARY
Show second infobar,,,Vis ekstra infobar,,SOLITARY
Show service list,Vis kanalliste,,Vis serviceliste,,MISMATCH (SOME)
Show service name and event description among each other instead of side by side.,,,'',,SOLITARY
Show service type icons,Vis kanaltype ikoner,,Vis kanal type ikoner,,MISMATCH (SOME)
Show servicelist or movies,Vis kanalliste eller film,,Vis serviceliste eller film,,MISMATCH (SOME)
Show single service EPG,Vis enkeltkanal EPG,,Vis enkelt kanals EPG,,MISMATCH (SOME)
Show status icons in movie list,,,Vis status ikoner i filmlisten,,SOLITARY
Show status icons in movielist,Vis statusikoner i filmliste,'',Vis status ikoner i filmlisten,,MISMATCH (SOME)
Show subservice selection,Vis valg af underkanal,,Vis subservice selektion,,MISMATCH (SOME)
Show subtitle selection,Vis undertekst valg,,Vis underteksts selektion,,MISMATCH (SOME)
Show symbols on display,,,'',,SOLITARY
Show the radio player...,Vis radio afspilleren...,Vis radio afspilleren...,Vis radio afspilleren...,Vis radio afspilleren...,CONSISTENT (ALL)
Show the tv player...,Vis TV afspilleren...,Vis TV afspiller...,Vis TV afspiller...,Vis TV afspiller...,MISMATCH (ALL)
Show transponder info,,,Vis transponer info,,SOLITARY
Show two lines per entry,Vis 2 linjer per post,,'','',INCOMPLETE (SOME)
Show vertical timelines,,,Vis vertikale tidslinje,,SOLITARY
Show warning before set 'Ignore conflict',,,Vis advarsel før indstilling af 'Ignorer konflikt',,SOLITARY
Show warning when timeshift is stopped,Vis advarsel når Timeshift stoppes,,Vis advarsel når tidsforskydning er stoppet,,MISMATCH (SOME)
Show/hide window,,,Vis/skjul vindue,,SOLITARY
Shows live tv or informations on LCD.,Vis Live TV eller informationer på LCD.,,Vis live tv eller information på LCD,'',MISMATCH (SOME)
Shows the state of your wireless LAN connection.\n,Vis tilstanden af din trådløse LAN opkobling.\n,Vis tilstanden af din trådløse LAN opkobling.\n,Vis tilstanden af din trådløse LAN opkobling.\n,Vis tilstanden af din trådløse LAN opkobling.\n,CONSISTENT (ALL)
Shuffle playlist,Bland afspilningslist,,Tilfældig spilleliste,,MISMATCH (SOME)
Shutdown,Afslut,Afslut,Luk ned,,MISMATCH (SOME)
Shutdown when in Standby,,,Luk ned når standby er aktiv,,SOLITARY
Side by side,Side om Side,,Side om side,,MISMATCH (SOME)
Sierra Leone,'',,'','',EMPTY (SOME)
"Signal OK, proceeding","Signal OK, fortsætter",'',"Signal OK, fortsætter",'',INCOMPLETE (ALL)
Signal quality,Signalkvalitet,,Signal kvalitet,,MISMATCH (SOME)
Signal strength:,Signalstyrke:,,Signal styrke:,,MISMATCH (SOME)
Signal: ,'',Signal: ,Signal: ,Signal: ,INCOMPLETE (ALL)
Similar,Lignende,Samme,Samme,Samme,MISMATCH (ALL)
Similar EPG,,,Lignende EPG,,SOLITARY
Similar broadcasts:,Lignende udsendelser:,Samme udsendelser:,Samme udsendelser:,Samme udsendelser:,MISMATCH (ALL)
Simple,Simpel,Simpel,Simpel,Simpel,CONSISTENT (ALL)
Simple titleset (compatibility for legacy players),Simpel titelopsætning (kompatibel med legacy afspillere),Enkelt titelopsætning (kompatibel med legacy afspillere),Enkelt titelopsætning (kompatibel med legacy afspillere),Enkelt titelopsætning (kompatibel med legacy afspillere),MISMATCH (ALL)
Single,Enkelt,Enkelt,Enkelt,Enkelt,CONSISTENT (ALL)
Single EPG,Enkelt EPG,Enkelt EPG,Enkelt EPG,Enkelt EPG,CONSISTENT (ALL)
Single satellite,Enkelt satellit,Enkelt satellit,Enkelt satellit,Enkelt satellit,CONSISTENT (ALL)
Single step (GOP),Enkelt trin (GOP),,Enkelt trin (GOP),,CONSISTENT (SOME)
Sint Maarten (Dutch part),Sint Maarten (Hollandsk del),,'','',INCOMPLETE (SOME)
Site latitude,Område breddegrad,,Breddegrad,,MISMATCH (SOME)
Site longitude,Område længdegrad,,Længdegrad,,MISMATCH (SOME)
Skin & Resolution: %s (%sx%s)\n,,,'',,SOLITARY
SkinSelector: Restart GUI,,,'',,SOLITARY
Skins,Grafiske Temaer,Grafiske temaer,Grafiske temaer,Grafiske temaer,MISMATCH (ALL)
Skip empty services,Hop over tomme kanaler,,Spring tomme kanaler over,,MISMATCH (SOME)
