msgid,openatv,openhdf,openpli,openvix,STATUS
Enable teletext caching,Teletekst caching inschakelen,Teletekst caching inschakelen,Teletext caching inschakelen,Teletekst caching inschakelen,MISMATCH (ALL)
Enable this setting if your aerial system needs power,Schakel deze optie in indien de antenne een externe voeding nodig heeft,,Schakel deze optie in indien de antenne een externe voeding nodig heeft,Schakel dit in als uw antennesysteem stroom nodig heeft.,MISMATCH (SOME)
Enable timer conflict detection,,,Schakel timer conflict detectie in,Timer conflict detectie inschakelen,MISMATCH (SOME)
"Enable to display all true/false, yes/no, on/off and enable/disable set up options as a graphical switch.","Gebruik een grafische schakelaar voor alle opties als waar/onwaar, ja/nee, aan/uit en activeer/deactiveer.\n\nGroen is 'Aan' en Rood is 'Uit'.",,"Activeer de weergave van alle opties als waar/onwaar, ja/nee, aan/uit en activeer/déactiveer met een grafisch schakelaar.\n\nRood is uiteraard 'uit' en groen is 'aan'.","Schakel in om alle waar/niet waar, ja/nee waardes als grafische schakelaar weer te geven.",MISMATCH (SOME)
Enable volume control with arrow buttons,,,Activeer volume control met de pijltjestoetsen,,SOLITARY
Enable wakeup timer,,,Activeer de 'wake up timer',,SOLITARY
"Enable zapping with CH+/-, B+/-, P+/-",,,"Zappen met de  CH +/-, B +/-, P +/-",,SOLITARY
Enabled,Ingeschakeld,Ingeschakeld,Ingeschakeld,Ingeschakeld,CONSISTENT (ALL)
Encrypted: ,Gecodeerd: ,Gecodeerd,Gecodeerd,Gecodeerd: ,MISMATCH (ALL)
Encryption,Codering,Codering,Codering,Codering,CONSISTENT (ALL)
Encryption key,Coderingssleutel,Coderingssleutel,Coderingssleutel,Coderingssleutel,CONSISTENT (ALL)
Encryption key type,Coderingssleuteltype,Coderingssleuteltype,Coderingssleuteltype,Coderingssleuteltype,CONSISTENT (ALL)
Encryption:,Codering:,Codering:,Codering:,Codering:,CONSISTENT (ALL)
End alternatives edit,,,Alternatieven bewerken stoppen,Alternatieven bewerken uitschakelen,MISMATCH (SOME)
End bouquet edit,,,Bouquet bewerken stoppen,Favorietenlijst bewerken beeindigen,MISMATCH (SOME)
End favourites edit,,,Favorieten bewerken stoppen ,Favorietenlijst bewerken beeindigen,MISMATCH (SOME)
End time,Eindtijd,Eindtijd,Eindtijd,Eindtijd,CONSISTENT (ALL)
End time to ignore inactivity sleeptimer,,,Extra uitloop om de inactiviteit sleeptimer te negeren,,SOLITARY
End time to ignore shutdown in standby,,,Eind tijd om in stand-by gaan te negeren,,SOLITARY
English,Engels,Engels,Engels,Engels,CONSISTENT (ALL)
Enigma (re)starts: %d\n,,,Enigma (her)starts: %d\n,,SOLITARY
Enigma debug level: %d\n,,,Enigma debug niveau: %d\n,,SOLITARY
Enigma version: ,,,Enigma versie: ,,SOLITARY
Enter,Enter,,Enter,Enter,UNCHANGED (SOME)
Enter IP address,,,Voer een IPadres in,,SOLITARY
Enter PIN,Voer pincode in,,Voer PIN in,Voer PIN in,MISMATCH (SOME)
Enter URL,,,Voer een URL in,,SOLITARY
Enter an URL where alternative images could be listed for FlashImage,,,Hier kunt u een URL opgeven waar alternatieve images t.b.v. Flashimage te vinden zijn. ,,SOLITARY
Enter if you are in the east or west hemisphere.,Geef aan of u op het westelijke of het oostelijke halfrond bent.,,Geef aan of je je in het oostelijk of westelijk halfrond bevindt.,Geef aan of u op het westelijke of het oostelijke halfrond bent.,MISMATCH (SOME)
Enter if you are north or south of the equator.,Geef aan of u op het noordelijke of het zuidelijke halfrond bent.,,Geef aan of u zich noordelijk of zuidelijk van de evenaar bevindt.,Geef aan of u op het noordelijke of het zuidelijke halfrond bent.,MISMATCH (SOME)
Enter main menu...,Ga naar hoofdmenu...,Ga naar hoofdmenu...,Ga naar hoofdmenu...,Ga naar hoofdmenu...,CONSISTENT (ALL)
Enter persistent PIN code,Voer definitieve pincode in,,Voer een vaste code in,Voer blijvende PIN in,MISMATCH (SOME)
Enter pin code,Voer pincode in,Voer pincode in,Voer pincode in,Voer pincode in,CONSISTENT (ALL)
Enter the frequency at which you LNB switches between low band and high band. For more information consult the spec sheet of your LNB.,Geef de frequentie op waarbij uw LNB schakelt tussen de hoge en de lage band. Voor meer informatie zie de specificaties van uw LNB.,,Voer de frequentie in waarmee uw LNB tussen de lage band en hoge band schakelt. Raadpleeg het specificatieblad van uw LNB voor meer informatie.,Geef de frequentie aan waarbij uw LNB schakelt tussen de hoge en de lage band. Voor meer informatie zie de specificaties van uw LNB.,MISMATCH (SOME)
Enter the frequency step size for the tuner to use when searching for cable multiplexes. For more information consult your cable provider's documentation.,Geef de frequentie stapgrootte op waarmee de tuner kabel-multiplexen moet scannen. Voor meer informatie raadpleegt de documentatie of uw provider.,,Geef de grootte van de frequentiestappen van de betreffende tuner aan t.b.v. multiplex kabelscan. Raadpleeg de info van uw kabelexploitant voor meer informatie.,Geef de frequentie stapgrootte in waarmee de tuner kabel-multiplexen moet scannen. Voor meer informatie raadpleegt u uw provider.,MISMATCH (SOME)
Enter the number stored in the positioner that corresponds to this satellite.,Voor het in de positioner opgeslagen nummer in dat overeen komt met deze satelliet.,,Voor het in de positioner opgeslagen nummer in dat overeen komt met deze satelliet.,Geef het opgeslagen positienummer voor deze satelliet.,MISMATCH (SOME)
Enter the service pin,Voer de zender pincode in,Voer de zender pincode in,Voer de zender pincode in,Voer de zender-PIN in,MISMATCH (ALL)
Enter your current latitude. This is the number of degrees you are from the equator as a decimal.,Voor de huidige latitude in. Dit is het aantal (decimale) graden dat u verwijderd bent van de evenaar.,,Voor de huidige latitude in. Dit is het aantal (decimale) graden dat u verwijderd bent van de evenaar.,Geef uw huidige breedte in; dit is het aantal graden dat u van de evenaar verwijderd bent (decimaal).,MISMATCH (SOME)
Enter your current longitude. This is the number of degrees you are from zero meridian as a decimal.,Voer de huidige longitude in. Dit is het aantal (decimale) graden dat u verwijderd bent t.o.v. de nulmeridiaan.,,Voer de huidige longitude in. Dit is het aantal (decimale) graden dat u verwijderd bent t.o.v. de nulmeridiaan.,Geef uw huidige lengte in; dit is het aantal graden dat u van de nul-meridiaan verwijderd bent (decimaal).,MISMATCH (SOME)
Enter your high band local oscillator frequency. For more information consult the spec sheet of your LNB.,Voer de occillatorfrequentie van de hoge band in. Voor meer info raadpleeg de specificaties van uw LNB.,,Voer de occillatorfrequentie van de hoge band in. Voor meer info raadpleeg de specificaties van uw LNB.,Geef de hoge band lokale oscillator frequentie in. Voor meer informatie zie de specificaties van uw LNB.,MISMATCH (SOME)
Enter your low band local oscillator frequency. For more information consult the spec sheet of your LNB.,Voer de occillatorfrequentie van de lage band in. Voor meer info raadpleeg de specificaties van uw LNB.,,Voer de occillatorfrequentie van de lage band in. Voor meer info raadpleeg de specificaties van uw LNB.,Geef de lage band lokale oscillator frequentie in. Voor meer informatie zie de specificaties van uw LNB.,MISMATCH (SOME)
Equal to,Gelijk aan,,Gelijk aan,Gelijk aan,CONSISTENT (SOME)
Equatorial Guinea,Equatoriaal-Guinea,,Equatoriaal Guinea,Equatorial Guinea,MISMATCH (SOME)
Eritrea,Eritrea,,Eritrea,Eritrea,UNCHANGED (SOME)
Error,Fout,Fout,Fout,Fout,CONSISTENT (ALL)
Error %s,,,Fout %s,,SOLITARY
Error code,Foutcode,Foutcode,Foutcode,Foutcode,CONSISTENT (ALL)
Error during backup settings\n%s,,,Fout tijdens het backuppen van de instellingen\n%s,,SOLITARY
Error during downloading image\n%s\n%s,Fout tijdens het downloaden van de image\n%s\n%s,,Fout tijdens het downloaden van de image\n%s\n%s,,CONSISTENT (SOME)
Error during unzipping image\n%s,Fout tijdens het uitpakken van de image\n%s,,Fout tijdens het uitpakken van de image\n%s,,CONSISTENT (SOME)
Error stop stream!,,,Fout stop de stream!,,SOLITARY
Error when writing epg.dat on server,,,Fout tijdens het wegschrijven van de epg.dat op de server,,SOLITARY
Error while retreiving epg.dat from server,,,Fout tijdens het ophalen van de epg.dat van de server,,SOLITARY
Error while retreiving fallback timer information\n%s,,,Fout tijdens het ophalen van de Fallback timer informatie\n%s,,SOLITARY
Error while retreiving location of epg.dat on server,,,Fout tijdens het ophalen van de locatie van de epg.dat op de server,,SOLITARY
Error: %s\nRetry?,Fout: %s\nOpnieuw?,Fout: %s\nOpnieuw?,Fout: %s\nOpnieuw?,Fout: %s\nOpnieuw proberen?,MISMATCH (ALL)
Estonia,Estland,,Estland,Estonia,MISMATCH (SOME)
Estonian,Ests,Estisch,Ests,Estisch,MISMATCH (ALL)
EtPortal,,,EtPortal,,SOLITARY
Ethernet network interface,Ethernet netwerkinterface,Ethernet netwerkinterface,Ethernet netwerkinterface,Ethernet netwerkinterface,CONSISTENT (ALL)
Ethiopia,Ethiopië,,Ethiopië,Ethiopia,MISMATCH (SOME)
Event font size (relative to skin size),,,Fontgrootte van de programmaomschrijving (skinafhankelijke grootte),,SOLITARY
Event name first,,,Event naam eerst,Naam eerst,MISMATCH (SOME)
Event view,Programma overzicht,Event view,Programmaoverzicht,Programma  overzicht,MISMATCH (ALL)
Event view context menu,,,Event tonen context menu,,SOLITARY
Event view menu,Programma overzicht menu,,Programmaoverzichtsmenu,Programma overzicht menu,MISMATCH (SOME)
Events info menu,,,Events info menu,,SOLITARY
Every known,,,Elke bekende,,SOLITARY
Everywhere,Overal,Overal,Overal,Overal,CONSISTENT (ALL)
Exceeds dual layer medium!,Overschrijdt een dual layer schijf!,Overschrijdt dubbel lagen medium!,Overschrijdt een dual layer schijf,Overschrijdt dubbel lagen medium!,MISMATCH (ALL)
Execution finished!!,!! De volledige back-up is gereed !!,Voortgang voltooid!,Voortgang voltooid!,Voortgang voltooid!,MISMATCH (ALL)
Execution progress:,Voortgang extern commando:,Voortgang:,Voortgang extern commando:,Voortgang:,MISMATCH (ALL)
Exif,Exif,Exif,Exif,Exif,UNCHANGED (ALL)
Exit,Afsluiten,Afsluiten,Afsluiten,Afsluiten,CONSISTENT (ALL)
Exit EPG,EPG afsluiten,Verlaat EPG,EPG afsluiten,Verlaat EPG,MISMATCH (ALL)
Exit editor,Editor afsluiten,Editor afsluiten,Editor afsluiten,Editor afsluiten,CONSISTENT (ALL)
Exit input device selection.,Beëindig invoerapparaatselectie.,Verlaat invoerapparaat selectie.,Beëindig invoerapparaatselectie,Verlaat invoerapparaat selectie.,MISMATCH (ALL)
Exit media player?,Mediaspeler afsluiten?,Mediaspeler afsluiten?,Mediaspeler afsluiten?,Mediaspeler afsluiten?,CONSISTENT (ALL)
Exit mediaplayer,Mediaspeler afsluiten,Mediaspeler afsluiten,Mediaspeler afsluiten,Mediaspeler afsluiten,CONSISTENT (ALL)
Exit movie list,Opnamelijst afsluiten,Opnamelijst afsluiten,Verlaten van de opnamelijst,Opnamelijst afsluiten,MISMATCH (ALL)
Exit movie player?,Opnamespeler beëindigen?,Sluit moviespeler?,Movieplayer beëindigen?,Sluit moviespeler?,MISMATCH (ALL)
Exit nameserver configuration,Verlaat de naamserver (DNS) configuratie,verlaat nameserver configuratie,Verlaat de nameserver-configuratie,Verlaat nameserver configuratie,MISMATCH (ALL)
Exit network interface list,Verlaat het netwerkinterfaceoverzicht,verlaat netwerkinterface lijst,Verlaat het netwerkinterfaceoverzicht,Verlaat netwerkinterface lijst,MISMATCH (ALL)
Exit network wizard,Verlaat netwerkwizard,Verlaat netwerk wizard,Verlaat netwerkwizard,Verlaat netwerk wizard,MISMATCH (ALL)
Exit the wizard,Wizard afsluiten,Wizard afsluiten,Wizard afsluiten.,Wizard afsluiten,MISMATCH (ALL)
Expand,Uitvouwen,,Uitvouwen,,CONSISTENT (SOME)
Expert,Expert,Expert,Expert,Expert,UNCHANGED (ALL)
Expert settings,,,Expert instellingen,,SOLITARY
Extend sleeptimer 15 minutes,,,Verleng de sleeptimer met 15 minuten,,SOLITARY
Extended,Uitgebreid,,Uitgebreid,Uitgebreid,CONSISTENT (SOME)
Extended PID info,,,Uitgebreide PID informatie,,SOLITARY
Extended Software,Uitgebreide software,Uitgebreide software,Uitgebreide software,Uitgebreide software,CONSISTENT (ALL)
Extended Software Plugin,Uitgebreide software plug-in,Uitgebreide software plugin,Uitgebreide software plugin,Uitgebreide software plugin,MISMATCH (ALL)
Extended network setup plugin...,Uitgebreide netwerkinstellingen plug-in...,Uitgebreide netwerkinstellingen...,Uitgebreide netwerkinstellingen plugin...,Uitgebreide plugin netwerkinstellingen...,MISMATCH (ALL)
Extended setup...,Uitgebreide instellingen...,Uitgebreide instellingen...,Uitgebreide instellingen...,Uitgebreide instellingen...,CONSISTENT (ALL)
Extensions,Applicaties,Extensies,Applicaties,Extensies,MISMATCH (ALL)
Extensions management,Applicatiebeheer,Applicatiebeheer,Beheer Applicaties,Applicatiebeheer,MISMATCH (ALL)
Extensions menu,,,Plugins menu,,SOLITARY
External,Extern,Extern,Extern,Extern,CONSISTENT (ALL)
External PiP,Externe PiP,,Externe PIP,Externe PiP,MISMATCH (SOME)
External Storage %s,Externe opslag %s,,Externe opslag %s,,CONSISTENT (SOME)
External subtitle color,Kleur van de externe ondertitels,Kleur externe ondertitels,Kleur van de externe ondertitel,Kleur externe ondertitels,MISMATCH (ALL)
External subtitle dialog colorisation,Dialoog in verschillende kleuren bij externe ondertitels,,Verkleuring van de externe ondertitels,Kleur externe ondertitels,MISMATCH (SOME)
External subtitle switch fonts,Wissel het lettertype bij externe ondertitels,,Schakelen tussen fonts bij externe ondertitels,Externe ondertitels wissel lettertype,MISMATCH (SOME)
Externally powered,,,Extern gevoed,Externe van stroom voorzien,MISMATCH (SOME)
Extra end time to ignore inactivity sleeptimer,,,Extra uitloop om de inactiviteit sleeptimer te negeren,,SOLITARY
Extra motor options,Extra motor opties,,Extra motor opties,Extra motor opties,CONSISTENT (SOME)
Extra start time to ignore inactivity sleeptimer,,,Extra begintijd om de inactiviteit sleeptimer te negeren,,SOLITARY
F,,,F,,SOLITARY
F1/F3/F4/F4-TURBO,,,F1/F3/F4/F4-TURBO,,SOLITARY
FAILED,,MISLUKT,MISLUKT,MISLUKT,CONSISTENT (SOME)
FBC SCR (Unicable/JESS),,,FBC SCR (Unicable/JESS),FBC SCR (Unicable/JESS),UNCHANGED (SOME)
FBC automatic,,,FBC automatisch,FBC automatisch,CONSISTENT (SOME)
FBC automatic\nconnected to,,,FBC automatisch doorlussen\nverbonden met,FBC automatisch\nverbonden met,MISMATCH (SOME)
FBC automatic\nconnected to %s,,,FBC automatisch doorlussen\nVerbonden met %s,FBC automatisch\nverbonden met %s,MISMATCH (SOME)
FBC automatic\ninactive,,,FBC automatisch doorlussen\naktief,FBC automatisch\ninactief,MISMATCH (SOME)
FEC,FEC,FEC,FEC,FEC,UNCHANGED (ALL)
FEC:,,,FEC:,FEC:,UNCHANGED (SOME)
FHD,,,FHD,FHD,UNCHANGED (SOME)
FTA,FTA,,FTA,,UNCHANGED (SOME)
Factory reset,Fabrieksinstellingen,Fabrieksinstellingen,Fabrieksinstellingen,Fabrieksinstellingen,CONSISTENT (ALL)
"Factory reset will restore your receiver to its default configuration. All user data including system settings, tuner configuration, bouquets, services and plugins will be DELETED. Recordings and other files stored on HDD and USB media will remain intact. After completion, the system will restart automatically!\n\nDo you really want to proceed?",,,"Een reset naar fabrieksinstellingen herstelt de ontvanger naar de standaard instellingen. Alle gebruikersdata inclusief systeeminstellingen, tunerconfiguraties, boeketten, zenders en plugins worden verwijderd. Opnames en andere bestanden die op de harddisk of USB media zijn opgeslagen worden intact gelaten. Indien het proces is afgerond zal de ontvanger automatisch herstarten!\n\nWilt u echt doorgaan met deze aktie? ",,SOLITARY
Failed,Mislukt,Mislukt,Mislukt,Mislukt,CONSISTENT (ALL)
Failed to write /tmp/positionersetup.log: ,Schrijven naar /tmp/positionersetup.log niet mogelijk: ,Mislukt te schrijven naar /tmp/positionersetup.log: ,Schrijven naar /tmp/positionersetup.log niet mogelijk: ,Mislukt te schrijven naar /tmp/positionersetup.log: ,MISMATCH (ALL)
Failed:,Mislukt:,,Mislukt:,,CONSISTENT (SOME)
Falkland Islands (Malvinas),Falkland Eilanden (Malvinas),,Falkland eilanden (Malnivas),Falkland Islands (Malvinas),MISMATCH (SOME)
Fallback Timer,,,Fallback timer,,SOLITARY
Fallback remote receiver,,,Fallback externe tuner,,SOLITARY
Fallback remote receiver IP,,,IPadres van de Fallback tuner,,SOLITARY
Fallback remote receiver Port,,,Ingave van de poort van de Fallback tuner,,SOLITARY
Fallback remote receiver URL,URL van de 'Fallback remote receiver',,URL (http) van de Fallback ontvanger,Fallback remote-ontvanger URL,MISMATCH (SOME)
Fallback remote receiver for ATSC,,,Fallback tuner t.b.v. ATSC,,SOLITARY
Fallback remote receiver for DVB-C,,,Fallback tuner t.b.v. DVB-C,,SOLITARY
Fallback remote receiver for DVB-T,,,Fallback tuner t.b.v. DVB-T,,SOLITARY
Fallback remote receiver setup,,,Instellen van de Fallback tuner,,SOLITARY
Fallback tuner setup,,,Instellen van de Fallback (externe) tuner,,SOLITARY
False,Niet correct,,Fout,Niet waar,MISMATCH (SOME)
Fan %d,Ventilator %d,Ventilator %d,Ventilator %d,Ventilator %d,CONSISTENT (ALL)
Fan %d PWM,,,Ventilator %d PWM,,SOLITARY
Fan %d voltage,,,Ventilator %d voltage,,SOLITARY
Fan operation,,,Ventilator ,,SOLITARY
Fan speed,,,Ventilator snelheid,,SOLITARY
Faroe Islands,Faeroër Eilanden,,Faeröer eilanden,Faroe Islands,MISMATCH (SOME)
Fast,Snel,Snel,Snel,Snel,CONSISTENT (ALL)
Fast DiSEqC,Snelle DiSEqC,Snelle DiSEqC,Snelle diseqc,Snelle DiSEqC,MISMATCH (ALL)
Fast Scan,Fast Scan,Fastscan,Fast Scan,Fastscan,MISMATCH (ALL)
Fast epoch,Snel spoelen,Snel spoelen,Snel spoelen,Snel spoelen,CONSISTENT (ALL)
Fast forward speeds,Vooruit-spoelsnelheden,Vooruitspoelsnelheid,Vooruitspoelsnelheden,Vooruitspoelsnelheid,MISMATCH (ALL)
Favourites,Favorieten,Favorieten,Favorieten,Favorieten,CONSISTENT (ALL)
Fiji,Fiji,,Fiji,Fiji,UNCHANGED (SOME)
File appears to be busy.\n,Bestand mogelijk in gebruik door ander proces.\n,Bestand lijkt in gebruik te zijn.\n,Bestand mogelijk in gebruik door ander proces.\n,Bestand lijkt in gebruik te zijn.\n,MISMATCH (ALL)
Filename,,,Bestandsnaam,Bestandnaam,MISMATCH (SOME)
Filesystem check,,Controle filesysteem,Bestandssysteemcontrole,Controle filesysteem,MISMATCH (SOME)
Final position at,Eindpositie op,Eindpositie op,Eindpositie op,Eindpositie op,CONSISTENT (ALL)
Final position at index,Eindpositie op index,Eindpositie op index,Eindpositie op index,Eindpositie op index,CONSISTENT (ALL)
Final scroll delay,Scrollvertraging,,Definitieve scroll vertraging,Scrollvertraging,MISMATCH (SOME)
Find currently playing service,,,Zoek de zender die momenteel speelt,,SOLITARY
Fine movement,Fijn bewegen,Fijn bewegen,Exact positioneren,Fijn bewegen,MISMATCH (ALL)
Finetune,Fijn afstelling,Fijn afst.,Fijn afst.,Fijn afstemming,MISMATCH (ALL)
Finished,Voltooid,Voltooid,Voltooid,Voltooid,CONSISTENT (ALL)
Finished configuring your network,Klaar met het configureren van uw netwerk,Klaar met het configureren van uw netwerk,Klaar met het configureren van uw netwerk,Klaar met het configureren van uw netwerk,CONSISTENT (ALL)
Finished restarting your network,Herstarten van uw netwerk is voltooid,Herstarten van uw netwerk is voltooid,Herstarten van uw netwerk is voltooid,,CONSISTENT (SOME)
Finland,Finland,,Finland,Finland,UNCHANGED (SOME)
Finnish,Fins,Fins,Fins,Fins,CONSISTENT (ALL)
Fixed,Vast,Vast,Vast,Vast,CONSISTENT (ALL)
Flash Image,Flash image,,Flash de image,,MISMATCH (SOME)
Flash image,,,Image flashen,,SOLITARY
Flashing Image,De image wordt geflasht,,Het image wordt geflasht,,MISMATCH (SOME)
Flashing image successful,Image flashen succesvol,,Het flashen van de image is gelukt.,,MISMATCH (SOME)
Flashing image was not successful\n%s,Het flashen van de image is mislukt\n%s,,Het flashen van de image is mislukt\n%s,,CONSISTENT (SOME)
Following tasks will be done after you press OK!,Nadat u op OK drukt worden de volgende taken uitgevoerd!,Nadat u op OK drukt worden de volgende taken uitgevoerd!,Nadat u op Ok drukt worden de volgende taken uitgevoerd!,Nadat u op OK drukt worden de volgende taken uitgevoerd!,MISMATCH (ALL)
Force legacy signal stats,,,Force Legacy Signal Stats,Forceer oude signaal statistieken,MISMATCH (SOME)
Format,Formaat,Formaat,Formaat,Formaat,CONSISTENT (ALL)
Forward volume keys,Geef volume opdrachten door,Geef volume opdrachten door,Volumetoetsen doorsturen,Geef volume opdrachten door,MISMATCH (ALL)
Frame size in full view,Framegrootte in vol beeld,Framegrootte in vol beeld,Framegrootte in vol beeld,Framegrootte in vol beeld,CONSISTENT (ALL)
France,Frankrijk,,Frankrijk,France,MISMATCH (SOME)
French,Frans,Frans,Frans,French,MISMATCH (ALL)
French Guiana,Frans-Guyana,,Frans Guiana,French Guiana,MISMATCH (SOME)
French Polynesia,Frans-Polynesië,,Frans Polynesië,French Polynesia,MISMATCH (SOME)
French Southern Territories,Zuidelijke en Antarctische Franse Gebieden,,Franse Zuidelijke Gebieden,French Southern Territories,MISMATCH (SOME)
Frequency,Frequentie,Frequentie,Frequentie,Frequentie,CONSISTENT (ALL)
Frequency & Channel,,,Frequentie en kanaal,Frequentie & kanaal,MISMATCH (SOME)
Frequency & Polarization,,,Frequentie en polarisatie,Frequentie & polarisatie,MISMATCH (SOME)
Frequency bands,Frequentiebanden,Frequentiebanden,Frequentiebanden,Frequentiebanden,CONSISTENT (ALL)
Frequency scan step size(khz),Frequentie scan stapgrootte(kHz),Frequentiescan stapgrootte(khz),Frequentie scan stapgrootte(kHz),Frequentiescan stapgrootte(khz),MISMATCH (ALL)
Frequency steps,Frequentie stappen,Freqentie stappen,Frequentiestappen,Freqentie stappen,MISMATCH (ALL)
Frequency:,,,Frequentie:,Frequentie:,CONSISTENT (SOME)
Fri,Vr,Vr,Vr,Vr,CONSISTENT (ALL)
Friday,Vrijdag,vrijdag,Vrijdag,vrijdag,MISMATCH (ALL)
From:,,,Van:,,SOLITARY
Frontprocessor version: %s,Frontprocessor versie: %s,,Frontprocessor versie: %s,,CONSISTENT (SOME)
Full screen,,Volledig scherm,Volledig beeld,Volledig scherm,MISMATCH (SOME)
Full transparency,Volledig doorzichtig,Volledig doorzichtig,Volledige transparantie,Volledig doorzichtig,MISMATCH (ALL)
Full view resolution,,,Resolutie van de volledige beeldgrootte,Vol scherm resolutie,MISMATCH (SOME)
Function of OK button,,,De functie van de Ok toets,,SOLITARY
Further Options,,,Extra opties,,SOLITARY
Further options,,,Verdere opties,,SOLITARY
G,,,G,,SOLITARY
GStreamer version: ,,,GStreamer versie: ,,SOLITARY
GUI Settings,,,GUI instellingen,,SOLITARY
GUI Skin,,,GUI skin,GUI Skin,MISMATCH (SOME)
GUI needs a restart to apply a new language\nDo you want to restart the GUI now?,De gebruikersinterface moet herstart worden om\nde nieuwe skin te activeren. Nu herstarten?,,De gebruikersinterface moet herstart worden om\nde nieuwe taalselectie te activeren. Nu herstarten?,De gebruikersinterface moet herstart worden om de nieuwe taal te activeren\nNu herstarten?,MISMATCH (SOME)
Gabon,Gabon,,Gabon,Gabon,UNCHANGED (SOME)
Gambia,Gambia,,Gambia,Gambia,UNCHANGED (SOME)
Gateway,Gateway,Gateway,Gateway:,Gateway,MISMATCH (ALL)
General AC3 delay,Algemene AC3 vertraging,Algemene AC3 vertraging,Algehele AC3 vertraging,Algemene AC3 vertraging,MISMATCH (ALL)
General PCM delay,Algemene PCM vertraging,Algemene PCM vertraging,Algehele PCM vertraging,Algemene PCM vertraging,MISMATCH (ALL)
Genre,Genre,Genre,Genre,Genre,UNCHANGED (ALL)
Georgia,Georgië,,Georgië,Georgië,CONSISTENT (SOME)
German,Duits,Duits,Duits,Duits,CONSISTENT (ALL)
Germany,Duitsland,,Duitsland,Duitsland,CONSISTENT (SOME)
Getting plugin information. Please wait...,Plug-in gegevens worden geladen. Even wachten...,Gegevens worden opgehaald. Een ogenblikje geduld a.u.b...,Gegevens worden opgehaald. Een ogenblik geduld aub...,Plugin-gegevens worden opgehaald. Even wachten...,MISMATCH (ALL)
Ghana,Ghana,,Ghana,Ghana,UNCHANGED (SOME)
Gibraltar,Gibraltar,,Gibraltar,Gibraltar,UNCHANGED (SOME)
Go down the list,Ga naar beneden,Ga naar beneden in de lijst,Ga naar beneden,Ga naar beneden in de lijst,MISMATCH (ALL)
Go to first movie or last item,Ga naar de eerste opname of het laatste item,Ga naar de eerste opname of het laatste item.,Ga naar de eerste film of einde van de lijst,Ga naar de eerste opname of het laatste item,MISMATCH (ALL)
Go to first movie or top of list,Ga naar de eerste opname of naar het eerste item,Ga naar de eerste opname of naar het eerste item,Ga naar de eerste film of begin van de lijst,Ga naar de eerste opname of naar het eerste item,MISMATCH (ALL)
Go to first service,Ga naar de eerste zender,,Ga naar het eerste kanaal,,MISMATCH (SOME)
Go to last service,Ga naar de laatste zender,,Ga naar het laatste kanaal,,MISMATCH (SOME)
Go to next event,Ga naar het volgende programma,,Ga naar de volgende EPG info,Ga naar het volgende programma,MISMATCH (SOME)
Go to next page of service,Ga naar volgende pagina met zenders,,Ga naar volgende pagina met kanalen,,MISMATCH (SOME)
Go to previous event,Ga naar het vorige programma,,Ga naar de vorige EPG info,Ga naar het vorige programma,MISMATCH (SOME)
Go to previous page of service,Ga naar de vorige pagina met zenders,,Ga naar de vorige pagina met kanalen,,MISMATCH (SOME)
Go up the list,Ga naar boven in de lijst,Ga naar boven in de lijst,Ga naar boven,Ga naar boven in de lijst,MISMATCH (ALL)
Gold,Goud,,Goud,Goud,CONSISTENT (SOME)
Goto,Ga naar,Ga naar,Ga naar,Ga naar,CONSISTENT (ALL)
Goto 0,Naar 0 positie,Naar 0 positie,Ga naar 0 positie,Naar 0 positie,MISMATCH (ALL)
Goto X,Goto X,Goto X,Goto X,Ga naar X,MISMATCH (ALL)
Goto index position,Naar indexpositie draaien,Naar indexpositie draaien,Ga naar indexpositie,Naar indexpositie draaien,MISMATCH (ALL)
Goto next day of events,Ga naar de gebeurtenissen van de volgende dag,,Ga naar de gebeurtenissen van de volgende dag,,CONSISTENT (SOME)
Goto next page of events,Naar de volgende pagina met EPG info,,Ga naar de volgende pagina met EPG info,,MISMATCH (SOME)
Goto position,Naar positie draaien,Naar positie draaien,Naar positie draaien,Naar positie draaien,CONSISTENT (ALL)
Goto previous day of events,Ga naar de gebeurtenissen van de vorige dag,,Ga naar de gebeurtenissen van de vorige dag,,CONSISTENT (SOME)
Goto previous page of events,Naar vorige pagina met EPG info,,Naar vorige pagina met EPG info,,CONSISTENT (SOME)
Goto primetime / now,,,Toon primetime/huidig,,SOLITARY
Goto specific date/time,,,Ga naar een specifieke datum/tijd,,SOLITARY
Goto:,,,Ga naar:,,SOLITARY
GotoX calibration,GotoX calibratie,GotoX calibratie,GotoX calibratie,GotoX calibratie,CONSISTENT (ALL)
GraphMultiEpg Settings,,,Grafische MultiEPG instellingen,,SOLITARY
Graphical Multi EPG,,,Grafische MultiEPG,,SOLITARY
Greece,Griekenland,,Griekenland,Greece,MISMATCH (SOME)
Greek,Grieks,Grieks,Grieks,Grieks,CONSISTENT (ALL)
Green,,Groen,Groen,Groen,CONSISTENT (SOME)
Greenland,Groenland,,Groenland,Groenland,CONSISTENT (SOME)
Grenada,Grenada,,Grenada,Grenada,UNCHANGED (SOME)
Guadeloupe,Guadeloupe,,Guadeloupe,Guadeloupe,UNCHANGED (SOME)
Guam,Guam,,Guam,Guam,UNCHANGED (SOME)
Guard interval,Bewakingsinterval,Bewakingsinterval,Guard interval,Bewakingsinterval,MISMATCH (ALL)
