msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Education,'',,,,SOLITARY,
Education/Information,'',,,,SOLITARY,
Education/Science/Factual,'',,,,SOLITARY,
Einzelsportart,Individual sports,,,,SOLITARY,
Email,'',,,,SOLITARY,
Enable %s pro:,'',,,,SOLITARY,
Enable AC3/Dolby,Enable Dolby Digital / Dolby AC-3,,,,SOLITARY,
Enable BT Audio,Enable Bluetooth Audio,,,,SOLITARY,
Enable IceTV,'',,,,SOLITARY,
Enable MiniTV,Enable mini TV window,,,,SOLITARY,
Enable OpenTV EPG,'',,,,SOLITARY,
Enable Quad PIP,Enable quad PiP,,,,SOLITARY,
Enable Swap at startup,Enable swap at startup,,,,SOLITARY,
Enable Up / Down buttons for the 'all up / down' function? (at the beginning / end of the column),"Chose whether the ▲ Up and ▼ Down buttons should scroll all columns together; otherwise, only the selected column will be scrolled.",,,,SOLITARY,
Enable command line function,Enable command line capability,,,,SOLITARY,
Enable debug log *,'',,,,SOLITARY,
Enable screenshot of LCD in /tmp,Enable screenshot of the front panel display to /tmp,,,,SOLITARY,
Enable terrestrial LCN:,'',,,,SOLITARY,
Enable the current value of the slider at end of the slider bar.,Show the current value at end of the slider bar.,,,,SOLITARY,
Enable unlinked bouquets,'',,,,SOLITARY,
Energie,Energy,,,,SOLITARY,
Enhanced Movie Center,'',,,,SOLITARY,
Enigma2 Changes,'',,,,SOLITARY,
Enigma2 Skinselector\n\nIf you experience any problems please contact\nstephan@reichholf.net\n\n© 2006 - Stephan Reichholf,'',,,,SOLITARY,
Enter,'',,,,SOLITARY,
Enter multi-file selection mode,Start multi-select,,,,SOLITARY,
Entertainment,'',,,,SOLITARY,
Epos,'',,,,SOLITARY,
Erase,'',,,,SOLITARY,
Eritrea,'',,,,SOLITARY,
Erotik,Erotic,,,,SOLITARY,
Error Download Setting,Couldn't Download Setting,,,,SOLITARY,
Error creating EHD-Skin.\nUsing HD-Skin!,Couldn't create Full HD skin.\nUsing HD skin instead!,,,,SOLITARY,
Error creating EHD-Skin. Icon package download not available.\nUsing HD-Skin!,Couldn't create Full HD skin. Icon package download not available.\nUsing HD skin instead!,,,,SOLITARY,
Error creating EHD-Skin. Not enough flash memory free.\nUsing HD-Skin!,Couldn't create Full HD skin. Not enough flash memory available.\nUsing HD skin instead!,,,,SOLITARY,
Error creating EHD-Skin. Some EHD-Icons are missing.\nUsing HD-Skin!,Couldn't create Full HD skin. Some Full HD Icons are missing.\nUsing HD skin instead!,,,,SOLITARY,
Error creating HD-Skin. Not enough flash memory free.,Couldn't create HD skin. Not enough flash memory available.,,,,SOLITARY,
Error creating MetrixHD-Skin.\nPlease check after reboot MyMetrixLite-Plugin and apply your settings.,Couldn't create MetrixHD skin.\nPlease check the MyMetrixLite plugin and apply your settings after restarting.,,,,SOLITARY,
Error creating directory %s:\n%s,Couldn't create folder %s:\n%s,,,,SOLITARY,
Error linking %s to %s:\n%s,Couldn't link %s to %s:\n%s,,,,SOLITARY,
Error opening recording file,Couldn't open recording file,,,,SOLITARY,
Error reading bouquets.radio,Couldn't read bouquets.radio,,,,SOLITARY,
Error reading bouquets.tv,Couldn't read bouquets.tv,,,,SOLITARY,
Error renaming %s to %s:\n%s,Couldn't rename %s to %s:\n%s,,,,SOLITARY,
"Error, unknown Result!","Error, unknown result!",,,,SOLITARY,
Error...,'',,,,SOLITARY,
Es folgt:,It follows:,,,,SOLITARY,
Esoterik,Esoteric,,,,SOLITARY,
Essen,Food,,,,SOLITARY,
Estonia,'',,,,SOLITARY,
Even if TV has another input active?,'',,,,SOLITARY,
Even if a 'wakeup' power timer starting?,Even if a 'wake-up' power timer starting?,,,,SOLITARY,
Even if a 'zap and record' recording timer starting?,Even if a 'zap and record' timer is starting?,,,,SOLITARY,
Even if a 'zap' recording timer starting?,Even if a 'zap' timer is starting?,,,,SOLITARY,
Event,'',,,,SOLITARY,
Eventname only,Event name only,,,,SOLITARY,
Eventview,Event view,,,,SOLITARY,
Eventview menu,Event view menu,,,,SOLITARY,
Eventview:,Event view:,,,,SOLITARY,
Everyday,Every day,,,'',INCOMPLETE (SOME),
"Everything in one place - IceTV does it for you!\n\nUsing the IceTV app or website, 'My Shows' is your place to go to. See the next 7 days of your recordings, favourite shows, keyword notifications, new series broadcasts, and our recommendations.\n\nEverything in one place. Simply select something new and press Record.\n\nIceTV's smartphone and tablet apps can be downloaded by scanning the code above.",'',,,,SOLITARY,
Exceeds Bludisc medium!,Exceeds Blu-ray disc capacity!,,,,SOLITARY,
Existing or trial customer,'',,,,SOLITARY,
Exit MAC-address configuration,Exit MAC address configuration,,,,SOLITARY,
Exit Quad Channel Selection,'',,,,SOLITARY,
Exit editor and write changes (if any),Exit editor and save changes (if any),,,,SOLITARY,
Exit picture viewer,'',,,,SOLITARY,
Exit quad PiP,'',,,,SOLITARY,
Extended GUI,Extended User Interface,,,,SOLITARY,
Extended settings,Extended Settings,,,,SOLITARY,
Extensions/QuickMenu,Extensions/Quick Menu,,,,SOLITARY,
Extremsport,Extreme sports,,,,SOLITARY,
Extrude from left,'',,,'',EMPTY (SOME),
F1/F3/F4/F4-TURBO/TRIPLEX,'',,,'',EMPTY (SOME),
FCC 1953,'',,,,SOLITARY,
FIFO,'',,,,SOLITARY,
FP Upgrade,Front Panel Upgrade,,,,SOLITARY,
FSBL Update Check,'',,,,SOLITARY,
FTP,'',,,,SOLITARY,
Fahrenheit,'',,,,SOLITARY,
False,'',,,,SOLITARY,
Familie,Family,,,,SOLITARY,
Family,'',,,,SOLITARY,
Fantasy,'',,,,SOLITARY,
Feeds status:   Stable,Feeds status:\tStable,,,,SOLITARY,
Feeds status:   Unstable,Feeds status:\tUnstable,,,,SOLITARY,
Feeds status:   Updating,Feeds status:\tUpdating...,,,,SOLITARY,
Feeds status: Unexpected,Feeds status:\tUnexpected,,,'',INCOMPLETE (SOME),
Fetch EPG and update timers now,Update EPG data and update timers now,,,,SOLITARY,
File Commander,'',,,,SOLITARY,
File Commander - Addon File-Viewer,File Commander - Addon File Viewer,,,,SOLITARY,
File Commander - Addon Mediaplayer,File Commander - Addon Media Player,,,,SOLITARY,
File Commander - Addon Movieplayer,File Commander - Addon Movie Player,,,,SOLITARY,
File Commander - all Task's are completed!,File Commander - all tasks have completed!,,,,SOLITARY,
File Commander - generalised archive handler,File Commander - generalized archive handler,,,,SOLITARY,
File Commander - gzip Addon,'',,,,SOLITARY,
File Commander - ipk Addon,'',,,,SOLITARY,
File Commander - tar Addon,'',,,,SOLITARY,
File Commander - unrar Addon,'',,,,SOLITARY,
File Commander - unzip Addon,'',,,,SOLITARY,
File Commander menu,'',,,,SOLITARY,
File checksums to calculate for button 9,'',,,,SOLITARY,
File checksums/hashes,Checksum/hash method,,,,SOLITARY,
File not found: %s,'',,,,SOLITARY,
File transfer was cancelled by user,File transfer was canceled,,,,SOLITARY,
File write error: '%s','',,,,SOLITARY,
File/Directory Status Information,File/folder details,,,,SOLITARY,
Files/folders to exclude from backup,Exclude files/folders from backup,,,,SOLITARY,
Filesystem check your Harddisk,Check your hard disk's filesystem,,,,SOLITARY,
Fill in channel EPGs from the broadcast EPG where there is no IceTV EPG for the channel,'',,,,SOLITARY,
Film-Noir,Film noir,,,,SOLITARY,
Filter extension for 'My Extension' setting of 'Filter extension'. Use the extension name without a '.'.,'',,,,SOLITARY,
"Filter extension, (*) appears in title",'',,,,SOLITARY,
Filter visible file classes by extension.,'',,,,SOLITARY,
Finance,'',,,,SOLITARY,
Find out more at %s,'',,,,SOLITARY,
First playable timeshift file!,'',,,,SOLITARY,
Fishing,'',,,,SOLITARY,
Flash Image,Flash selected,,,,SOLITARY,
Flash Online,'',,,,SOLITARY,
Flash Online a new image,Flash an online image,,,,SOLITARY,
Flash on the fly your your Receiver software.,Flash your receiver's software on the fly,,,,SOLITARY,
Flashing Image,Flashing Image...,,,,SOLITARY,
Font size,Text size,,,,SOLITARY,
Font:,'',,,,SOLITARY,
Food/Wine,'',,,,SOLITARY,
Football,Football/Soccer,,,,SOLITARY,
For more information see http://www.opena.tv,Go to http://www.opena.tv for more information,,,,SOLITARY,
Force Legacy Signal stats,Force legacy signal stats,,,,SOLITARY,
Format HDD,'',,,,SOLITARY,
Format your Harddisk,Format your hard disk,,,,SOLITARY,
France,'',,,,SOLITARY,
Frauen,Womens',,,,SOLITARY,
FreeSpace,Free Space,,,,SOLITARY,
French Guiana,'',,,,SOLITARY,
Front USB,'',,,,SOLITARY,
Front USB 3.0,'',,,,SOLITARY,
Frontprocessor version:\t%s,'',,,,SOLITARY,
Full Image Backup ,'',,,,SOLITARY,
Full Range RGB,'',,,,SOLITARY,
Full back-up on %s,Full backup on %s,,,,SOLITARY,
Fullbackup Images,Full backup Images,,,,SOLITARY,
Fullscreen,fullscreen,,,,SOLITARY,
Fulview resulution,Full view resolution,,,,SOLITARY,
Fußball,Football/Soccer,,,,SOLITARY,
Für Kinder,For children,,,,SOLITARY,
GIGABLUE Black,'',,,,SOLITARY,
GUI needs a restart to apply a new skin\nDo you want to Restart the GUI now?,Your receiver's user interface needs to be restarted to apply the selected skin.\n\nWould you like to restart it now?,,,,SOLITARY,
Game Show,'',,,,SOLITARY,
Gangster,'',,,,SOLITARY,
Gardening,'',,,,SOLITARY,
Garten,Gardening,,,,SOLITARY,
General BT Audio delay,General Bluetooth audio delay,,,,SOLITARY,
Generic,'',,,,SOLITARY,
Germany,'',,,,SOLITARY,
Geschichte,History,,,,SOLITARY,
Gesellschaft,Society,,,,SOLITARY,
Gesundheit,Health,,,,SOLITARY,
Getting Softcam list. Please wait...,Getting Softcam list...,,,,SOLITARY,
Go to bookmarked folder,'',,,,SOLITARY,
Go to end of file,'',,,,SOLITARY,
Go to parent directory,Go to parent folder,,,,SOLITARY,
Go to start of file,'',,,,SOLITARY,
Golf,'',,,,SOLITARY,
Goto Date/Time,Go to date/time,,,,SOLITARY,
Goto Date/Timer,go to date/timer,,,,SOLITARY,
Goto Primetime,Go to primetime,,,,SOLITARY,
Greece,'',,,,SOLITARY,
Green button,'',,,,SOLITARY,
Group:,'',,,,SOLITARY,
Grow drop,'',,,'',EMPTY (SOME),
Grow from left,'',,,'',EMPTY (SOME),
H7/H9/H9COMBO/H10 new Model,'',,,'',EMPTY (SOME),
H:mm,7:56 (24 hr),,,'',INCOMPLETE (SOME),
H:mm:ss,7:56:34 (24 hr),,,'',INCOMPLETE (SOME),
HARD DISK: ,'',,,,SOLITARY,
HD11/HD51/HD1100/HD1200/HD1265/HD1500/HD500C/HD530C/VS1000/VS1500,'',,,,SOLITARY,
HD11/HD51/HD1100/HD1200/HD1265/HD1500/HD500C/HD530C/et7x00/et8500/VS1000/VS1500,'',,,,SOLITARY,
HDMI Recording,'',,,,SOLITARY,
HH:mm,07:56 (24 hr),,,'',INCOMPLETE (SOME),
HH:mm:ss,07:56:34 (24 hr),,,'',INCOMPLETE (SOME),
Haiti,'',,,,SOLITARY,
Handball,'',,,,SOLITARY,
Handle Python crashes,'',,,,SOLITARY,
Handle input from TV,'',,,,SOLITARY,
Heimat,'',,,,SOLITARY,
Heimwerker,DIY,,,,SOLITARY,
Helps setting up your signal,'',,,,SOLITARY,
"Here can set the EPG will alway open at the current channel, the first channel or one of both with primetime. If no primetime selected, the current time is used.","Choose whether the EPG should always open at the current channel (standard), the first channel, or either with primetime. The current time will be used if a preferred primetime hasn't been set.",,,,SOLITARY,
"Here you can browse (but not modify) the files that are added to the backupfile by default (E2-setup, channels, network).","Browse files that are added to backups by default (Enigma2 setup, channels, network configuration, etc...).",,,,SOLITARY,
Here you can select which files should be excluded from the backup.,Choose which files should be excluded from backups.,,,,SOLITARY,
Here you can select which files should be updated with a online update,Choose which files should be updated during an online update.,,,,SOLITARY,
Here you can set what is called when pressing the 'Info' key.,Choose what you'd like the Info button to do.,,,,SOLITARY,
Here you can specify additional files that should be added to the backup file.,Choose which files to add to backups.,,,,SOLITARY,
Hidden / Blank,'',,,,SOLITARY,
Hide VBI line for this service,'',,,,SOLITARY,
Hide mute notification,'',,,,SOLITARY,
Hispasat 30.0w,'',,,,SOLITARY,
Historical,'',,,,SOLITARY,
Hobbys,Hobbies,,,,SOLITARY,
Hockey,'',,,,SOLITARY,
Homepage button hold,'',,,,SOLITARY,
Hops,'',,,,SOLITARY,
Horizontal icons,horizontal icons,,,,SOLITARY,
Horizontal menu,horizontal menu,,,,SOLITARY,
Horror,'',,,,SOLITARY,
Horse Racing,'',,,,SOLITARY,
Hotbird 13.0e,'',,,,SOLITARY,
Hotkey Setup for,Hotkey Action,,,,SOLITARY,
Hungary,'',,,,SOLITARY,
I/O priority for script execution,'',,,,SOLITARY,
IMDB search,search IMDb,,,,SOLITARY,
IMDb Details,'',,,,SOLITARY,
INFO-Panel...,Info Panel...,,,,SOLITARY,
IP,'',,,,SOLITARY,
IPK Installer,'',,,,SOLITARY,
IceTV,'',,,,SOLITARY,
IceTV - Account selection,'',,,,SOLITARY,
IceTV - Login,'',,,,SOLITARY,
IceTV - Password required,'',,,,SOLITARY,
IceTV - Region,'',,,,SOLITARY,
IceTV - Service selection,'',,,,SOLITARY,
IceTV - Setup,'',,,,SOLITARY,
IceTV - User Information,'',,,,SOLITARY,
IceTV disabled,'',,,,SOLITARY,
IceTV enabled,'',,,,SOLITARY,
IceTV setup wizard,'',,,,SOLITARY,
IceTV update completed OK,'',,,,SOLITARY,
IceTV update completed with errors.\n\nPlease check the log for details.,'',,,,SOLITARY,
IceTV version %s,'',,,,SOLITARY,
IceTV version %s\n,'',,,,SOLITARY,
"If 'never', will force restart despite that after 100 crashes.",'',,,,SOLITARY,
"If 'never', will write crash log despite that for the first crash.",'',,,,SOLITARY,
"If editing a file, can you set the cursor start position at end or begin of the line.",'',,,,SOLITARY,
If enabled the video will always be de-interlaced.,"If enabled, the video will always be de-interlaced.",,,If enabled the video will always be de-interlaced.,MISMATCH (SOME),
"If enabled, using a time window to detect a wakeup from deep standby by a timer. Default setting ist disabled and used a special signal from the receiver. But some devices set a wrong or none signal and the wakeup detection can fails.","If enabled, using a time window to detect a wake-up from deep standby by a timer. Default setting is disabled and uses a special signal from the receiver. But some devices set an incorrect or no signal and the wake-up detection fails.",,,,SOLITARY,
"If muted, hide mute icon or mute information after few seconds.",Choose whether to hide the mute icon or mute information after a few seconds when muted.,,,,SOLITARY,
"If the 'deep standby workaround' is enabled, it waits until the system time is synchronized. Depending on the requirement, the devices wake up will continuing after a maximum of 2 minutes.","If the 'deep standby workaround' is enabled, it will wait until the system time is synchronized. Depending on the requirement, the devices wake up will continuing after a maximum of 2 minutes.",,,,SOLITARY,
Ignore unexpectedly wakeup and stay in standby,Ignore unexpected wake-up and stay in standby,,,,SOLITARY,
Image,'',,,,SOLITARY,
Image Backup,'',,,,SOLITARY,
Image Info,'',,,,SOLITARY,
Image Version,'',,,,SOLITARY,
Image created on: %s/%s-%s-%s-backup-%s_recovery_emmc.zip,'',,,,SOLITARY,
Image created on: %s/%s-%s-%s-backup-%s_usb.zip,'',,,,SOLITARY,
Image creation failed - ,'',,,,SOLITARY,
Image-Version,Image Version,,,,SOLITARY,
"In expert mode, configure which tuners will be preferred for recordings, when more than one tuner is available.","In expert mode, configure which tuner(s) will be preferred for recordings when more than one tuner is available.",,,,SOLITARY,
"In expert mode, configure which tuners will be preferred, when more than one tuner is available.","In expert mode, configure which tuner(s) will be preferred when more than one tuner is available.",,,,SOLITARY,
"In order to allow you to access all the features of the IceTV smart recording service, we need to gather some basic information.\n\nIf you already have an IceTV subscription or trial, please select 'Existing or trial customer', if not, then select 'New customer'.",'',,,,SOLITARY,
Inactive,'',,,,SOLITARY,
Inadyn,'',,,,SOLITARY,
Incorrect type service for PiP!,Incorrect service type for PiP!,,,,SOLITARY,
Independent,'',,,,SOLITARY,
Indonesia,'',,,'',EMPTY (SOME),
Indonesian,Bahasa Indonesia (Indonesian),,,,SOLITARY,
Info Panel,'',,,,SOLITARY,
InfoBar,Infobar,,,,SOLITARY,
InfoPanel,Info Panel,,,,SOLITARY,
Infobar:,'',,,,SOLITARY,
Infopanel,Info panel,,,,SOLITARY,
Infos,System Info,,,,SOLITARY,
Infotainment,'',,,,SOLITARY,
Inode:,'',,,,SOLITARY,
Input ,'',,,,SOLITARY,
Input channel name.,'',,,,SOLITARY,
Input config file name:,'',,,,SOLITARY,
Insert,'',,,,SOLITARY,
Insert line before current line,'',,,,SOLITARY,
Install '%s' and enable this operation,'',,,,SOLITARY,
Install Failed !!,Install Failed!,,,,SOLITARY,
Install Finished.,'',,,,SOLITARY,
Install Softcams,'',,,,SOLITARY,
"Install settings, skins, software...","Install settings, skins, channel picons, software, etc...",,,,SOLITARY,
Installing Plugin ...,Installing plugin...,,,,SOLITARY,
Installing feeds from IPK ...,Installing feeds from IPK...,,,,SOLITARY,
Installing feeds from feed ...,Installing feeds from feed...,,,,SOLITARY,
Installing plugins from IPK ...,Installing plugins from IPK...,,,,SOLITARY,
Installing plugins from feed ...,Installing plugins from feed...,,,,SOLITARY,
Interface:,'',,,,SOLITARY,
Internal USB,'',,,,SOLITARY,
International,'',,,,SOLITARY,
Internet,'',,,,SOLITARY,
Invalid,invalid,,,,SOLITARY,
Inverts the button function.,Choose the direction of the Channel Up/Down buttons.,,,,SOLITARY,
Is not necessary in most cases.,'',,,,SOLITARY,
Isle of Man,'',,,,SOLITARY,
It follows:,'',,,,SOLITARY,
It is not possible to calculate hashes on <List of Storage Devices>,Hashes can't be calculacted on <List of Storage Devices>,,,,SOLITARY,
It is not possible to change the file mode of <List of Storage Devices>,File mode can't be changed on <List of Storage Devices>,,,,SOLITARY,
It is not possible to get the file status of <List of Storage Devices>,File status can't be done on <List of Storage Devices>,,,,SOLITARY,
It is not possible to run '%s' on <List of Storage Devices>,%s can't be run on <List of Storage Devices>,,,,SOLITARY,
It's not possible to rename the filesystem root.,The filesystem root can't be renamed.,,,,SOLITARY,
Italy,'',,,,SOLITARY,
Job Manager,'',,,,SOLITARY,
JobManager,Job Manager,,,,SOLITARY,
Jugend,Youth,,,,SOLITARY,
Jump first press in channel selection,'',,,,SOLITARY,
Just change Bouquet,just change bouquet,,,,SOLITARY,
Justiz,Justice,,,,SOLITARY,
KB,'',,,,SOLITARY,
Kampfsport,Martial arts,,,,SOLITARY,
Katastrophe,Catastrophe,,,,SOLITARY,
Kernel,'',,,,SOLITARY,
Keyboard button hold,'',,,,SOLITARY,
Keyboard data entry,Keyboard input,,,,SOLITARY,
Kinder,Kids,,,,SOLITARY,
Klassiker,Classic,,,,SOLITARY,
Kneipensport,Pub sports,,,,SOLITARY,
Kodi MediaCenter,Kodi Media Center,,,,SOLITARY,
Kodi installed:,'',,,,SOLITARY,
Kodi media player,'',,,,SOLITARY,
Kodi/extra partition free space:,'',,,,SOLITARY,
Komödie,Comedy,,,,SOLITARY,
Kraftsport,Weightlifting,,,,SOLITARY,
Krieg,War,,,,SOLITARY,
Krimi,Crime,,,,SOLITARY,
Kriminalität,Crime,,,,SOLITARY,
Kultur,Culture,,,,SOLITARY,
Kunst,Art,,,,SOLITARY,
Kurzfilm,Short film,,,,SOLITARY,
Kuwait,'',,,,SOLITARY,
LCD Skin Setup,Front Panel Display Skin,,,,SOLITARY,
LCD SkinSelector,Front Panel Display Skin Selector,,,,SOLITARY,
LCN plugin for DVB-T/T2 services,'',,,,SOLITARY,
LCN rules:,'',,,,SOLITARY,
LNB/Switch Bootup time [ms],LNB/Switch boot-up time in ms,,,,SOLITARY,
LOF,'',,,,SOLITARY,
LOF/H,'',,,,SOLITARY,
LOF/L,'',,,,SOLITARY,
Landestypisch,Folklore,,,,SOLITARY,
Last E2 update:\t\t%s,Last Enigma2 update:\t%s,,,,SOLITARY,
Late Night,'',,,,SOLITARY,
Latvia,'',,,,SOLITARY,
Leave File Commander,Quit File Commander,,,,SOLITARY,
Leave multi-select mode,Quit multi-select,,,,SOLITARY,
Leichtathletik,Athletics,,,,SOLITARY,
Lifestyle,'',,,,SOLITARY,
Link target:,'',,,,SOLITARY,
Links:,'',,,,SOLITARY,
List of Storage Devices,'',,,,SOLITARY,
List/FAV button,'',,,,SOLITARY,
Literatur,Literature,,,,SOLITARY,
Literaturverfilmung,Film adaptation,,,,SOLITARY,
Lithuania,'',,,,SOLITARY,
Live,'',,,,SOLITARY,
Load Default Settings,Load default settings,,,,SOLITARY,
Locale,'',,,,SOLITARY,
Location list,'',,,,SOLITARY,
Log,'',,,,SOLITARY,
Log python stack trace on spinner ?,Log Python stack trace on spinner (may have side effects),,,,SOLITARY,
Login,'',,,,SOLITARY,
Login failure,Login failed,,,,SOLITARY,
Login to IceTV server,'',,,,SOLITARY,
Lower USB,Bottom USB,,,,SOLITARY,
Lower limit in kilobits per seconds [kbit/s],Lower limit in kilobits per seconds (kbit/s]),,,,SOLITARY,
Lowest Video output mode,'',,,,SOLITARY,
Luxembourg,'',,,,SOLITARY,
MAC,'',,,,SOLITARY,
MAC-address,MAC address,,,,SOLITARY,
MIRACLEBOX_TWINPLUS,'',,,,SOLITARY,
MMA,'',,,,SOLITARY,
Magazin,Magazine,,,,SOLITARY,
Make File Commander accessible from the Extensions menu.,Choose whether to show File Commander in the Extensions menu.,,,,SOLITARY,
Make File Commander accessible from the main menu.,Choose whether to show File Commander on the Main menu.,,,,SOLITARY,
Manage network mounts,'',,,,SOLITARY,
Manage your online update files,'',,,,SOLITARY,
Mannschaftssport,Team sports,,,,SOLITARY,
Manual Service Searching,Search for channels manually,,,,SOLITARY,
Manual scan for services,"Manual scan for services.,",,,,SOLITARY,
MaraM9,'',,,,SOLITARY,
Mark/Portal/Playlist button,'',,,,SOLITARY,
Mark/Portal/Playlist button hold,'',,,,SOLITARY,
Mature Adult Audience 15+,'',,,'',EMPTY (SOME),
Mature Audience 15+,'',,,'',EMPTY (SOME),
Mauritania,'',,,,SOLITARY,
Mauritius,'',,,,SOLITARY,
Maximum minutes to jump %d !,Maximum minutes to jump %d!,,,,SOLITARY,
Media Center,'',,,,SOLITARY,
Media Player,'',,,,SOLITARY,
Media Portal,'',,,,SOLITARY,
MediaPlayer,Media Player,,,,SOLITARY,
Medical,'',,,,SOLITARY,
Medien,Media,,,,SOLITARY,
Medium toolbox,Disc toolbox,,,,SOLITARY,
MemInfo,Memory,,,,SOLITARY,
Merge broadcast EPG with IceTV,'',,,,SOLITARY,
Merlin EPG Center,'',,,,SOLITARY,
MessageBox Functions,'',,,'',EMPTY (SOME),
Metadata changed:,'',,,,SOLITARY,
Mini Series,Miniseries,,,,SOLITARY,
MiniDLNA,'',,,,SOLITARY,
MiniTV,Mini TV,,,'',INCOMPLETE (SOME),
Minutes:,'',,,,SOLITARY,
Miscellaneous,'',,,,SOLITARY,
Misconfiguration in channel allocation,'',,,,SOLITARY,
"Misconfigured unicable connection from tuner %s to tuner %s!\nTuner %s option \""connected to\"" are disabled now",'',,,,SOLITARY,
Mode 1,'',,,,SOLITARY,
"Mode 1 suppports Kodi, PiP may not work.\nMode 12 supports PiP, Kodi may not work.",'',,,,SOLITARY,
Mode 2,'',,,,SOLITARY,
Mode for autorestore,Autorestore mode,,,,SOLITARY,
Model: %s %s\n,'',,,,SOLITARY,
Modified:,'',,,,SOLITARY,
Module,Modules,,,,SOLITARY,
Motor Sport,Motorsport,,,,SOLITARY,
Motorsport,'',,,,SOLITARY,
Mount '%s' has not enough free space to record.,There's not enough free space on mount %s to record.,,,,SOLITARY,
Mount Manager,'',,,,SOLITARY,
Mount Setup,Mounts Setup,,,,SOLITARY,
Mount failed,'',,,,SOLITARY,
Mount: ,'',,,,SOLITARY,
MountManager,Mount Manager,,,,SOLITARY,
Mounts,'',,,,SOLITARY,
Mounts Devices,Mount devices,,,,SOLITARY,
Move %d elements,Move %d items,,,,SOLITARY,
Move 1 element,Move 1 item,,,,SOLITARY,
Move PIP,Move PiP,,,,SOLITARY,
Move down a line,Move down a live,,,,SOLITARY,
Move file,'',,,,SOLITARY,
Move file/directory to target directory,Move file/folder to target folder,,,,SOLITARY,
Move files/directories to target directory,Move files/folders to target folder,,,,SOLITARY,
Move folder,'',,,,SOLITARY,
Move mode off,Exit move mode,,,,SOLITARY,
Move mode on,Enter move mode,,,,SOLITARY,
Move the text cursor left,'',,,'',EMPTY (SOME),
Move the text cursor right,'',,,'',EMPTY (SOME),
Move up a line,'',,,,SOLITARY,
Movie,'',,,,SOLITARY,
Movieplayer,Movie Player,,,,SOLITARY,
Mtd,'',,,,SOLITARY,
MultiBoot Image Manager,Multi-Boot Image Manager,,,,SOLITARY,
MultiBoot Image Selector,'',,,,SOLITARY,
MultiBootSelector Actions,'',,,,SOLITARY,
MultiQuickButton,Multi Quick Button,,,,SOLITARY,
Multiboot Image Selector,Multi-Boot,,,,SOLITARY,
Multiboot Image created on: %s/%s-%s-%s-backup-%s_usb.zip,Multi-boot image created at: %s/%s-%s-%s-backup-%s_usb.zip,,,,SOLITARY,
Multiboot Manager,Multi-Boot Manager,,,,SOLITARY,
Multistream,'',,,,SOLITARY,
Murder,'',,,,SOLITARY,
Music,'',,,'',EMPTY (SOME),
Musical,'',,,,SOLITARY,
Musik,Music,,,,SOLITARY,
Mystery,'',,,,SOLITARY,
Märchen,Fairytale,,,,SOLITARY,
NFS,'',,,'',EMPTY (SOME),
Nachrichten,News,,,,SOLITARY,
Name reverse,Name (z-a),,,,SOLITARY,
National,'',,,,SOLITARY,
Native,native,,,,SOLITARY,
Natur,Nature,,,,SOLITARY,
Nature,'',,,,SOLITARY,
NcamInfo,Ncam Info,,,,SOLITARY,
Netball,'',,,,SOLITARY,
Network Adapter Selection,'',,,,SOLITARY,
Network Browser,'',,,,SOLITARY,
Network Interface,'',,,,SOLITARY,
Network Restart,'',,,,SOLITARY,
Network Services,'',,,,SOLITARY,
Network Speed:,'',,,,SOLITARY,
Network Wizard,'',,,,SOLITARY,
Network menu,'',,,,SOLITARY,
NetworkWizard,Network Wizard,,,,SOLITARY,
Neue Medien,New media,,,,SOLITARY,
New Packages,'',,,,SOLITARY,
New Setting DXAndy ,'',,,,SOLITARY,
New customer,'',,,,SOLITARY,
New folder,'',,,,SOLITARY,
New password,'',,,,SOLITARY,
News,'',,,'',EMPTY (SOME),
News/Current Affairs,'',,,,SOLITARY,
Next Track ▶︎▶︎│ button,'',,,,SOLITARY,
Next Track ▶︎▶︎│ button hold,'',,,,SOLITARY,
Next bouquet,next bouquet,,,,SOLITARY,
Next page,next page,,,,SOLITARY,
Next quad PiP channel,'',,,,SOLITARY,
No Devices Found !!,No Devices Found!,,,,SOLITARY,
No Settings loaded !!\n\nPlease install first a settinglist,No Settings loaded!\n\nPlease install settings first,,,,SOLITARY,
No active channel found.,'',,,,SOLITARY,
No channel,'',,,,SOLITARY,
No clients streaming,'',,,'',EMPTY (SOME),
No connection,'',,,,SOLITARY,
No demux available,'',,,,SOLITARY,
No entry in lcn db. Please do a service scan.,No entry in LCN db. Please do a service scan.,,,,SOLITARY,
No error,'',,,,SOLITARY,
No files found.,'',,,,SOLITARY,
No hash calculations configured,'',,,,SOLITARY,
No matching place names found,'',,,,SOLITARY,
No packages were upgraded yet. So you can check your network and try again.,No packages hav been upgraded yet. Please check your network connection and try again.,,,,SOLITARY,
No update required!,'',,,,SOLITARY,
No valid region details were found,'',,,,SOLITARY,
No viewer installed for this file type: %s,'',,,,SOLITARY,
"No, do not backup a image","No, do not back up image",,,,SOLITARY,
"No, do not flash an image",'',,,,SOLITARY,
"No, show always the plugin browser","no, always show the Plugin Browser",,,,SOLITARY,
"No, show always the timer list","no, always show the timer list",,,,SOLITARY,
None of the hash programs for the hashes %s are available,'',,,,SOLITARY,
Norway,'',,,,SOLITARY,
Not Classified,Not classified,,,,SOLITARY,
Not Defined,'',,,,SOLITARY,
